atm_id;atm_lat;atm_lon;nearest_malls_name;nearest_malls_dist_m;count_malls_100m;count_malls_300m;count_malls_500m;nearest_supermarkets_name;nearest_supermarkets_dist_m;count_supermarkets_100m;count_supermarkets_300m;count_supermarkets_500m;nearest_pharmacies_hospitals_name;nearest_pharmacies_hospitals_dist_m;count_pharmacies_hospitals_100m;count_pharmacies_hospitals_300m;count_pharmacies_hospitals_500m;count_banks_atms_100m;count_banks_atms_300m;count_banks_atms_500m;competitor_count_total
2290.0;51.810671;107.661632;ТЦ «Заря»;8.2;1;2;2;Титан Парк;223.5;0;1;1;Нет объектов;;0;0;0;0;3;3;4.0
2291.0;55.328596;86.124442;"ТРК ""Гринвич""";5.6;1;1;1;Лента;3.4;2;2;5;Еаптека;109.9;0;4;5;0;2;2;4.0
2292.0;55.35483;86.162926;ТРЦ «Летосити»;413.5;0;0;1;Магнит;16.7;2;2;6;Экона;7.2;1;2;5;1;1;5;7.0
2293.0;54.666786;86.167938;Нет объектов;;0;0;0;Не удалось узнать название;9.3;1;2;3;Фармакопейка;59.2;1;2;3;2;2;2;3.0
2294.0;55.34559;86.127748;ТРК Променад-1;5.7;1;1;1;Лента;14.1;1;2;6;Клинический консультативно-диагностический центр;147.4;0;3;3;1;2;3;5.0
2295.0;54.681326;86.185024;Нет объектов;;0;0;0;Не удалось узнать название;146.6;0;1;1;Фармакопейка;168.7;0;1;1;0;3;3;3.0
2296.0;55.343973;86.181341;ТРК Променад 2;4.1;1;2;2;Лента;0.8;1;1;2;Фармакопейка;222.8;0;1;2;0;0;3;3.0
2297.0;55.311298;86.090584;Не удалось узнать название;5.4;1;1;1;Пивная лавка;517.1;0;0;0;Фармакопейка;18.3;1;1;3;0;0;0;1.0
2298.0;55.399704;86.11792;Радуга;52.2;1;1;1;Мария-Ра;32.1;1;4;6;Эдельвейс;34.5;2;5;6;0;1;3;5.0
2299.0;53.198818;50.110775;ТОЦ Вавилон;13.6;1;1;1;Не удалось узнать название;18.6;1;3;7;Вита Экспресс;9.9;1;6;10;0;3;9;12.0
2300.0;53.103578;49.953319;Сити-Парк;406.1;0;0;1;Союзный;9.3;1;1;4;Вита Экспресс;21.1;1;2;7;1;1;5;6.0
2301.0;53.092326;49.983107;Не удалось узнать название;873.6;0;0;0;Пятёрочка;110.6;0;5;8;Фармленд;13.6;1;3;6;2;2;3;5.0
2302.0;53.164799;48.47444;Москва;433.3;0;0;2;Магнит;7.3;1;3;7;Городской аптечный склад;433.1;0;0;3;1;1;3;4.0
2303.0;53.233532;50.21524;Мартеница;115.9;0;1;1;Пятёрочка;6.1;1;6;13;Вита Экспресс;31.9;2;9;22;2;2;4;11.0
2304.0;53.119762;48.394382;Не удалось узнать название;296.4;0;1;1;Разливное пиво;67.4;2;6;9;Не удалось узнать название;113.8;0;2;5;0;0;2;3.0
2305.0;53.235532;50.298829;Тройка;700.5;0;0;0;Пятёрочка;4.3;1;1;2;Вита Экспресс;791.6;0;0;0;0;0;0;2.0
2306.0;53.223646;50.189567;Мост;10.2;1;2;2;Пятёрочка;161.8;0;3;9;Консилиум;99.9;1;5;9;0;4;4;11.0
2307.0;53.16509;50.07504;Точка Сити;800.9;0;0;0;Пятёрочка;248.9;0;1;1;Поликлиника №2;495.4;0;0;1;0;0;0;0.0
2308.0;53.242387;50.230233;Шоколадка;326.9;0;0;2;Магнит;87.1;1;4;13;Не удалось узнать название;83.2;3;9;12;0;2;3;4.0
2309.0;53.533677;49.319674;Капитал;2.1;1;2;3;Перекрёсток;11.2;1;2;5;Дежурная Аптека 245;42.4;1;4;9;2;3;7;14.0
2310.0;53.521195;49.273321;Стройматериалы;258.3;0;1;3;Золотая пена;307.9;0;0;2;Вита Экспресс;2.1;2;2;3;1;1;9;12.0
2311.0;53.543973;49.359963;Тольятти Молл;4.9;1;1;4;Гулливер;35.0;1;4;8;Дежурная Аптека 245;38.5;1;4;5;1;3;8;10.0
2312.0;53.373402;51.356649;Атмосфера;1.3;2;4;4;Пятёрочка;125.7;0;2;4;Вита Экспресс;126.1;0;1;1;1;1;2;4.0
2313.0;53.201968;50.137554;Аквариум;26.0;1;2;3;Магнит;22.0;2;5;9;Фармленд;115.9;0;2;9;1;4;7;13.0
2314.0;53.505566;49.416692;Космос;531.1;0;0;0;Beerжа;70.8;1;5;8;Аптека плюс;65.9;3;4;10;0;1;3;9.0
2315.0;53.217214;50.149071;LUX Кубатура;413.3;0;0;2;Захар;3.9;2;2;3;Вита;64.3;1;1;4;2;3;3;5.0
2316.0;53.191308;50.165914;Мегастрой;952.7;0;0;0;Магнит;31.7;1;4;4;Сбер Еаптека;216.1;0;1;1;1;1;1;1.0
2317.0;53.255275;50.211683;Не удалось узнать название;2.5;1;3;3;Перекресток;3.7;1;5;12;Вита;225.3;0;1;7;0;2;4;8.0
2318.0;52.797847;51.158597;ТЦ;4.9;1;1;1;Пятёрочка;21.9;1;1;3;Вита Экспресс;197.0;0;1;3;0;2;6;9.0
2319.0;53.51908;49.425532;Алтын;136.6;0;1;2;Миндаль №9;138.0;0;2;7;Наркологический диспансер;123.1;0;3;5;0;0;4;5.0
2320.0;53.511145;49.447864;Апельсин;262.1;0;1;2;Пятёрочка;114.2;0;3;4;Дежурная Аптека 245;44.1;1;1;3;0;0;0;1.0
2321.0;53.095241;49.97098;Не удалось узнать название;17.6;1;1;1;Пятёрочка;23.1;1;5;7;Вита Экспресс;116.0;0;3;4;2;7;7;7.0
2322.0;53.216987;50.258584;Вива Лэнд;497.1;0;0;1;PartsDirect;31.8;1;2;5;Фармленд;197.4;0;4;6;0;2;4;6.0
2323.0;53.246051;50.217387;Империя;59.3;2;2;3;Пятёрочка;101.8;0;1;8;Фармленд;86.1;1;1;3;0;1;1;11.0
2324.0;54.715566;20.442161;Нет объектов;;0;0;0;Пивной двор;148.7;0;1;4;Не удалось узнать название;494.4;0;0;1;0;1;1;3.0
2325.0;54.709034;20.506741;"ТРК ""Калининград Плаза""";255.5;0;1;1;Виктория;247.5;0;2;3;Калининградский маммологический центр;268.2;0;1;5;0;8;14;25.0
2326.0;54.939657;20.146472;Нет объектов;;0;0;0;Бристоль;92.0;2;2;3;Городская поликлиника;425.9;0;0;2;0;0;3;5.0
2327.0;54.731789;20.530879;Не удалось узнать название;580.1;0;0;0;Виктория;488.5;0;0;2;Гедеон;146.2;0;2;3;2;2;4;8.0
2328.0;54.939657;20.146472;Нет объектов;;0;0;0;Бристоль;92.0;2;2;3;Городская поликлиника;425.9;0;0;2;0;0;3;5.0
2329.0;62.028997;129.731477;ТРК Туймаада;122.7;0;4;6;Daily Mart;227.5;0;1;3;Миницен;176.7;0;2;6;1;4;10;17.0
2330.0;62.028997;129.731477;ТРК Туймаада;122.7;0;4;6;Daily Mart;227.5;0;1;3;Миницен;176.7;0;2;6;1;4;10;17.0
2331.0;62.028997;129.731477;ТРК Туймаада;122.7;0;4;6;Daily Mart;227.5;0;1;3;Миницен;176.7;0;2;6;1;4;10;17.0
2332.0;62.028149;129.730615;ТРК Туймаада;134.3;0;3;6;Daily Mart;208.8;0;1;2;Миницен;190.8;0;3;5;1;2;9;16.0
2333.0;62.062099;129.739733;Ридо;557.2;0;0;0;Нет объектов;;0;0;0;Нет объектов;;0;0;0;0;0;0;2.0
2334.0;62.053157;129.740856;Не удалось узнать название;83.5;1;2;4;Айгуль;453.5;0;0;1;Социальная аптека;511.3;0;0;0;1;3;3;3.0
2335.0;62.044344;129.756352;Хоттей, торговый комплекс;277.8;0;1;1;Не удалось узнать название;745.4;0;0;0;Социальная аптека;232.8;0;1;2;0;0;0;6.0
2336.0;62.024558;129.710079;Не удалось узнать название;463.8;0;0;2;Студенческие ряды;378.0;0;0;1;Детская поликлиника;267.7;0;2;5;1;4;4;6.0
2337.0;62.025318;129.695087;Эльдарадо;336.6;0;0;2;Студенческие ряды;741.5;0;0;0;неврологическое отделение городской детской больницы;292.8;0;1;2;0;0;0;1.0
2338.0;62.048654;129.753594;Хоттей, торговый комплекс;354.9;0;0;2;Айгуль;414.7;0;0;1;Медицинское учреждение;9.6;2;2;4;0;0;0;5.0
2339.0;62.049733;129.746353;Улуру Молл;3.9;1;2;3;Айгуль;23.0;1;1;2;Социальная аптека;41.1;1;1;5;0;0;1;7.0
2340.0;62.045845;129.740982;Лермонтовский;296.1;0;1;3;Не удалось узнать название;114.5;0;2;2;Еаптека;143.4;0;2;4;1;4;4;4.0
2341.0;61.976215;129.66811;Торговый центр Емеян;520.5;0;0;0;Нет объектов;;0;0;0;Нет объектов;;0;0;0;0;0;0;0.0
2342.0;62.021557;129.717598;Нет объектов;;0;0;0;Студенческие ряды;564.0;0;0;0;Аптека РОСЛЕК;295.9;0;1;2;0;0;3;7.0
2343.0;62.024279;129.72686;Оптимист;333.6;0;0;3;Три толстяка;60.1;1;1;1;ТвояАптека.рф;263.6;0;1;2;0;0;2;8.0
2344.0;62.026415;129.720707;Оптимист;103.4;0;2;5;Три толстяка;458.1;0;0;1;Детская городская больница;178.0;0;1;8;0;2;4;9.0
2345.0;62.044563;129.751492;Хоттей, торговый комплекс;114.3;0;2;2;Не удалось узнать название;546.8;0;0;0;Социальная аптека;21.8;1;1;3;0;0;0;4.0
2346.0;62.042788;129.736885;Лермонтовский;105.4;0;1;7;Не удалось узнать название;311.7;0;0;1;Социальная аптека;111.5;0;2;7;0;3;5;5.0
2347.0;62.030596;129.734666;Атлант;8.9;1;3;12;Daily Mart;350.5;0;0;3;Семейная аптека;184.0;0;1;5;0;6;14;17.0
2348.0;62.032972;129.73684;Вектор;63.2;1;3;10;Токко;495.3;0;0;1;Доктор-Офис;203.2;0;3;5;0;2;10;17.0
2349.0;62.030622;129.74126;Проспект;32.4;4;7;11;Токко;194.9;0;1;2;Семейная аптека;171.4;0;3;4;1;5;10;14.0
2350.0;62.044251;129.718254;Не удалось узнать название;413.5;0;0;3;Продуктовая лавка;632.6;0;0;0;Центр экстренной медицинской помощи;6.0;1;1;4;0;0;0;0.0
2351.0;62.021992;129.691538;"ТЦ ""Континент""";49.1;1;1;2;Шоколадник;765.8;0;0;0;5 Поликлиника;1.3;1;1;1;0;0;0;2.0
2352.0;62.034069;129.730417;Дельта, торговый комплекс;340.7;0;0;5;Нет объектов;;0;0;0;Доктор-Офис;273.8;0;1;3;1;3;6;17.0
2353.0;62.03355;129.739517;Вектор;114.6;0;2;10;Токко;521.3;0;0;0;Family Clinic;209.1;0;4;5;0;4;7;18.0
2354.0;62.032478;129.742158;Московский;176.1;0;5;9;Токко;406.3;0;0;1;Социальная аптека;250.2;0;2;6;1;3;8;15.0
2355.0;62.026351;129.730938;Якутск Плаза;241.8;0;2;4;Daily Mart;214.8;0;1;3;ТвояАптека.рф;91.8;1;2;4;0;1;9;12.0
2356.0;60.718471;114.925822;Драгоценности Якутии;5.0;2;2;4;Элла;69.8;1;1;4;Не удалось узнать название;145.4;0;4;8;3;6;9;19.0
2357.0;56.660196;124.71038;Континент;97.6;1;3;5;Стайлинг;90.9;1;2;9;Социальная;183.5;0;3;7;0;5;11;15.0
2358.0;56.660196;124.71038;Континент;97.6;1;3;5;Стайлинг;90.9;1;2;9;Социальная;183.5;0;3;7;0;5;11;15.0
2359.0;56.658108;124.721789;Мир;406.7;0;0;1;Дежурный;3.8;2;5;8;Олеся;131.3;0;3;5;1;3;4;6.0
2360.0;56.656391;124.710245;Проспект;133.0;0;1;2;Айгуль;5.0;1;1;4;Соматический корпус ЦРБ;159.8;0;4;7;0;4;6;12.0
2361.0;56.664539;124.708952;Драгценности Якутии;319.8;0;0;4;Айгуль;205.0;0;2;7;Социальная аптека;208.8;0;1;5;0;4;9;9.0
2362.0;62.028997;129.731477;ТРК Туймаада;122.7;0;4;6;Daily Mart;227.5;0;1;3;Миницен;176.7;0;2;6;1;4;10;17.0
2363.0;62.028997;129.731477;ТРК Туймаада;122.7;0;4;6;Daily Mart;227.5;0;1;3;Миницен;176.7;0;2;6;1;4;10;17.0
2364.0;50.54231;137.032921;Не удалось узнать название;926.9;0;0;0;Ерофей;170.5;0;2;3;Отделение профилактических осмотров КВД;311.2;0;0;2;0;1;4;4.0
2365.0;50.544039;137.031035;Не удалось узнать название;920.3;0;0;0;Винлаб;35.8;2;2;2;МСЧ-99 ФМБА России;265.2;0;1;4;1;1;4;5.0
2366.0;50.543759;137.001031;ТЦ Сингапур;275.6;0;1;3;Винлаб;9.7;1;4;10;Не удалось узнать название;329.5;0;0;4;1;3;7;12.0
2367.0;48.392927;135.112709;ЭВР;9.1;1;1;1;Винлаб;47.8;1;3;5;"Аптека ""Лекарства со склада""";42.1;2;5;8;2;5;6;7.0
2368.0;50.578904;137.068234;ТД Танго;441.7;0;0;1;ЕРОФЕЙ;131.9;0;2;3;Детская городская поликлиника №5;255.5;0;1;2;0;0;0;0.0
2369.0;51.762815;128.121499;Не удалось узнать название;159.4;0;1;1;Близкий;160.2;0;2;2;Не удалось узнать название;160.5;0;2;6;0;4;4;5.0
2370.0;51.37197;128.139357;Пассаж;2.7;1;1;1;Кристалл;9.2;1;2;4;Семейная аптека;137.8;0;2;4;4;4;7;8.0
2371.0;50.606889;136.960337;Нет объектов;;0;0;0;Нет объектов;;0;0;0;Нет объектов;;0;0;0;0;0;0;0.0
2372.0;48.503534;135.112431;Не удалось узнать название;625.9;0;0;0;Винлаб;241.8;0;1;3;Семейная аптека;208.8;0;1;2;0;0;1;2.0
2373.0;50.265904;127.530955;Не удалось узнать название;291.7;0;1;9;Не удалось узнать название;528.6;0;0;0;Поликлиника 4;174.0;0;6;13;0;5;14;23.0
2374.0;48.472184;135.077163;Нет объектов;;0;0;0;Винлаб;106.7;0;6;14;Социальная аптека;70.7;1;5;8;3;5;7;13.0
2375.0;48.4296;135.110158;Атриум;322.4;0;0;1;Амба;146.3;0;2;4;Не удалось узнать название;182.0;0;3;4;0;1;1;1.0
2376.0;50.295653;127.557941;Нет объектов;;0;0;0;Кэш & Кэрри;30.4;1;1;1;Социальная аптека;592.0;0;0;0;1;1;1;1.0
2377.0;48.520497;135.052594;Нет объектов;;0;0;0;Раз Два;17.2;1;2;2;Юнилаб;178.0;0;2;2;1;2;2;2.0
2378.0;50.280435;127.510366;Острова;61.6;1;1;1;Не удалось узнать название;354.3;0;0;2;ГБУЗ АО центр реабилитации Надежда;433.2;0;0;1;1;2;3;3.0
2379.0;48.546157;135.054067;Лето;832.0;0;0;0;Самбери;10.3;1;1;1;Семейная аптека;687.9;0;0;0;0;0;0;2.0
2380.0;48.481167;135.067461;Дом быта;13.1;1;1;3;Пеликан;24.1;2;5;12;Не удалось узнать название;209.9;0;3;8;1;1;16;20.0
2381.0;48.483783;135.09468;Макси Молл;68.1;1;3;4;Самбери;36.8;2;5;7;Юнилаб;111.3;0;3;3;0;1;1;1.0
2382.0;51.383636;128.132099;ТЦ Триумф;112.1;0;1;1;Самобранка;12.7;1;1;1;Терапевты;268.9;0;1;2;0;2;2;2.0
2383.0;51.375822;128.135405;Пассаж;506.7;0;0;0;Винлаб;185.8;0;2;4;Семейная аптека;121.9;0;3;6;3;4;6;8.0
2384.0;48.506734;135.06659;Квадрат;286.0;0;1;1;Самбери;175.6;0;3;3;Клевер (центр клинической неврологии);113.4;0;5;7;0;1;2;2.0
2385.0;48.505486;135.085625;Горизонт;11.6;1;1;1;Самбери;20.1;1;2;4;Юнилаб;57.5;1;1;1;0;0;0;1.0
2386.0;48.48804;135.084161;Магазины радости;241.7;0;2;2;НК-Сити;24.6;1;5;6;Юнилаб;214.2;0;1;3;0;0;1;5.0
2387.0;43.116674;131.888377;Торговый пассаж;82.6;1;5;10;Пятёрочка;296.7;0;1;7;Аптека25.рф;154.7;0;7;10;8;28;54;60.0
2388.0;42.974987;132.408852;Фреш 25;6.4;2;3;3;Фреш 25;12.2;3;4;6;Юнилаб;115.3;0;1;1;7;9;9;9.0
2389.0;43.800448;131.954484;"ТЦ ""ВЛ Холл""";248.8;0;1;1;Дилан;295.6;0;2;5;Не удалось узнать название;264.2;0;2;10;3;10;22;25.0
2390.0;43.116529;131.882898;Золотой рог;33.6;3;7;11;Дилан;20.6;2;7;12;Не удалось узнать название;253.0;0;2;11;3;15;49;66.0
2391.0;43.396486;132.165463;Нет объектов;;0;0;0;Нет объектов;;0;0;0;Не удалось узнать название;49.6;1;1;1;7;7;7;7.0
2392.0;42.649662;130.805952;Нет объектов;;0;0;0;Нет объектов;;0;0;0;Нет объектов;;0;0;0;0;0;0;0.0
2393.0;53.183981;158.387789;"ТЦ ""Меридиан""";68.5;1;2;4;ШАМСА;6.4;1;3;3;Детская поликлиника;152.3;0;3;13;1;1;2;5.0
2394.0;53.055689;158.662646;Пирамида;66.9;1;1;1;ТЦ Шамса (Пирамида);76.9;1;3;3;Здоровье;59.7;1;1;1;5;5;6;6.0
2395.0;43.094051;131.902813;Первомай;8.9;2;4;4;Михайловский;15.8;1;3;4;Юнилаб;239.2;0;1;3;3;6;10;12.0
2396.0;43.167648;131.911347;Европейский пассаж;57.1;1;7;11;Пятёрочка;49.4;2;2;8;Анталь;228.5;0;2;5;2;5;9;10.0
2397.0;43.112943;131.96141;Домовой;251.1;0;1;1;Самбери;116.2;0;1;1;Не удалось узнать название;333.6;0;0;3;1;2;3;3.0
2398.0;43.16851;131.925855;Бум;28.9;1;1;1;Dobeerman;54.4;3;5;7;ovita;99.0;1;7;10;3;10;16;17.0
2399.0;43.37883;132.244443;Сангурай;14.6;1;1;1;Реми;32.9;1;1;1;Не удалось узнать название;14.4;0;0;0;1;1;5;5.0
2400.0;43.163664;131.918615;Аксо;290.3;0;1;1;Реми;154.5;0;1;2;Асклепий;131.6;0;2;4;0;0;0;16.0
2401.0;43.129381;131.918884;Рондо;7.4;1;1;1;Реми;112.0;0;5;6;Не удалось узнать название;238.3;0;1;5;0;2;3;12.0
2402.0;43.796446;131.950325;"ТЦ ""ВЛ Холл""";436.6;0;0;2;Винлаб;148.7;0;6;8;Аптека25.рф;126.5;0;3;7;0;5;15;24.0
2403.0;43.793492;131.954278;"Торговый центр ""Москва""";11.1;1;1;5;Дровосек;239.5;0;1;7;3-я аптека;148.3;0;6;9;1;2;12;20.0
2404.0;53.058975;158.634161;ТЦ Квартал;56.3;1;2;4;Гамбринус;92.9;1;5;8;Городской родильный дом №1;109.0;0;11;18;8;17;24;29.0
2405.0;42.834986;132.88637;Не удалось узнать название;1.7;1;7;8;Фреш 25;22.6;1;1;4;Не удалось узнать название;205.7;0;1;6;0;0;4;8.0
2406.0;43.16246;131.952382;Нет объектов;;0;0;0;Фреш 25;20.5;1;1;2;Аптека25.рф;45.1;1;1;4;2;2;2;2.0
2407.0;42.809051;132.871637;"ТЦ ""Тихоокеанский""";502.6;0;0;0;Винлаб;142.9;0;1;3;Не удалось узнать название;132.0;0;2;3;2;6;6;9.0
2408.0;43.146097;131.909119;ZENITH;555.5;0;0;0;Винлаб;178.1;0;2;3;Госаптека;214.1;0;4;10;1;1;3;9.0
2409.0;43.792607;131.961329;Новый ГУМ;3.9;1;5;7;Винлаб;47.9;1;2;2;Аптека25.рф;131.3;0;3;6;3;5;6;10.0
2410.0;53.071907;158.587341;Шамса;15.5;1;3;5;Шамса;30.2;1;1;3;Не удалось узнать название;345.8;0;0;3;3;4;4;5.0
2411.0;43.119366;131.955724;Квартал;287.7;0;2;5;Самбери;2.6;1;3;10;Планета здоровья;22.3;1;2;6;0;0;6;5.0
2412.0;42.713429;130.778572;Нет объектов;;0;0;0;Не удалось узнать название;6.4;1;2;2;Не удалось узнать название;77.3;1;1;1;1;2;2;2.0
2413.0;43.801222;131.936464;"""Близкий""";273.6;0;1;1;Пятёрочка;6.7;1;5;5;Не удалось узнать название;203.2;0;1;2;1;1;1;4.0
2414.0;43.11597;131.886078;ТК Центральный;19.1;1;8;11;Дилан;283.0;0;1;11;Аптека25.рф;92.9;1;5;12;3;25;56;63.0
2415.0;43.12967;131.938934;ТЦ Бачурин;3.2;1;2;4;Крытый рынок;69.8;2;2;5;Юнилаб;10.0;1;6;12;0;1;6;6.0
2416.0;43.119096;131.932619;Шилка;3.7;1;1;1;Самбери;3.4;1;1;2;Планета здоровья;27.4;1;1;3;1;1;1;2.0
2417.0;43.804326;131.949301;"ТЦ ""ВЛ Холл""";478.5;0;0;1;Пять вкусов;5.4;1;3;5;Детская поликлиника;76.9;1;7;13;1;5;10;20.0
2418.0;43.100365;131.903451;Черёмушки;15.2;1;1;1;Самбери;14.7;1;2;2;Краевой клинический центр;66.2;1;2;3;5;10;10;12.0
2419.0;43.089298;131.86079;Ярмарка на Крыгина;23.0;2;2;2;Винлаб;455.7;0;0;1;Не удалось узнать название;45.4;1;2;6;5;5;5;4.0
2420.0;43.127124;131.949373;ТЦ Зелёный угол;55.4;1;1;1;Реми;74.0;1;2;4;Аптека25.рф;60.3;1;1;2;0;0;0;1.0
2421.0;43.110843;132.354037;Не удалось узнать название;54.1;3;4;6;Айсберг;4.7;2;5;9;«Аптечный двор»;167.3;0;3;8;4;6;12;12.0
2422.0;53.01959;158.647779;Нет объектов;;0;0;0;Центр Продаж Herbalife;231.9;0;1;1;Центр мед. профилактики;119.4;0;3;4;1;5;9;11.0
2423.0;43.113937;131.889842;ТЦ Малый ГУМ;154.3;0;2;6;Пятёрочка;140.5;0;1;2;Не удалось узнать название;153.8;0;3;6;0;13;29;45.0
2424.0;43.114739;131.885422;ТЦ Манеж;4.7;1;6;11;Дилан;306.2;0;0;7;Аптека25.рф;169.6;0;2;8;1;13;46;68.0
2425.0;43.813089;131.953757;Нет объектов;;0;0;0;Самбери;57.3;1;2;4;Не удалось узнать название;478.4;0;0;1;0;0;0;2.0
2426.0;43.16246;131.952382;Нет объектов;;0;0;0;Фреш 25;20.5;1;1;2;Аптека25.рф;45.1;1;1;4;2;2;2;2.0
2427.0;43.835813;131.940614;Нет объектов;;0;0;0;Винлаб;188.1;0;1;1;Нет объектов;;0;0;0;0;0;0;1.0
2428.0;52.918598;158.514047;Нет объектов;;0;0;0;Змей Горыныч;58.8;1;2;2;Радуга;57.8;1;2;3;4;5;5;6.0
2429.0;43.34598;132.070762;Нет объектов;;0;0;0;Сириус;3.7;1;1;1;Нет объектов;;0;0;0;1;1;1;1.0
2430.0;43.129473;131.893201;Галерея;156.8;0;2;2;Фреш 25;15.5;1;3;7;Моя Аптека;127.0;0;4;7;3;6;7;15.0
2431.0;43.113937;131.889842;ТЦ Малый ГУМ;154.3;0;2;6;Пятёрочка;140.5;0;1;2;Не удалось узнать название;153.8;0;3;6;0;13;29;45.0
2432.0;43.115457;132.340176;Нет объектов;;0;0;0;Не удалось узнать название;710.2;0;0;0;Не удалось узнать название;416.7;0;0;1;0;0;0;7.0
2433.0;43.132657;131.905418;ТЦ Восток;610.4;0;0;0;Реми;11.2;1;1;7;ТвояАптека.рф;19.0;1;4;11;2;6;15;27.0
2434.0;43.127492;131.906272;Голубиная падь;400.5;0;0;2;Реми;31.0;2;3;5;Аптека25.рф;32.9;2;4;8;4;8;16;24.0
2435.0;43.157594;131.92599;Восток-City;1.9;3;5;5;Винлаб;61.5;1;4;6;Семейная аптека;61.3;2;3;5;2;6;7;6.0
2436.0;43.112857;131.928873;ТЦ Лидер;482.0;0;0;1;Самбери;2.5;3;4;5;Не удалось узнать название;139.7;0;4;7;2;4;6;13.0
2437.0;43.123617;131.923367;ТЦ Станислав;54.5;1;3;3;Винлаб;90.9;1;3;4;Abc;144.9;0;3;5;2;5;5;10.0
2438.0;43.097606;131.954044;ТЦ Универсал;603.9;0;0;0;Фреш 25;9.0;2;2;3;Не удалось узнать название;16.5;1;3;5;1;1;11;11.0
2440.0;44.339813;132.587949;Нет объектов;;0;0;0;Винлаб;927.7;0;0;0;Не удалось узнать название;516.5;0;0;0;0;0;0;1.0
2441.0;43.108013;132.358259;Радиус;4.7;1;1;3;Близкий;11.2;1;1;4;аптека миницен;11.3;2;3;3;0;0;5;6.0
2442.0;46.962857;142.736918;Кредо;505.7;0;0;0;Бирлайн1;240.2;0;3;5;Семейная аптека;91.3;1;5;9;1;4;7;19.0
2443.0;46.950728;142.745344;Лотте;662.9;0;0;0;Вечная пятница;200.9;0;2;3;Твоя Аптека;197.9;0;1;1;2;3;4;7.0
2444.0;47.062965;142.051063;Океан;326.2;0;0;1;Винлаб;297.3;0;1;3;Поликлиника № 2;327.4;0;0;3;0;0;0;2.0
2445.0;53.591807;142.948336;Океан;121.3;0;3;5;Виноград;427.2;0;0;2;Не удалось узнать название;161.3;0;2;6;0;0;3;4.0
2446.0;51.811735;143.151679;Нет объектов;;0;0;0;Не удалось узнать название;12.3;1;1;3;Поликлиника;901.5;0;0;0;0;2;3;3.0
2447.0;46.961393;142.740727;Дом Торговли;553.5;0;0;0;Пятница;305.1;0;0;4;Областной врачебно-физкультурный диспансер;38.9;1;3;7;0;3;6;16.0
2448.0;46.9395;142.752746;ТЦ Ковбой;50.5;1;2;5;Погребок;95.2;1;2;5;У Аиста;92.3;1;2;5;0;2;3;7.0
2449.0;46.934086;142.746269;Торговый центр Plaza;72.2;1;2;4;Винлаб;77.1;1;6;11;Юнилаб;361.0;0;0;3;2;6;10;12.0
2450.0;46.984224;142.720191;Нет объектов;;0;0;0;Странник;227.1;0;1;2;Не удалось узнать название;204.2;0;1;2;0;0;1;1.0
2451.0;48.979799;142.919204;Нет объектов;;0;0;0;Нет объектов;;0;0;0;Нет объектов;;0;0;0;0;1;1;1.0
2452.0;46.912434;142.756762;Холмы;499.0;0;0;1;Столичный;504.9;0;0;0;Нет объектов;;0;0;0;0;0;0;0.0
2454.0;46.951503;142.735642;Не удалось узнать название;143.1;0;1;1;Славянский;136.7;0;3;6;Не удалось узнать название;77.0;1;3;6;0;1;2;8.0
2455.0;46.956565;142.739514;Дом Торговли;8.8;2;2;3;Винлаб;0.0;1;5;6;Центр медицинской профилактики;142.5;0;1;1;1;2;10;13.0
2456.0;46.950728;142.745344;Лотте;662.9;0;0;0;Вечная пятница;200.9;0;2;3;Твоя Аптека;197.9;0;1;1;2;3;4;7.0
2457.0;46.967475;142.752521;Нет объектов;;0;0;0;Погребок;535.0;0;0;0;Азбука здоровья;830.9;0;0;0;0;0;0;2.0
2458.0;46.940583;142.732282;Рояль;374.6;0;0;2;Странник;39.6;1;3;7;Семейная аптека;224.5;0;1;4;0;0;1;3.0
2459.0;55.638308;51.796626;Эссен;4.8;1;1;1;Порт маркет;146.0;0;1;7;Казанские аптеки;97.8;1;2;6;2;3;7;13.0
2460.0;54.905767;52.313202;"""МегаЦентр""";339.5;0;0;2;Пятёрочка;53.8;1;3;9;Фармленд;205.4;0;3;11;0;5;14;25.0
2461.0;55.777089;52.009535;Мираж;632.3;0;0;0;Эссен;4.4;1;3;6;АптекиПлюс;199.6;0;3;3;2;2;3;4.0
2462.0;55.620398;51.790346;Сити Молл;15.1;1;1;2;Перекрёсток;55.5;1;4;8;Фармленд;109.7;0;1;4;2;2;6;9.0
2463.0;54.594099;52.448201;Не удалось узнать название;415.8;0;0;1;Пятёрочка;11.7;2;4;6;Не удалось узнать название;20.8;1;3;6;1;2;2;8.0
2464.0;55.784582;49.112684;Восточный;181.5;0;1;2;Пятёрочка;273.7;0;2;7;Апрель;287.9;0;3;12;1;2;18;44.0
2465.0;55.656433;51.822659;БАРС-4;75.1;1;1;3;Пятёрочка;336.7;0;0;2;Фармаимпекс;136.0;0;6;9;1;5;9;20.0
2466.0;50.848534;39.042372;Нет объектов;;0;0;0;Магнит;375.5;0;0;1;Домашний доктор;224.4;0;1;1;0;0;0;2.0
2467.0;52.626114;39.642986;Липецк;3.9;1;2;2;Липка гипер;29.9;1;2;2;Нет объектов;;0;0;0;0;0;0;0.0
