atm_id,education_nearest_dist_m,education_farthest_dist_m,education_total_count,count_education_50m,count_education_100m,count_education_300m,subway_nearest_dist_m,subway_farthest_dist_m,subway_total_count,count_subway_50m,count_subway_100m,count_subway_300m,post_office_nearest_dist_m,post_office_farthest_dist_m,post_office_total_count,count_post_office_50m,count_post_office_100m,count_post_office_300m,bank_nearest_dist_m,bank_farthest_dist_m,bank_total_count,count_bank_50m,count_bank_100m,count_bank_300m,competitor_count_total,objects_total_300m
1492.0,199.9,199.9,1,0,0,1,0.0,0.0,0,0,0,0,165.3,165.3,1,0,0,1,0.0,0.0,0,0,0,0,0,2
1493.0,21.2,287.3,4,1,1,4,230.7,295.0,2,0,0,2,281.9,281.9,1,0,0,1,0.0,0.0,0,0,0,0,0,7
1494.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,222.1,222.1,1,0,0,1,0.0,0.0,0,0,0,0,0,1
1496.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,264.9,274.3,2,0,0,2,0.0,0.0,0,0,0,0,0,2
1498.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,117.4,154.4,3,0,0,3,0.0,0.0,0,0,0,0,0,3
1499.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,264.9,274.3,2,0,0,2,0.0,0.0,0,0,0,0,0,2
1500.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,173.6,173.6,1,0,0,1,0.0,0.0,0,0,0,0,0,1
1501.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,264.9,274.3,2,0,0,2,0.0,0.0,0,0,0,0,0,2
1502.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,294.6,294.6,1,0,0,1,0.0,0.0,0,0,0,0,0,1
1503.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,107.7,107.7,1,0,0,1,0.0,0.0,0,0,0,0,0,1
1504.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
1505.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,190.8,190.8,1,0,0,1,0.0,0.0,0,0,0,0,0,1
1506.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,255.3,255.7,2,0,0,2,0.0,0.0,0,0,0,0,0,2
1507.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,255.3,255.7,2,0,0,2,0.0,0.0,0,0,0,0,0,2
1508.0,189.7,292.1,2,0,0,2,0.0,0.0,0,0,0,0,282.9,282.9,1,0,0,1,0.0,0.0,0,0,0,0,0,3
1509.0,208.8,297.1,6,0,0,6,193.9,286.0,5,0,0,5,144.5,144.5,1,0,0,1,0.0,0.0,0,0,0,0,0,13
1511.0,154.0,279.6,4,0,0,4,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,4
1512.0,190.4,190.4,1,0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,1
1513.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,271.4,271.4,1,0,0,1,0.0,0.0,0,0,0,0,0,1
1515.0,278.6,278.9,2,0,0,2,0.0,0.0,0,0,0,0,283.4,283.4,1,0,0,1,0.0,0.0,0,0,0,0,0,3
1516.0,234.1,234.5,2,0,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,2
1517.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,268.2,276.2,2,0,0,2,0.0,0.0,0,0,0,0,0,5
1519.0,227.5,270.5,2,0,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,2
1520.0,65.8,182.9,2,0,1,2,0.0,0.0,0,0,0,0,210.3,210.3,1,0,0,1,0.0,0.0,0,0,0,0,0,3
1522.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
1523.0,287.7,287.7,1,0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,1
1524.0,279.3,279.3,1,0,0,1,0.0,0.0,0,0,0,0,250.5,250.5,1,0,0,1,0.0,0.0,0,0,0,0,0,2
1525.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
1526.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,30.8,30.8,1,1,1,1,0.0,0.0,0,0,0,0,0,1
1529.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
1530.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
1531.0,206.2,206.2,1,0,0,1,0.0,0.0,0,0,0,0,198.5,198.5,1,0,0,1,0.0,0.0,0,0,0,0,0,2
1534.0,186.8,260.7,3,0,0,3,0.0,0.0,0,0,0,0,191.6,191.6,1,0,0,1,0.0,0.0,0,0,0,0,0,4
1535.0,181.1,202.9,2,0,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,2
1536.0,78.4,294.1,7,0,1,7,0.0,0.0,0,0,0,0,180.3,204.1,5,0,0,5,0.0,0.0,0,0,0,0,0,12
1538.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,261.9,292.1,2,0,0,2,0.0,0.0,0,0,0,0,0,2
1539.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,182.0,260.9,12,0,0,12,0.0,0.0,0,0,0,0,0,12
1540.0,150.6,209.3,2,0,0,2,245.8,286.3,2,0,0,2,265.3,265.3,1,0,0,1,0.0,0.0,0,0,0,0,0,6
1542.0,160.2,190.3,2,0,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,2
1543.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,261.9,292.1,2,0,0,2,0.0,0.0,0,0,0,0,0,2
1544.0,78.4,294.1,7,0,1,7,0.0,0.0,0,0,0,0,180.3,204.1,5,0,0,5,0.0,0.0,0,0,0,0,0,12
1545.0,154.2,282.3,2,0,0,2,0.0,0.0,0,0,0,0,228.8,228.8,1,0,0,1,0.0,0.0,0,0,0,0,0,3
1546.0,252.4,257.1,2,0,0,2,0.0,0.0,0,0,0,0,113.5,223.5,2,0,0,2,0.0,0.0,0,0,0,0,0,4
1547.0,234.1,272.5,2,0,0,2,0.0,0.0,0,0,0,0,110.0,110.0,1,0,0,1,0.0,0.0,0,0,0,0,0,3
1549.0,19.7,194.3,5,1,1,5,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,5
1550.0,74.6,264.6,3,0,1,3,224.5,233.7,2,0,0,2,151.4,151.4,1,0,0,1,0.0,0.0,0,0,0,0,0,6
1551.0,0.0,0.0,0,0,0,0,264.8,264.8,1,0,0,1,122.4,203.6,2,0,0,2,0.0,0.0,0,0,0,0,0,3
1552.0,219.6,249.8,3,0,0,3,0.0,0.0,0,0,0,0,167.9,218.0,2,0,0,2,0.0,0.0,0,0,0,0,0,5
1553.0,96.9,278.5,7,0,2,7,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,7
1554.0,0.0,0.0,0,0,0,0,264.8,264.8,1,0,0,1,122.4,203.6,2,0,0,2,0.0,0.0,0,0,0,0,0,3
1556.0,165.8,289.7,8,0,0,8,111.9,111.9,1,0,0,1,71.2,71.2,1,0,1,1,0.0,0.0,0,0,0,0,0,10
1557.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,1
1558.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
1559.0,105.7,300.0,4,0,0,4,0.0,0.0,0,0,0,0,250.0,266.3,2,0,0,2,0.0,0.0,0,0,0,0,0,6
1560.0,296.6,296.6,1,0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,1
1561.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,202.9,202.9,1,0,0,1,0.0,0.0,0,0,0,0,0,1
1563.0,258.5,258.5,1,0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,1
1564.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,246.9,246.9,1,0,0,1,0.0,0.0,0,0,0,0,0,1
1565.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,278.0,278.0,1,0,0,1,0.0,0.0,0,0,0,0,0,1
1566.0,231.2,292.8,3,0,0,3,0.0,0.0,0,0,0,0,133.5,259.9,7,0,0,7,0.0,0.0,0,0,0,0,0,11
1567.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,199.6,199.7,2,0,0,2,0.0,0.0,0,0,0,0,0,2
1568.0,217.7,299.3,2,0,0,2,0.0,0.0,0,0,0,0,24.3,268.8,2,1,1,2,0.0,0.0,0,0,0,0,0,4
1570.0,221.1,296.0,2,0,0,2,0.0,0.0,0,0,0,0,92.9,208.6,2,0,1,2,0.0,0.0,0,0,0,0,0,4
1571.0,154.0,279.6,4,0,0,4,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,4
1572.0,113.9,284.7,4,0,0,4,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,4
1573.0,125.6,125.6,1,0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,1
1574.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
1575.0,201.8,283.7,2,0,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,2
1576.0,207.4,263.9,3,0,0,3,0.0,0.0,0,0,0,0,211.2,211.2,1,0,0,1,0.0,0.0,0,0,0,0,0,4
1578.0,177.9,177.9,1,0,0,1,207.8,207.8,1,0,0,1,199.4,199.4,1,0,0,1,0.0,0.0,0,0,0,0,0,3
1579.0,207.4,263.9,3,0,0,3,0.0,0.0,0,0,0,0,211.2,211.2,1,0,0,1,0.0,0.0,0,0,0,0,0,4
1580.0,169.4,169.4,1,0,0,1,0.0,0.0,0,0,0,0,136.1,137.9,2,0,0,2,0.0,0.0,0,0,0,0,0,3
1582.0,213.5,237.2,3,0,0,3,189.3,189.3,1,0,0,1,68.6,282.8,3,0,2,3,0.0,0.0,0,0,0,0,0,7
1583.0,129.4,273.8,3,0,0,3,0.0,0.0,0,0,0,0,180.1,200.1,2,0,0,2,0.0,0.0,0,0,0,0,0,5
1584.0,213.5,237.2,3,0,0,3,189.3,189.3,1,0,0,1,68.6,282.8,3,0,2,3,0.0,0.0,0,0,0,0,0,7
1585.0,140.6,140.6,1,0,0,1,0.0,0.0,0,0,0,0,183.6,183.6,1,0,0,1,0.0,0.0,0,0,0,0,0,2
1586.0,125.0,280.2,8,0,0,8,0.0,0.0,0,0,0,0,196.1,216.6,2,0,0,2,0.0,0.0,0,0,0,0,0,10
1587.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
1588.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
1589.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
1592.0,288.2,288.2,1,0,0,1,0.0,0.0,0,0,0,0,147.5,147.5,1,0,0,1,0.0,0.0,0,0,0,0,0,2
1593.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
1594.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
1595.0,74.7,74.7,1,0,1,1,37.3,231.9,3,1,1,3,108.5,181.3,3,0,0,3,0.0,0.0,0,0,0,0,0,7
1596.0,0.0,0.0,0,0,0,0,38.1,200.0,2,1,1,2,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,2
1597.0,73.2,290.2,8,0,1,8,30.8,282.2,4,2,2,4,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,13
1598.0,0.0,0.0,0,0,0,0,41.5,214.0,5,1,2,5,63.2,63.2,1,0,1,1,0.0,0.0,0,0,0,0,0,6
1599.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
1600.0,208.8,297.1,6,0,0,6,193.9,286.0,5,0,0,5,144.5,144.5,1,0,0,1,0.0,0.0,0,0,0,0,0,13
1601.0,73.4,129.9,2,0,1,2,32.9,187.2,4,1,2,4,89.4,89.4,1,0,1,1,0.0,0.0,0,0,0,0,0,7
1602.0,74.1,267.3,7,0,1,7,15.8,272.5,4,1,1,4,272.2,272.2,1,0,0,1,0.0,0.0,0,0,0,0,0,13
1603.0,253.9,253.9,1,0,0,1,76.1,235.9,4,0,3,4,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,5
1604.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
1605.0,208.8,297.1,6,0,0,6,193.9,286.0,5,0,0,5,144.5,144.5,1,0,0,1,0.0,0.0,0,0,0,0,0,13
1606.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
1607.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
1608.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
1609.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
1610.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
1611.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
1612.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
1613.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
1615.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
1616.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
1617.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
1618.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
1620.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
1621.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
1622.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
1623.0,69.1,239.1,8,0,1,8,25.7,209.3,4,1,1,4,273.2,273.2,1,0,0,1,0.0,0.0,0,0,0,0,0,13
1624.0,57.1,275.0,7,0,1,7,15.3,277.5,6,1,2,6,145.7,145.7,1,0,0,1,0.0,0.0,0,0,0,0,0,15
1626.0,199.1,276.2,4,0,0,4,68.9,296.9,5,0,2,5,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,9
1627.0,199.1,276.2,4,0,0,4,68.9,296.9,5,0,2,5,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,9
1628.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
1629.0,228.5,228.5,1,0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,2
1630.0,228.5,228.5,1,0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,2
1631.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
1632.0,218.4,218.4,1,0,0,1,12.5,189.7,6,2,3,6,260.5,266.9,2,0,0,2,0.0,0.0,0,0,0,0,0,9
1633.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
1634.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
1635.0,194.7,227.0,2,0,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,2
1636.0,220.9,299.1,3,0,0,3,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,3
1637.0,108.2,210.8,4,0,0,4,16.5,181.4,4,2,3,4,247.5,247.5,1,0,0,1,0.0,0.0,0,0,0,0,0,9
1638.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
1639.0,49.7,290.0,7,1,2,7,112.2,299.6,4,0,0,4,105.0,145.5,4,0,0,4,0.0,0.0,0,0,0,0,0,15
1640.0,95.5,260.7,9,0,1,9,13.6,182.5,6,2,4,6,191.7,191.7,1,0,0,1,0.0,0.0,0,0,0,0,0,16
1641.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
1642.0,95.5,260.7,9,0,1,9,13.6,182.5,6,2,4,6,191.7,191.7,1,0,0,1,0.0,0.0,0,0,0,0,0,16
1643.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
1644.0,221.7,221.7,1,0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,1
1645.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
1646.0,203.0,275.6,3,0,0,3,18.5,223.3,5,2,3,5,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,8
1647.0,194.5,267.7,2,0,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,2
1648.0,95.5,260.7,9,0,1,9,13.6,182.5,6,2,4,6,191.7,191.7,1,0,0,1,0.0,0.0,0,0,0,0,0,16
1649.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
1650.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
1651.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
1653.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,52.4,52.4,1,0,1,1,0.0,0.0,0,0,0,0,0,1
1654.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,5.1,5.1,1,1,1,1,0.0,0.0,0,0,0,0,0,1
1655.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
1656.0,208.8,297.1,6,0,0,6,193.9,286.0,5,0,0,5,144.5,144.5,1,0,0,1,0.0,0.0,0,0,0,0,0,13
1657.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,230.7,230.7,1,0,0,1,0.0,0.0,0,0,0,0,0,1
1658.0,208.8,297.1,6,0,0,6,193.9,286.0,5,0,0,5,144.5,144.5,1,0,0,1,0.0,0.0,0,0,0,0,0,13
1659.0,208.8,297.1,6,0,0,6,193.9,286.0,5,0,0,5,144.5,144.5,1,0,0,1,0.0,0.0,0,0,0,0,0,13
1662.0,176.1,276.4,3,0,0,3,278.0,278.0,1,0,0,1,153.0,153.0,1,0,0,1,0.0,0.0,0,0,0,0,0,6
1663.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
1664.0,0.0,0.0,0,0,0,0,99.8,99.8,1,0,1,1,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,1
1665.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,14.4,14.4,1,1,1,1,0.0,0.0,0,0,0,0,0,2
1667.0,78.4,294.1,7,0,1,7,0.0,0.0,0,0,0,0,180.3,204.1,5,0,0,5,0.0,0.0,0,0,0,0,0,12
1669.0,201.8,203.9,2,0,0,2,0.0,0.0,0,0,0,0,87.1,87.1,1,0,1,1,0.0,0.0,0,0,0,0,0,3
1670.0,271.3,271.3,1,0,0,1,120.2,120.2,1,0,0,1,110.1,208.4,2,0,0,2,0.0,0.0,0,0,0,0,0,4
1671.0,208.8,297.1,6,0,0,6,193.9,286.0,5,0,0,5,144.5,144.5,1,0,0,1,0.0,0.0,0,0,0,0,0,13
1672.0,78.4,294.1,7,0,1,7,0.0,0.0,0,0,0,0,180.3,204.1,5,0,0,5,0.0,0.0,0,0,0,0,0,12
1673.0,84.6,294.4,4,0,1,4,0.0,0.0,0,0,0,0,63.7,176.8,3,0,2,3,0.0,0.0,0,0,0,0,0,7
1674.0,0.0,0.0,0,0,0,0,297.0,297.0,1,0,0,1,98.3,139.4,2,0,1,2,0.0,0.0,0,0,0,0,0,3
1676.0,235.5,235.5,1,0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,1
1677.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
1678.0,147.1,261.4,7,0,0,7,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,7
1679.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
1680.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
1681.0,29.6,29.6,1,1,1,1,0.0,0.0,0,0,0,0,120.2,229.7,2,0,0,2,0.0,0.0,0,0,0,0,0,3
1683.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
1684.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
1685.0,31.9,283.5,5,1,2,5,174.0,253.7,3,0,0,3,148.5,243.7,4,0,0,4,0.0,0.0,0,0,0,0,0,12
1686.0,31.9,283.5,5,1,2,5,174.0,253.7,3,0,0,3,148.5,243.7,4,0,0,4,0.0,0.0,0,0,0,0,0,12
1687.0,208.8,297.1,6,0,0,6,193.9,286.0,5,0,0,5,144.5,144.5,1,0,0,1,0.0,0.0,0,0,0,0,0,13
1689.0,128.6,272.0,5,0,0,5,28.4,270.4,4,1,2,4,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,10
1690.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
1691.0,0.0,0.0,0,0,0,0,36.6,36.6,1,1,1,1,245.7,245.7,1,0,0,1,0.0,0.0,0,0,0,0,0,2
1692.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,145.7,191.7,2,0,0,2,0.0,0.0,0,0,0,0,0,2
1693.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,145.7,191.7,2,0,0,2,0.0,0.0,0,0,0,0,0,2
1694.0,60.3,133.1,2,0,1,2,285.1,285.1,1,0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,3
1695.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
1696.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
1697.0,59.8,263.9,2,0,1,2,0.0,0.0,0,0,0,0,185.1,185.1,1,0,0,1,0.0,0.0,0,0,0,0,0,3
1698.0,59.8,263.9,2,0,1,2,0.0,0.0,0,0,0,0,185.1,185.1,1,0,0,1,0.0,0.0,0,0,0,0,0,3
1699.0,0.0,0.0,0,0,0,0,276.5,276.5,1,0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,1
1700.0,156.1,289.3,2,0,0,2,0.0,0.0,0,0,0,0,91.0,261.1,2,0,1,2,0.0,0.0,0,0,0,0,0,4
1701.0,156.1,289.3,2,0,0,2,0.0,0.0,0,0,0,0,91.0,261.1,2,0,1,2,0.0,0.0,0,0,0,0,0,4
1702.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
1703.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
1704.0,216.9,273.4,3,0,0,3,0.0,0.0,0,0,0,0,116.2,198.6,4,0,0,4,0.0,0.0,0,0,0,0,0,7
1705.0,216.9,273.4,3,0,0,3,0.0,0.0,0,0,0,0,116.2,198.6,4,0,0,4,0.0,0.0,0,0,0,0,0,7
1706.0,216.9,273.4,3,0,0,3,0.0,0.0,0,0,0,0,116.2,198.6,4,0,0,4,0.0,0.0,0,0,0,0,0,7
1707.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
1708.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
1709.0,170.7,252.3,2,0,0,2,46.9,52.1,2,1,2,2,240.3,240.3,1,0,0,1,0.0,0.0,0,0,0,0,0,5
1710.0,170.7,252.3,2,0,0,2,46.9,52.1,2,1,2,2,240.3,240.3,1,0,0,1,0.0,0.0,0,0,0,0,0,5
