id,atm_group,bank_name,Is_24_7,Contactless_technologies,QR-codes,USD,EUR,Cash_In,Cash_Out,Non-cash_pay,Account_statement,Acсess_for_disabled,Transfer_p2p,Transfer_a2a,Loan_pay
1061.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,False,True,True,True
1066.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,True,True,True,True
1072.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1074.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,True,True,True,True
1076.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
1083.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,False,True,True,True
1094.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,True,True,True,True,True
1098.0,1942.0,Альфа-Банк,False,False,False,False,False,True,True,False,True,True,True,True,True
1101.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,True,True,True,True
1103.0,1942.0,Альфа-Банк,False,True,False,False,True,False,True,False,False,True,True,True,True
1105.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,False,True
1107.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,True,True,True,True
1113.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,True,True,True,True
1116.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1117.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1118.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,True,True,True,True,True
1121.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,True,True,True,True
1132.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,True,True,True,True
1139.0,1942.0,Альфа-Банк,True,True,False,True,True,True,True,True,False,False,True,True,True
1142.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,True,True,True,True
1144.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,True,True,True,True
1146.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1150.0,1942.0,Альфа-Банк,False,True,False,False,False,True,True,False,False,True,True,True,True
1160.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
1161.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,True,True,True,True
1171.0,1942.0,Альфа-Банк,False,False,False,False,False,True,True,False,True,True,True,True,True
1175.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,True,True,True,True
1176.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1183.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1190.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1191.0,1942.0,Альфа-Банк,True,True,False,True,True,True,True,True,True,False,True,True,True
1194.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,True,True,True,True
1195.0,1942.0,Альфа-Банк,True,True,False,True,True,True,True,True,False,True,True,True,True
1199.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,True,False,True,True,True
1207.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,False,True,True,True
1212.0,1942.0,Альфа-Банк,True,False,False,False,False,False,False,False,False,False,False,False,False
1213.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,True,False,True,True,True
1217.0,1942.0,Альфа-Банк,True,True,False,True,True,True,True,True,False,True,True,True,True
1219.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
1226.0,1942.0,Альфа-Банк,True,False,False,False,False,False,False,False,False,False,False,False,False
1227.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,True,True,True,True
1231.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
1236.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,True,True,True,True
1240.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1241.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1244.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1245.0,1942.0,Альфа-Банк,False,False,False,False,False,True,True,False,False,False,True,True,False
1246.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,True,True,True,True
1250.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1251.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1252.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1256.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,True,True,True,True
1264.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,False,True,True,True
1265.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1266.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,True,True,True,True
1267.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1268.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1280.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1287.0,1942.0,Альфа-Банк,True,True,False,True,True,True,True,True,False,False,True,True,True
1294.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
1295.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,False,True,True,True
1298.0,1942.0,Альфа-Банк,True,True,False,True,True,True,True,True,False,False,True,True,True
1300.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
1302.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,True,False,True,True,True
1304.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,False,True,True,True
1317.0,1942.0,Альфа-Банк,True,True,False,True,True,True,True,True,False,False,True,True,True
1320.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
1321.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,False,True,True,True
1322.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,True,True,True,True
1328.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,True,True,True,True
1329.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,False,False,True,True,True,True
1337.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
1340.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1341.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
1353.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
1357.0,1942.0,Альфа-Банк,True,True,False,True,True,True,True,True,False,True,True,True,True
1358.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1362.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,True,True,True,True
1364.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1366.0,1942.0,Альфа-Банк,True,False,False,False,False,False,False,False,False,False,False,False,False
1371.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,True,True,True,True
1374.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,True,True,True,True
1382.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,True,True,True,True
1383.0,1942.0,Альфа-Банк,True,True,False,True,True,True,True,True,False,False,True,True,True
1386.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1396.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,True,True,True,True
1397.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,True,True,True,True
1400.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,True,True,True,True
1402.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,False,True,True,True
1403.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
1407.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1410.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,True,False,True,True,True
1415.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,False,True,True,True
1429.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,True,True,True,True
1435.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,True,True,True,True
1438.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1442.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,False,True,True,True
1444.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,True,True,True,True
1454.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
1458.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1464.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,True,True,True,True
1471.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
1472.0,1942.0,Альфа-Банк,True,True,False,True,True,True,True,True,False,False,True,True,True
1473.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,True,False,True,True,True,True
1474.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
1492.0,1942.0,Альфа-Банк,True,True,False,True,True,True,True,True,False,False,True,True,True
1494.0,1942.0,Альфа-Банк,False,True,False,False,True,False,True,False,False,False,True,True,True
1510.0,1942.0,Альфа-Банк,True,True,False,True,True,True,True,True,False,False,True,True,True
1514.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1515.0,1942.0,Альфа-Банк,True,True,False,True,True,True,True,True,False,False,True,True,True
1531.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,False,True,True,True
1539.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1541.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1547.0,1942.0,Альфа-Банк,True,True,False,True,True,True,True,True,True,False,True,True,True
1549.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
1552.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1556.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1558.0,1942.0,Альфа-Банк,True,True,False,True,True,True,True,True,True,False,True,True,True
1562.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
1565.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
1568.0,1942.0,Альфа-Банк,True,True,False,True,True,True,True,True,False,False,True,True,True
1569.0,1942.0,Альфа-Банк,True,True,False,True,True,True,True,True,False,False,True,True,True
1570.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,False,True,True,True
1588.0,1942.0,Альфа-Банк,False,True,False,False,True,False,True,False,False,True,True,True,True
1593.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,True,True,True,True
1596.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,True,True,True,True
1597.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,False,True,True,True
1598.0,1942.0,Альфа-Банк,False,True,False,False,True,False,True,False,False,True,True,True,True
1604.0,1942.0,Альфа-Банк,False,True,False,False,True,False,True,False,False,True,True,True,True
1612.0,1942.0,Альфа-Банк,True,True,False,True,True,True,True,True,False,False,True,True,True
1613.0,1942.0,Альфа-Банк,False,True,False,False,True,False,True,False,False,False,True,True,True
1615.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1616.0,1942.0,Альфа-Банк,False,True,False,False,True,False,True,False,False,False,True,True,True
1617.0,1942.0,Альфа-Банк,False,True,False,False,True,False,True,False,False,False,True,True,True
1618.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
1620.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,True,True,True,True
1621.0,1942.0,Альфа-Банк,False,True,False,False,True,False,True,False,False,False,True,True,True
1623.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
1624.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1625.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,True,True,True,True
1629.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,False,True,True,True
1630.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,False,True,True,True
1631.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,False,True,True,True
1633.0,1942.0,Альфа-Банк,False,True,False,False,True,False,True,False,False,False,True,True,True
1635.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,True,True,True,True
1636.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,True,True,True,True
1641.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,True,True,True,True
1646.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,False,True,True,True
1647.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1650.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,True,True,True,True
1662.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1669.0,1942.0,Альфа-Банк,True,False,False,False,False,True,False,False,False,False,True,False,True
1673.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
1674.0,1942.0,Альфа-Банк,True,False,False,False,False,True,False,False,False,False,True,False,True
1683.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1685.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
1686.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
1689.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,False,True,True,True
1692.0,1942.0,Альфа-Банк,True,False,False,False,True,True,False,False,False,False,False,False,True
1693.0,1942.0,Альфа-Банк,True,False,False,False,True,True,False,False,False,False,False,False,True
1709.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1710.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1716.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
1739.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1740.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
1741.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
1742.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
1748.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
1749.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
1751.0,1942.0,Альфа-Банк,True,True,False,True,True,True,True,True,False,False,True,True,True
1752.0,1942.0,Альфа-Банк,True,True,False,True,True,True,True,True,False,False,True,True,True
1754.0,1942.0,Альфа-Банк,True,True,False,True,True,True,True,True,False,False,True,True,True
1755.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,True,True,True,True
1756.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,True,True,True,True
1757.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,True,True,True,True
1759.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
1761.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1764.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
1771.0,1942.0,Альфа-Банк,True,True,False,True,True,True,True,True,False,False,True,True,True
1772.0,1942.0,Альфа-Банк,True,True,False,True,True,True,True,True,False,False,True,True,True
1773.0,1942.0,Альфа-Банк,True,True,False,True,True,True,True,True,False,False,True,True,True
1774.0,1942.0,Альфа-Банк,True,True,False,True,True,True,True,True,False,False,True,True,True
1776.0,1942.0,Альфа-Банк,True,True,False,True,True,True,True,True,False,True,True,True,True
1777.0,1942.0,Альфа-Банк,True,True,False,True,True,True,True,True,False,True,True,True,True
1778.0,1942.0,Альфа-Банк,True,True,False,True,True,True,True,True,False,True,True,True,True
1780.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1784.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1785.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1786.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1791.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,True,True,True,True
1793.0,1942.0,Альфа-Банк,True,True,False,True,True,True,True,True,False,False,True,True,True
1797.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1798.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1800.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
1810.0,1942.0,Альфа-Банк,True,True,False,True,True,True,True,True,False,True,True,True,True
1822.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
1825.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,True,True,True,True
1831.0,1942.0,Альфа-Банк,True,False,False,False,True,False,False,False,False,False,True,False,True
1835.0,1942.0,Альфа-Банк,True,True,False,True,True,True,True,True,False,False,True,True,True
1838.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,False,True,True,True
1839.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,True,True,True,True
1842.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
1843.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,True,True,True,True
1854.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1857.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1858.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,False,True,True,True
1859.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,True,True,True,True
1862.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1864.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,True,True,True,True
1865.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1867.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1871.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,True,True,True,True
1877.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1878.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
1883.0,1942.0,Альфа-Банк,False,True,False,False,True,False,True,False,False,False,True,True,True
1890.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1891.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1899.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
1901.0,1942.0,Альфа-Банк,False,True,False,False,True,False,True,True,False,False,True,True,True
1912.0,1022.0,АК Барс,False,False,False,False,False,False,False,False,False,False,False,False,False
1914.0,1022.0,АК Барс,True,True,True,False,False,True,True,True,False,False,False,False,False
1920.0,1022.0,АК Барс,True,False,False,False,False,False,False,False,False,False,False,False,False
1926.0,3185.5,Газпромбанк,False,True,False,False,False,True,True,True,False,False,False,False,False
1927.0,3185.5,Газпромбанк,False,True,False,False,False,True,True,True,False,True,False,False,False
1929.0,3185.5,Газпромбанк,False,True,False,False,False,True,True,True,False,True,False,False,False
1933.0,3185.5,Газпромбанк,False,False,False,False,False,True,False,False,False,True,False,False,False
1937.0,1022.0,АК Барс,False,False,False,False,False,False,False,False,False,False,False,False,False
1941.0,1022.0,АК Барс,False,False,False,False,False,False,False,False,False,False,False,False,False
1943.0,1022.0,АК Барс,False,False,False,False,False,False,False,False,False,False,False,False,False
1946.0,1022.0,АК Барс,False,False,False,False,False,False,False,False,False,False,False,False,False
1949.0,1022.0,АК Барс,False,False,False,False,False,False,False,False,False,False,False,False,False
1950.0,1022.0,АК Барс,False,False,False,False,False,False,False,False,False,False,False,False,False
1951.0,1022.0,АК Барс,False,False,False,False,False,False,False,False,False,False,False,False,False
1961.0,1022.0,АК Барс,False,True,True,False,False,True,True,True,False,False,False,False,False
1962.0,1022.0,АК Барс,True,False,False,False,False,False,True,True,False,False,False,False,False
1963.0,1022.0,АК Барс,False,False,True,False,False,True,True,True,False,True,False,False,False
1966.0,1022.0,АК Барс,False,False,False,False,False,False,False,False,False,False,False,False,False
1969.0,1022.0,АК Барс,True,False,False,False,False,False,False,False,False,False,False,False,False
1971.0,496.5,Россельхозбанк,True,True,True,False,False,True,True,True,True,False,True,False,False
1975.0,496.5,Россельхозбанк,True,False,False,False,False,True,True,False,True,True,True,False,False
1978.0,1022.0,АК Барс,False,False,False,False,False,False,False,False,False,False,False,False,False
1986.0,496.5,Россельхозбанк,False,True,True,False,False,True,True,True,True,False,True,False,False
1988.0,3185.5,Газпромбанк,False,True,False,False,False,True,True,True,False,False,False,False,False
1991.0,1022.0,АК Барс,True,False,True,False,False,True,True,True,False,False,False,False,False
1995.0,496.5,Россельхозбанк,False,True,True,False,False,True,True,True,True,True,True,False,False
1998.0,496.5,Россельхозбанк,False,False,False,False,False,True,True,False,True,True,True,False,False
1999.0,496.5,Россельхозбанк,False,False,False,False,False,True,True,False,True,True,True,False,False
2012.0,496.5,Россельхозбанк,True,False,False,False,False,True,True,False,True,False,True,False,False
2013.0,1022.0,АК Барс,False,False,False,False,False,False,False,False,False,False,False,False,False
2019.0,496.5,Россельхозбанк,True,True,True,False,False,True,True,True,True,True,True,False,False
2022.0,496.5,Россельхозбанк,False,False,False,False,False,True,True,False,True,False,True,False,False
2023.0,496.5,Россельхозбанк,True,True,True,False,False,True,True,True,True,True,True,False,False
2025.0,1022.0,АК Барс,False,False,False,False,False,False,False,False,False,False,False,False,False
2030.0,496.5,Россельхозбанк,False,False,False,False,False,True,True,False,True,False,True,False,False
2032.0,496.5,Россельхозбанк,False,True,True,False,False,True,True,True,True,True,True,False,False
2033.0,496.5,Россельхозбанк,False,True,True,False,False,True,True,True,True,False,True,False,False
2035.0,496.5,Россельхозбанк,False,False,False,False,False,True,True,False,True,False,True,False,False
2038.0,3185.5,Газпромбанк,True,False,False,False,False,True,False,False,False,False,False,False,False
2040.0,3185.5,Газпромбанк,False,False,False,False,False,True,False,False,False,False,False,False,False
2047.0,3185.5,Газпромбанк,True,True,True,False,False,True,True,True,False,False,False,False,False
2051.0,3185.5,Газпромбанк,False,False,False,False,False,False,False,False,False,False,False,False,False
2053.0,3185.5,Газпромбанк,True,False,False,False,False,False,False,False,False,False,False,False,False
2055.0,3185.5,Газпромбанк,False,False,False,False,False,True,True,True,False,False,False,False,False
2058.0,3185.5,Газпромбанк,False,True,False,False,False,True,True,True,False,True,False,False,False
2064.0,3185.5,Газпромбанк,True,False,False,False,False,False,True,True,False,False,False,False,False
2067.0,3185.5,Газпромбанк,False,True,False,False,False,True,True,True,False,False,False,False,False
2070.0,3185.5,Газпромбанк,False,False,False,False,False,True,True,True,False,False,False,False,False
2079.0,3185.5,Газпромбанк,False,False,False,False,False,True,True,True,False,False,False,False,False
2080.0,3185.5,Газпромбанк,False,True,False,False,False,True,True,True,False,False,False,False,False
2082.0,3185.5,Газпромбанк,True,True,False,False,False,True,True,True,False,False,False,False,False
2089.0,3185.5,Газпромбанк,False,False,False,False,False,True,True,True,False,False,False,False,False
2095.0,3185.5,Газпромбанк,True,False,False,False,False,True,False,False,False,False,False,False,False
2096.0,3185.5,Газпромбанк,False,True,False,False,False,True,True,True,False,False,False,False,False
2102.0,3185.5,Газпромбанк,True,False,False,False,False,True,False,False,False,False,False,False,False
2103.0,3185.5,Газпромбанк,True,True,False,False,False,False,True,True,False,False,False,False,False
2104.0,3185.5,Газпромбанк,False,True,False,False,False,False,True,True,False,True,False,False,False
2105.0,3185.5,Газпромбанк,False,True,False,False,False,False,True,True,False,False,False,False,False
2106.0,3185.5,Газпромбанк,True,True,False,False,False,False,True,True,False,False,False,False,False
2108.0,3185.5,Газпромбанк,True,True,False,False,False,True,True,True,False,False,False,False,False
2110.0,3185.5,Газпромбанк,False,True,False,False,False,True,True,True,False,False,False,False,False
2111.0,3185.5,Газпромбанк,True,True,False,False,False,False,True,True,False,False,False,False,False
2113.0,3185.5,Газпромбанк,False,True,False,False,False,False,True,True,False,True,False,False,False
2114.0,3185.5,Газпромбанк,True,False,False,False,False,False,False,False,False,False,False,False,False
2115.0,3185.5,Газпромбанк,True,False,False,False,False,False,False,False,False,False,False,False,False
2116.0,3185.5,Газпромбанк,False,False,False,False,False,False,False,False,False,False,False,False,False
2117.0,3185.5,Газпромбанк,False,True,False,False,False,True,True,True,False,False,False,False,False
2119.0,3185.5,Газпромбанк,False,False,False,False,False,True,False,False,False,False,False,False,False
2120.0,3185.5,Газпромбанк,False,False,False,False,False,False,False,False,False,True,False,False,False
2122.0,3185.5,Газпромбанк,False,False,False,False,False,True,False,False,False,False,False,False,False
2123.0,3185.5,Газпромбанк,False,False,False,False,False,True,False,False,False,False,False,False,False
2130.0,3185.5,Газпромбанк,False,True,False,False,False,True,True,True,False,False,False,False,False
2131.0,3185.5,Газпромбанк,False,False,False,False,False,False,False,False,False,False,False,False,False
2137.0,3185.5,Газпромбанк,False,False,False,False,False,False,False,False,False,False,False,False,False
2142.0,3185.5,Газпромбанк,False,True,False,False,False,False,True,True,False,False,False,False,False
2153.0,3185.5,Газпромбанк,False,True,True,False,False,True,True,True,False,False,False,False,False
2154.0,3185.5,Газпромбанк,True,True,True,False,False,True,True,True,False,True,False,False,False
2156.0,3185.5,Газпромбанк,False,True,True,False,False,True,True,True,False,False,False,False,False
2159.0,3185.5,Газпромбанк,True,True,False,False,False,True,True,True,False,False,False,False,False
2161.0,3185.5,Газпромбанк,False,False,False,False,False,False,False,False,False,False,False,False,False
2165.0,3185.5,Газпромбанк,False,True,False,False,False,False,True,True,False,False,False,False,False
2166.0,3185.5,Газпромбанк,False,True,False,False,False,True,True,True,False,False,False,False,False
2169.0,3185.5,Газпромбанк,False,False,False,False,False,False,False,False,False,False,False,False,False
2173.0,3185.5,Газпромбанк,False,True,False,False,False,True,True,True,False,False,False,False,False
2178.0,3185.5,Газпромбанк,True,True,True,False,False,True,True,True,False,False,False,False,False
2186.0,3185.5,Газпромбанк,False,False,False,False,False,True,True,True,False,False,False,False,False
2188.0,3185.5,Газпромбанк,False,False,False,False,False,True,False,False,False,False,False,False,False
2191.0,3185.5,Газпромбанк,True,False,False,False,False,True,False,False,False,False,False,False,False
2205.0,3185.5,Газпромбанк,False,False,False,False,False,True,True,True,False,False,False,False,False
2210.0,3185.5,Газпромбанк,False,True,False,False,False,True,True,True,False,False,False,False,False
2214.0,3185.5,Газпромбанк,False,False,False,False,False,True,True,True,False,True,False,False,False
2215.0,3185.5,Газпромбанк,False,False,False,False,False,False,False,False,False,False,False,False,False
