id,atm_group,address_raw,address_geocoded,geo_lon,geo_lat,country,region,municipality,city,street,house,population_density_per_km2,target,is_24_7,contactless_tech,qr_codes,usd_available,eur_available,cash_in,cash_out,cashless_pay,account_statement,access_for_disabled,transfer_p2p,transfer_a2a,loan_payments,nearest_malls_dist_m,count_malls_300m,nearest_supermarkets_dist_m,count_supermarkets_300m,nearest_pharmacies_hospitals_dist_m,count_pharmacies_hospitals_300m,count_banks_atms_300m,nearest_cafes_dist_m,count_cafes_300m,nearest_restaurants_dist_m,count_restaurants_300m,nearest_public_transport_dist_m,count_public_transport_300m,nearest_parking_dist_m,count_parking_300m,nearest_education_dist_m,count_education_300m,nearest_subway_dist_m,nearest_post_offices_dist_m,count_post_offices_300m,has_subway_nearby,nearest_offices_dist_m,count_offices_100m,count_offices_300m,count_offices_500m,count_offices_1000m,count_payment_terminals_100m,count_payment_terminals_300m,count_payment_terminals_500m,count_payment_terminals_1000m,nearest_payment_terminals_dist_m,count_money_transfer_100m,count_money_transfer_300m,count_money_transfer_500m,count_money_transfer_1000m,nearest_money_transfer_dist_m,nearest_shops_food_small_dist_m,count_shops_food_small_100m,count_shops_food_small_300m,count_shops_food_small_500m,count_shops_food_small_1000m,count_hypermarkets_100m,count_hypermarkets_300m,count_hypermarkets_500m,count_hypermarkets_1000m,nearest_hypermarkets_dist_m,count_markets_100m,count_markets_300m,count_markets_500m,count_markets_1000m,nearest_markets_dist_m,nearest_fitness_sport_dist_m,count_fitness_sport_100m,count_fitness_sport_300m,count_fitness_sport_500m,count_fitness_sport_1000m,nearest_hotels_hostels_dist_m,count_hotels_hostels_100m,count_hotels_hostels_300m,count_hotels_hostels_500m,count_hotels_hostels_1000m,count_railway_stations_100m,count_railway_stations_300m,count_railway_stations_500m,count_railway_stations_1000m,nearest_railway_stations_dist_m,count_residential_buildings_100m,count_residential_buildings_300m,count_residential_buildings_500m,count_residential_buildings_1000m,nearest_residential_buildings_dist_m,count_residential_landuse_100m,count_residential_landuse_300m,count_residential_landuse_500m,count_residential_landuse_1000m,nearest_residential_landuse_dist_m,nearest_fuel_dist_m,count_fuel_100m,count_fuel_300m,count_fuel_500m,count_fuel_1000m,count_highway_pedestrian_100m,count_highway_pedestrian_300m,count_highway_pedestrian_500m,count_highway_pedestrian_1000m,nearest_highway_pedestrian_dist_m,nearest_footway_100m_dist_m,count_footway_100m_100m,count_landuse_mix_100m,count_landuse_mix_300m,count_landuse_mix_500m,count_landuse_mix_1000m,nearest_landuse_mix_dist_m,land_use_type,land_use_dist_m,city_center_dist_m,is_city_center,population,city_type,city_size_category,federal_district,macro_region,grp_per_capita_2023_rub,avg_salary_oct_2025_rub,avg_income_q3_2025_rub,is_federal_city,is_federal_district_capital
1975.0,496.5,BEKESHSKAYA 39            PENZA       ,"Россия, Пенза, Бекешская улица, 39",44.978826,53.203198,Россия,Пензенская область,городской округ Пенза,Пенза,Бекешская улица,39,28.94,0.0172589332663376,True,False,False,False,False,True,True,False,True,True,True,False,False,739.5,0,193.3,1,,0,1,367.1,0,606.1,0,107.5,8,41.4,5,,0,,,0,False,5.7,3,9,19,33,0,0,0,0,,0,0,0,0,,122.8,0,3,5,22,0,0,0,0,,0,0,0,0,,860.8,0,0,0,1,559.4,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,2,37,428.6,140.1,0,1,1,1,0,0,0,2,625.3,27.2,4,1,4,8,46,85.5,commercial,85.5,2826.1,0,512602.0,regional_capital,large,ПФО,central,610000.0,87942.1,70000.0,False,False
1976.0,496.5,LENINA 13                 SHEKINO     ,"Россия, Тульская область, Щёкино, улица Ленина, 13",37.517257,54.000886,Россия,Тульская область,городское поселение Щёкино,Щёкино,улица Ленина,13,57.05,-0.0200967664092376,True,True,False,False,False,True,True,True,True,True,True,False,False,499.5,0,218.7,2,203.6,3,8,,0,94.1,2,71.2,3,69.5,1,0.0,0,0.0,173.6,1,False,89.3,1,12,17,23,0,0,0,0,,0,0,0,0,,218.2,0,2,6,20,0,0,0,0,,0,0,0,2,611.1,344.6,0,0,1,2,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,3,11,45,129.8,855.5,0,0,0,1,0,0,0,0,83.8,24.3,3,0,3,12,52,129.8,commercial,89.3,21080.6,0,,,,ЦФО,central,1080887.5,122661.03333333333,102500.0,False,False
1977.0,496.5,B.MOSKOVSKAYA 90A         VLADIMIR    ,"Россия, Владимир, Большая Московская улица, 90А",40.419193,56.13293,Россия,Владимирская область,городской округ Владимир,Владимир,Большая Московская улица,90А,45.73,-0.0139490047116537,True,True,True,False,False,True,True,True,True,False,True,False,False,795.1,0,23.7,6,23.9,4,5,5.2,7,17.3,6,51.0,15,100.1,10,105.2,2,0.0,109.4,1,False,109.7,0,18,43,95,0,0,0,1,984.6,0,0,0,0,,145.2,0,3,6,10,0,0,0,0,,0,0,0,1,907.6,298.8,0,1,3,7,51.3,1,4,5,8,0,0,1,1,382.1,0,0,1,2,467.3,1,11,22,65,26.8,380.7,0,0,1,1,0,0,0,3,541.5,32.1,9,1,15,31,95,26.8,residential,26.8,853.9,1,341590.0,regional_capital,medium,ЦФО,central,1080887.5,122661.03333333333,102500.0,False,False
1978.0,1022.0,ABB 14 CHISTOPOLSKAYA     KAZAN       ,"Россия, Республика Татарстан (Татарстан), Казань, Чистопольская улица, 14",49.10822,55.81864,Россия,Республика Татарстан (Татарстан),городской округ Казань,Казань,Чистопольская улица,14,57.83,-0.0785994953490796,False,False,False,False,False,False,False,False,False,False,False,False,False,667.1,0,22.3,8,96.3,8,0,92.9,9,139.1,7,103.7,6,68.3,23,79.8,6,0.0,0.0,0,False,73.8,5,24,51,100,0,0,2,3,342.1,0,0,0,0,,223.4,0,1,7,23,0,0,0,0,,0,0,0,1,978.9,196.3,0,2,5,5,378.0,0,0,2,3,0,0,0,1,657.0,0,0,0,0,,1,2,5,13,80.3,210.3,0,1,1,3,0,0,0,0,,35.5,2,1,2,5,19,80.3,residential,80.3,2679.1,0,1318604.0,regional_capital,million+,ПФО,central,900000.0,93970.8,70000.0,False,False
1980.0,496.5,LENINA 164                LABINSK     ,"Россия, Краснодарский край, Лабинск, улица Ленина, 164",40.726803,44.635516,Россия,Краснодарский край,Лабинское городское поселение,Лабинск,улица Ленина,164,78.66,-0.0291798678431244,True,False,False,False,False,True,True,False,True,True,True,False,False,321.0,0,267.6,2,22.5,3,12,130.1,3,397.6,0,47.1,3,238.6,2,122.7,2,0.0,210.3,1,False,10.5,4,7,12,28,1,1,2,2,90.9,0,0,0,0,,156.8,0,1,2,12,0,0,0,0,,0,1,2,3,122.2,512.8,0,0,0,3,11.3,0,0,0,0,0,0,0,0,,0,0,0,0,,1,8,21,95,72.2,,0,0,0,0,0,1,3,6,296.3,89.9,1,4,12,27,116,30.6,commercial,30.6,49531.7,0,,,,ЮФО,south,600000.0,76143.4,60000.0,False,False
1981.0,496.5,BATAREYNAYA 273           SLAVYANSK-N-,"Россия, Краснодарский край, Славянск-на-Кубани, Батарейная улица, 273",38.115832,45.255846,Россия,Краснодарский край,Славянское городское поселение,Славянск-на-Кубани,Батарейная улица,273,78.66,0.0162477748894466,False,True,True,False,False,True,True,True,True,True,True,False,False,36.6,5,71.3,2,89.6,6,6,352.9,0,271.8,1,242.1,3,234.5,2,,0,,,0,False,51.9,1,6,12,24,0,0,0,2,831.3,0,0,0,0,,69.6,2,5,10,25,0,0,0,0,,0,1,2,2,296.0,501.1,0,0,0,5,656.0,0,0,0,2,0,0,0,0,,1,1,1,2,72.1,0,0,0,4,565.5,,0,0,0,0,0,0,0,2,853.8,95.1,1,0,0,0,4,565.5,residential,565.5,,0,,,,ЮФО,south,600000.0,76143.4,60000.0,False,False
1983.0,496.5,KULIBINA 3                N.NOVGOROD  ,"Россия, Нижний Новгород, улица Кулибина, 3",43.989062,56.307392,Россия,Нижегородская область,городской округ Нижний Новгород,Нижний Новгород,улица Кулибина,3,39.95,-0.0632628155717,True,False,False,False,False,True,True,False,True,False,True,False,False,199.1,1,59.1,2,205.7,1,2,93.1,6,183.5,15,77.0,13,64.3,10,223.9,4,0.0,0.0,0,False,1.6,5,10,23,66,1,1,1,1,74.8,0,0,0,0,,306.5,0,0,5,22,0,0,0,0,,0,1,1,1,241.8,321.0,0,0,1,3,50.9,1,2,4,11,0,0,0,1,773.8,0,0,0,12,882.2,0,5,22,65,151.7,805.7,0,0,0,1,0,0,0,2,620.5,5.7,11,3,11,31,95,45.0,industrial,45.0,2346.9,0,1228000.0,regional_capital,million+,ПФО,central,630000.0,81913.4,70000.0,False,True
1985.0,496.5,KRASNIY PUTI 3            OMSK        ,"Россия, Омск, улица Красный Путь, 3",73.364152,54.990442,Россия,Омская область,городской округ Омск,Омск,улица Красный Путь,3,13.47,-0.0873587268848817,True,True,True,False,False,True,True,True,True,True,True,False,False,619.3,0,254.1,1,258.8,1,0,48.0,4,31.5,7,16.2,5,83.8,8,102.2,1,0.0,214.8,1,False,7.6,7,32,77,170,0,0,0,0,,0,0,0,0,,280.9,0,2,2,12,0,0,0,0,,0,0,0,0,,327.5,0,0,4,8,467.1,0,0,1,5,0,0,0,0,,0,0,0,0,,0,0,1,4,495.3,966.8,0,0,0,1,0,0,1,8,399.1,27.2,16,0,0,1,4,495.3,residential,495.3,483.5,1,1140000.0,regional_capital,million+,СФО,siberia,520000.0,96647.95,38000.0,False,False
1986.0,496.5,SOVETSKAYA 107            KUTULIK     ,"Россия, Иркутская область, Аларский район, посёлок Кутулик, Советская улица, 107",102.7851,53.351768,Россия,Иркутская область,муниципальное образование Кутулик,посёлок Кутулик,Советская улица,107,3.0,-0.070810203575399,False,True,True,False,False,True,True,True,True,False,True,False,False,,0,,0,,0,0,958.7,0,918.1,0,99.7,3,97.8,1,0.0,0,0.0,145.2,3,False,52.5,1,1,1,1,0,0,0,0,,0,0,0,0,,127.1,0,1,1,1,0,0,0,0,,0,0,0,0,,153.2,0,1,1,1,577.9,0,0,0,1,0,0,0,0,,0,0,0,0,,0,1,1,4,188.0,923.1,0,0,0,1,0,0,0,0,,,0,0,1,1,6,188.0,residential,188.0,,0,,,,СФО,siberia,500000.0,96647.95,38000.0,False,False
1988.0,3185.5,SARATOVSKOE SHOSSE        BALAKOVO    ,"Россия, Саратовская область, Балаково, Саратовское шоссе",47.797362,51.992861,Россия,Саратовская область,муниципальное образование Балаково,Балаково,Саратовское шоссе,unknown,23.09,-0.1036109036535702,False,True,False,False,False,True,True,True,False,False,False,False,False,,0,544.6,0,943.3,0,0,660.7,0,,0,108.7,4,539.3,0,,0,,,0,False,745.3,0,0,0,1,0,0,0,0,,0,0,0,0,,562.6,0,0,0,4,0,0,0,0,,0,0,0,0,1065.2,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,1056.8,209.4,0,1,2,2,0,0,0,0,,,0,0,0,0,1,982.6,residential,1056.8,1419.0,1,,,,ПФО,central,450000.0,87942.1,70000.0,False,False
1990.0,496.5,KRASNOARMEYSKAYA 25       BOLSHERECHYE,"Россия, Омская область, рабочий посёлок Большеречье, Красноармейская улица, 25",74.629231,56.094088,Россия,Омская область,Большереченский район,рабочий посёлок Большеречье,Красноармейская улица,25,13.47,-0.0307009095271224,True,True,True,False,False,True,True,True,True,True,True,False,False,,0,374.5,0,77.0,3,0,701.2,0,741.7,0,,0,360.7,0,0.0,0,0.0,61.8,1,False,62.7,1,3,3,4,0,0,0,0,,0,0,0,0,,409.7,0,0,3,6,0,0,0,0,,0,0,0,0,,,0,0,0,0,484.5,0,0,1,1,0,0,0,0,,0,0,0,0,,0,0,0,1,909.4,,0,0,0,0,0,0,0,8,516.3,,0,0,0,0,1,909.4,commercial,62.7,,0,,,,СФО,siberia,520000.0,96647.95,38000.0,False,False
1991.0,1022.0,"ABB 11 PROLETARSKAYA      VYS.GORA,   ","Россия, Республика Татарстан (Татарстан), Высокогорский район, Красносельское сельское поселение, посёлок железнодорожной станции Высокая Гора, Пролетарская улица, 11",49.303271,55.934059,Россия,Республика Татарстан (Татарстан),Красносельское сельское поселение,посёлок железнодорожной станции Высокая Гора,Пролетарская улица,11,57.83,-0.0870914301178605,True,False,True,False,False,True,True,True,False,False,False,False,False,,0,295.7,1,44.6,3,4,344.4,0,286.5,2,291.7,1,281.1,1,165.9,1,0.0,0.0,0,False,7.4,3,4,4,4,1,1,1,1,6.3,0,0,0,0,,355.4,0,0,1,1,0,0,0,0,,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,1,519.3,0,2,2,2,209.9,0,2,2,4,177.0,,0,0,0,0,0,1,1,1,103.5,28.1,4,0,2,3,7,177.0,residential,177.0,19623.8,0,,,,ПФО,central,900000.0,93970.8,70000.0,False,False
1992.0,496.5,GORKOGO 20                TAMBOV      ,"Россия, Тамбов, улица Максима Горького, 20",41.454511,52.718497,Россия,Тамбовская область,городской округ Тамбов,Тамбов,улица Максима Горького,20,27.84,-0.0484357394087966,True,True,True,False,False,True,True,True,True,True,True,False,False,110.9,1,217.6,2,175.2,3,11,475.7,0,369.1,0,327.4,0,351.2,0,0.0,0,0.0,0.0,0,False,23.0,2,9,12,51,0,0,0,0,,0,0,0,0,,90.1,1,1,1,11,0,0,0,0,,0,0,0,2,872.9,104.2,0,1,1,1,140.5,0,1,1,3,0,0,0,0,,0,0,0,0,,1,2,10,30,83.5,,0,0,0,0,0,1,3,10,267.9,37.4,16,1,4,13,42,83.5,residential,83.5,375.3,1,254936.0,regional_capital,medium,ЦФО,central,1080887.5,122661.03333333333,102500.0,False,False
1995.0,496.5,MOSKOVSKAYA 85            NIZHNIY LOMO,"Россия, Пензенская область, Нижний Ломов, Московская улица, 85",43.679081,53.528764,Россия,Пензенская область,Нижнеломовский район,Нижний Ломов,Московская улица,85,28.94,-0.0402122292295013,False,True,True,False,False,True,True,True,True,True,True,False,False,763.7,0,369.8,0,173.2,0,3,360.7,0,,0,,0,,0,100.9,1,0.0,213.0,1,False,7.7,2,3,7,10,0,0,0,0,,0,0,0,0,,125.9,0,1,1,6,0,0,0,0,,0,0,0,1,835.4,171.7,0,2,2,2,21.6,1,1,1,1,0,0,0,0,,0,0,0,0,,1,6,16,65,82.0,,0,0,0,0,0,0,0,0,,205.0,0,1,6,16,70,82.0,residential,82.0,,0,,,,ПФО,central,610000.0,87942.1,70000.0,False,False
1996.0,496.5,KARLA MARKSA 1B           ZHUKOVKA    ,"Россия, Брянская область, Жуковка, улица Карла Маркса, 1",33.72661,53.533292,Россия,Брянская область,Жуковский муниципальный округ,Жуковка,улица Карла Маркса,1,32.15,0.0282373997885273,True,True,True,False,False,True,True,True,True,True,True,False,False,,0,142.0,4,132.4,0,0,61.7,2,229.8,2,212.3,3,545.7,0,0.0,0,278.7,197.0,1,True,65.7,6,19,29,41,0,0,0,0,,0,0,0,0,,78.6,1,5,9,21,0,0,0,0,,0,0,1,1,344.4,113.7,0,2,2,3,516.5,0,0,0,1,0,1,1,1,278.7,0,0,0,1,595.0,1,6,20,90,65.9,,0,0,0,0,0,11,16,22,147.9,11.3,22,1,12,35,119,65.9,residential,65.9,51098.7,0,,,,ЦФО,central,1080887.5,122661.03333333333,102500.0,False,False
1997.0,496.5,LENINA 6                  NAMTSY      ,"Россия, Республика Саха (Якутия), Намский улус, Ленский наслег, село Намцы, улица Ленина, 6",129.661678,62.717178,Россия,Республика Саха (Якутия),Ленский наслег,село Намцы,улица Ленина,6,0.31,-0.090937169727131,True,False,False,False,False,True,True,False,True,True,True,False,False,533.6,0,208.6,1,,0,2,,0,,0,112.3,3,215.2,1,209.2,1,0.0,67.3,4,False,130.4,0,2,2,4,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,1,1,238.8,,0,0,0,0,0,11,11,11,129.1,,0,0,1,1,1,238.8,commercial,130.4,64525.2,0,,,,ДФО,far_east,1800000.0,130000.0,95000.0,False,False
1998.0,496.5,KURASHOVA 28/1            YAKUTSK     ,"Россия, Республика Саха (Якутия), Якутск, улица Курашова, 28/1",129.736319,62.033238,Россия,Республика Саха (Якутия),городской округ Якутск,Якутск,улица Курашова,28/1,0.31,-0.0642932974491817,False,False,False,False,False,True,True,False,True,True,True,False,False,59.5,0,533.5,0,166.7,0,3,146.1,2,198.3,2,142.4,9,60.0,4,226.0,2,0.0,0.0,0,False,92.5,1,4,23,45,0,0,0,0,,0,0,0,0,,594.1,0,0,0,0,0,0,0,0,,0,0,0,1,983.5,317.0,0,0,4,5,177.2,0,1,5,9,0,0,0,0,,0,10,31,82,141.6,0,0,0,2,825.7,948.3,0,0,0,1,0,0,1,3,338.4,91.2,1,0,0,2,10,322.6,commercial,322.6,688.3,1,355379.0,regional_capital,medium,ДФО,far_east,1800000.0,130000.0,95000.0,False,False
1999.0,496.5,PR. LENINA 8              YAKUTSK     ,"Россия, Республика Саха (Якутия), Якутск, проспект Ленина, 8",129.742158,62.032478,Россия,Республика Саха (Якутия),городской округ Якутск,Якутск,проспект Ленина,8,0.31,-0.0534368067353829,False,False,False,False,False,True,True,False,True,True,True,False,False,176.1,0,406.3,0,,0,0,85.8,3,6.5,4,160.3,8,79.2,4,209.9,3,261.9,206.0,1,True,51.0,2,8,17,45,0,0,0,0,,0,0,0,0,,409.6,0,0,4,10,0,0,0,0,,0,0,0,1,896.9,338.8,0,0,2,5,8.2,0,0,0,0,0,0,0,0,,4,20,45,82,61.4,0,0,0,3,755.2,675.8,0,0,0,1,0,1,1,3,122.3,,0,0,0,1,11,459.8,commercial,459.8,776.7,1,355379.0,regional_capital,medium,ДФО,far_east,1800000.0,130000.0,95000.0,False,False
2003.0,496.5,LENINA 35                 KURGANINSK  ,"Россия, Краснодарский край, Курганинск, улица Ленина, 35",40.59008,44.884077,Россия,Краснодарский край,Курганинское городское поселение,Курганинск,улица Ленина,35,78.66,-0.1103586594945267,True,True,True,False,False,True,True,True,True,True,True,False,False,,0,,0,147.3,1,0,65.4,2,56.8,5,193.3,5,170.8,2,216.6,4,0.0,121.3,1,False,56.4,1,2,4,7,0,0,0,0,,0,0,0,0,,640.6,0,0,0,3,0,0,0,0,,0,0,0,1,604.8,780.5,0,0,0,1,188.6,0,1,1,2,0,0,0,0,,0,0,0,0,,0,0,2,13,470.2,,0,0,0,0,0,0,0,0,,24.9,11,0,0,3,15,429.9,industrial,429.9,43179.5,0,,,,ЮФО,south,600000.0,76143.4,60000.0,False,False
2004.0,496.5,KOVALYA 50A               KALININSKAYA,"Россия, Краснодарский край, станица Калининская, улица Коваля, 50А",38.667936,45.485917,Россия,Краснодарский край,Калининское сельское поселение,станица Калининская,улица Коваля,50А,78.66,-0.0376789439847384,True,False,False,False,False,True,True,False,True,True,True,False,False,,0,,0,152.8,0,5,,0,470.0,0,349.9,0,37.1,2,,0,,,0,False,135.2,0,1,2,3,0,0,1,1,487.6,0,0,0,0,,252.3,0,1,3,4,0,0,0,0,,0,0,2,2,451.8,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,819.1,0,0,0,1,0,0,0,0,,,0,0,0,0,1,888.3,commercial,135.2,53151.0,0,,,,ЮФО,south,600000.0,76143.4,60000.0,False,False
2006.0,496.5,LENINA 32                 MUROM       ,"Россия, Владимирская область, Муром, улица Ленина, 32",42.054378,55.577113,Россия,Владимирская область,округ Муром,Муром,улица Ленина,32,45.73,-0.1001214289644553,True,True,True,False,False,True,True,True,True,True,True,False,False,4.5,4,154.6,0,137.7,0,0,107.2,12,69.7,8,15.1,5,78.7,15,221.1,1,0.0,232.9,3,False,0.8,2,14,46,98,0,0,0,0,,0,0,0,0,,119.1,0,3,3,12,0,0,0,0,,1,2,2,2,83.9,481.6,0,0,1,3,202.2,0,1,2,7,0,0,0,0,,0,0,0,0,,1,8,17,70,50.9,,0,0,0,0,0,3,3,3,148.5,92.4,1,1,16,35,97,50.9,residential,50.9,262.8,1,,,,ЦФО,central,1080887.5,122661.03333333333,102500.0,False,False
2007.0,496.5,LENINA 23                 SHUYA       ,"Россия, Ивановская область, Шуя, улица Ленина, 23",41.385268,56.854625,Россия,Ивановская область,городской округ Шуя,Шуя,улица Ленина,23,43.85,-0.0622680912022026,False,True,True,False,False,True,True,True,True,True,True,False,False,328.4,0,146.2,2,87.5,3,4,73.4,2,261.5,1,26.8,5,83.8,6,250.6,1,0.0,0.0,0,False,62.0,2,5,8,20,0,0,0,0,,0,0,0,0,,127.5,0,3,4,13,0,0,0,0,,0,1,1,2,178.6,,0,0,0,0,610.7,0,0,0,3,0,0,0,0,,0,0,0,1,790.0,0,0,0,2,638.4,,0,0,0,0,0,6,16,20,150.9,31.3,1,0,1,1,5,178.6,commercial,178.6,29191.4,0,,,,ЦФО,central,1080887.5,122661.03333333333,102500.0,False,False
2009.0,496.5,LENINA 28                 SHALINSKOYE ,"Россия, Красноярский край, Манско-Уярский округ, село Шалинское, улица Ленина, 28",93.761523,55.71949,Россия,Красноярский край,Манско-Уярский округ,село Шалинское,улица Ленина,28,1.18,-0.1082009779374695,False,False,False,False,False,True,True,False,True,False,True,False,False,,0,,0,238.4,1,0,,0,,0,,0,,0,,0,,,0,False,485.6,0,0,1,1,0,0,0,0,,0,0,0,0,,32.3,2,4,6,6,0,0,0,0,,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,1,4,9,48,95.9,,0,0,0,0,0,0,0,0,,,0,1,4,9,49,95.9,residential,95.9,,0,,,,СФО,siberia,1200000.0,104869.1,38000.0,False,False
2010.0,496.5,PR-T LENINA 126A          OBNINSK     ,"Россия, Калужская область, Обнинск, проспект Ленина, 126А",36.591032,55.109945,Россия,Калужская область,городской округ Обнинск,Обнинск,проспект Ленина,126А,33.78,-0.0179075267548397,True,True,True,False,False,True,True,True,True,True,True,False,False,787.3,0,277.6,1,476.8,0,0,162.8,2,164.9,2,110.5,3,47.4,13,247.8,1,0.0,146.6,3,False,153.6,0,5,11,31,0,0,1,3,309.4,0,0,0,0,,213.1,0,2,3,9,0,0,0,0,,0,0,0,0,,132.1,0,1,3,9,713.5,0,0,0,2,0,0,0,0,,0,0,0,1,764.7,0,0,1,8,384.0,523.0,0,0,0,1,0,2,3,5,260.4,44.9,11,0,2,4,13,177.6,commercial,177.6,1330.9,1,,,,ЦФО,central,1080887.5,122661.03333333333,102500.0,False,False
2011.0,496.5,BOROVSKAYA 5              BALABANOVO  ,"Россия, Калужская область, Боровский муниципальный округ, Балабаново, Боровская улица, 5",36.655611,55.180604,Россия,Калужская область,городское поселение Балабаново,Балабаново,Боровская улица,5,33.78,-0.0008294956654186,True,False,False,False,False,True,True,False,True,True,True,False,False,375.7,0,95.4,0,129.3,0,5,360.1,0,85.7,1,51.0,3,134.3,4,,0,,,0,False,15.3,2,3,10,15,0,0,0,0,,0,0,0,0,,345.5,0,0,2,6,0,0,0,0,,0,0,0,1,524.1,196.1,0,1,1,1,605.8,0,0,0,1,0,0,1,1,474.9,0,0,0,0,,1,4,14,31,50.6,637.1,0,0,0,1,0,0,0,0,,50.2,5,1,4,15,34,50.6,residential,50.6,9632.3,0,,,,ЦФО,central,1080887.5,122661.03333333333,102500.0,False,False
2012.0,496.5,SOVETSKAYA 21             ZHUKOV      ,"Россия, Калужская область, Жуков, Советская улица, 21",36.750545,55.028073,Россия,Калужская область,городское поселение Жуков,Жуков,Советская улица,21,33.78,-0.0476678404207127,True,False,False,False,False,True,True,False,True,False,True,False,False,,0,371.2,0,228.5,1,0,112.2,1,,0,111.8,2,129.2,3,0.0,0,0.0,261.9,2,False,195.2,0,3,7,9,0,0,0,0,,0,0,0,0,,145.0,0,1,1,4,0,0,0,0,,0,1,1,1,281.7,,0,0,0,0,416.2,0,0,1,1,0,0,0,0,,0,0,0,2,903.0,0,7,16,45,105.0,966.8,0,0,0,1,0,0,0,0,,80.1,1,0,7,17,49,105.0,residential,105.0,11587.3,0,,,,ЦФО,central,1080887.5,122661.03333333333,102500.0,False,False
2013.0,1022.0,ABB 16B AK. GLUSHKO       KAZAN       ,"Россия, Республика Татарстан (Татарстан), Казань, улица Академика Глушко, 16/24",49.23534,55.783818,Россия,Республика Татарстан (Татарстан),городской округ Казань,Казань,улица Академика Глушко,16/24,57.83,-0.0530655755906621,False,False,False,False,False,False,False,False,False,False,False,False,False,73.0,1,64.2,0,,0,0,129.9,2,593.0,0,67.0,12,9.2,14,275.2,1,0.0,0.0,0,False,400.9,0,0,1,7,0,0,1,2,479.2,0,0,0,0,,127.0,0,3,3,14,0,0,0,0,,0,0,0,0,,182.2,0,2,3,4,656.5,0,0,0,1,0,0,0,0,,0,0,0,0,,0,1,5,12,137.7,130.3,0,1,1,2,0,0,0,0,,53.3,2,0,1,6,15,137.7,residential,137.7,7861.6,0,1318604.0,regional_capital,million+,ПФО,central,900000.0,93970.8,70000.0,False,False
2014.0,1022.0,ABB 7A OKRUZHNOE SH.      ELABUGA     ,"Россия, Республика Татарстан (Татарстан), Елабуга, Окружное шоссе, 7А",52.000588,55.757749,Россия,Республика Татарстан (Татарстан),муниципальное образование Елабуга,Елабуга,Окружное шоссе,7А,57.83,-0.096355857046655,False,False,False,False,False,False,False,False,False,False,False,False,False,14.2,1,10.0,0,42.8,2,2,334.3,0,880.1,0,229.5,4,116.5,3,,0,,,0,False,79.7,1,2,2,13,0,0,0,2,763.1,0,0,0,0,,0.6,1,2,2,5,0,0,0,0,,0,0,0,1,570.5,753.2,0,0,0,1,882.9,0,0,0,2,0,0,0,0,,0,0,0,0,,0,0,6,43,399.2,176.0,0,1,1,5,0,0,0,0,,67.3,1,0,2,12,59,285.0,industrial,285.0,17400.4,0,,,,ПФО,central,900000.0,93970.8,70000.0,False,False
2017.0,496.5,DORZHIEVA 24A             MUKHORSHIBIR,"Россия, Республика Бурятия, сельское поселение Мухоршибирское, село Мухоршибирь, улица Доржиева, 24А",107.822322,51.04894,Россия,Республика Бурятия,сельское поселение Мухоршибирское,село Мухоршибирь,улица Доржиева,24А,2.77,0.017372643984509,True,False,False,False,False,True,True,False,True,False,True,False,False,,0,127.6,0,,0,0,,0,,0,,0,160.7,1,,0,,,0,False,190.4,0,1,1,1,0,0,0,0,,0,0,0,0,,253.9,0,2,3,4,0,0,0,0,,0,1,1,1,230.4,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,4,9,31,107.2,930.5,0,0,0,1,0,0,0,0,,,0,1,9,20,46,53.0,commercial,53.0,,0,,,,ДФО,far_east,1941987.857142857,148263.98333333334,135440.0,False,False
2018.0,496.5,POCHTOVAYA 1              RYBNOYE     ,"Россия, Рязанская область, Рыбное, Почтовая улица, 1",39.505723,54.731207,Россия,Рязанская область,Рыбновское городское поселение,Рыбное,Почтовая улица,1,27.65,-0.0576979546889147,True,True,True,False,False,True,True,True,True,True,True,False,False,62.4,0,23.1,4,39.8,4,2,,0,3.3,1,41.6,3,45.9,4,0.0,0,156.2,128.7,1,True,9.8,2,4,5,7,0,0,0,0,,0,0,0,0,,70.5,2,3,3,5,0,0,0,0,,0,0,0,0,,,0,0,0,0,403.9,0,0,1,1,0,1,1,1,156.2,0,0,0,0,,1,2,6,28,79.1,,0,0,0,0,0,1,1,1,181.8,92.7,1,1,2,6,29,79.1,residential,79.1,15288.2,0,,,,ЦФО,central,1080887.5,122661.03333333333,102500.0,False,False
