id,nearest_cafes_name,nearest_cafes_dist_m,count_cafes_100m,count_cafes_300m,count_cafes_500m,nearest_restaurants_name,nearest_restaurants_dist_m,count_restaurants_100m,count_restaurants_300m,count_restaurants_500m,nearest_public_transport_name,nearest_public_transport_dist_m,count_public_transport_100m,count_public_transport_300m,count_public_transport_500m,nearest_parking_name,nearest_parking_dist_m,count_parking_100m,count_parking_300m,count_parking_500m
2653.0,Кофейня To You,28.7,2,5,5,Шаурма,39.9,1,2,2,проспект Ленина,137.7,0,10,10,Не удалось узнать название,46.5,2,15,31
2654.0,Не удалось узнать название,354.0,0,0,4,Автосуши Автопицца,434.9,0,0,1,"Магазин ""Ополье""",46.9,4,8,19,Не удалось узнать название,33.3,3,34,77
2655.0,Берендеевка,285.2,0,1,6,Цони-Мацони,94.6,1,2,8,Не удалось узнать название,150.2,0,7,13,Не удалось узнать название,123.9,0,14,30
2656.0,Сударушка,551.2,0,0,0,Зелёный дворик,103.3,0,2,4,площадь Фрунзе,74.4,1,3,8,Не удалось узнать название,10.7,2,8,14
2657.0,33 пингвина,9.4,4,7,9,Крошка Картошка,35.8,1,3,3,"ТЦ ""Авиатор""",140.3,0,4,6,Не удалось узнать название,37.6,6,17,58
2660.0,Cinnabon,23.0,3,3,3,Суши Мастер (Sushi Master),31.9,2,2,4,МегаГринн,110.4,0,8,12,Не удалось узнать название,89.6,1,2,7
2661.0,Шелковый путь,43.3,1,2,6,Галерея,169.5,0,1,2,ТЦ Линия,163.6,0,3,9,Не удалось узнать название,66.8,3,12,30
2663.0,Кукурузник,219.2,0,1,2,Бургер Кинг,23.9,1,1,2,Аэропорт,185.7,0,2,12,Не удалось узнать название,66.4,1,4,8
2665.0,Дикая утка,165.3,0,5,17,Потапыч,142.1,0,3,9,"Универмаг ""Маяк""",23.2,1,3,14,Не удалось узнать название,308.1,0,0,8
2666.0,Coffee Like,30.0,2,2,2,БлинКо,12.9,2,2,2,"Суперцентр ""Европа""",143.0,0,5,11,Не удалось узнать название,71.0,1,11,23
2667.0,Санья,320.9,0,0,2,Чи-фань,509.9,0,0,0,Олега Кошевого,145.5,0,4,10,Не удалось узнать название,8.2,8,46,125
2668.0,Wall street,50.8,3,35,69,Еда и точка,76.4,1,19,45,Семёновская,43.1,2,10,20,Не удалось узнать название,27.5,9,119,313
2670.0,Советский,7.8,2,5,6,Кафе Сыпучка,133.9,0,3,3,Лицей №46,92.0,1,1,4,Не удалось узнать название,73.6,1,11,16
2671.0,Gusto Bakery,16.3,1,6,10,Fast Food,97.6,1,5,10,Автовокзал,75.2,2,12,14,Не удалось узнать название,59.6,9,60,122
2672.0,Масис,9.5,7,9,12,Hesburger,15.1,10,20,24,Луговая ул.,66.5,4,22,24,Не удалось узнать название,63.0,3,35,107
2673.0,Циндао,53.6,1,3,3,У ленина,416.2,0,0,2,Автовокзал,59.2,2,6,14,Не удалось узнать название,30.8,3,36,73
2674.0,Огонёк,184.9,0,1,1,Не удалось узнать название,259.7,0,1,5,Артём-Центр,201.3,0,4,8,Не удалось узнать название,33.4,2,11,37
2675.0,Елена,154.6,0,2,2,Не удалось узнать название,55.2,1,1,1,Фокино (Автовокзал),168.7,0,1,3,Не удалось узнать название,58.2,2,14,26
2676.0,Суши-маркет,24.9,1,4,5,Магазин шашлыка,82.7,1,2,3,"Рынок ""Новочебоксарский""",126.1,0,10,22,Не удалось узнать название,50.2,3,9,10
2677.0,Медвежий угол,214.5,0,1,1,Кувшинка,442.2,0,0,1,Улица Академика Крылова,151.2,0,8,14,Не удалось узнать название,41.4,4,25,53
2678.0,Coffee Like,521.7,0,0,0,Фудзияма,68.9,1,2,3,улица Хузангая,86.1,2,6,14,Не удалось узнать название,184.0,0,1,2
2679.0,Бавария,25.7,1,4,6,Sushi Box,90.3,1,3,11,Таможня,87.5,2,10,24,Не удалось узнать название,184.9,0,2,6
2680.0,Coffee Like,2.5,6,7,8,Don Donuts,35.3,2,5,6,Улица Ленинского Комсомола,81.0,2,8,16,Не удалось узнать название,107.3,0,15,32
2681.0,Буфет,109.7,0,3,8,Евразия,360.3,0,0,5,Школьный проезд,123.8,0,10,20,Не удалось узнать название,126.4,0,3,6
2682.0,Кофе Культ,23.5,1,4,7,Rostic's,33.2,1,1,2,Педагогический университет,69.0,5,12,20,Не удалось узнать название,57.5,1,7,9
2683.0,Coffee Like,56.9,2,2,2,Cinnabon,206.3,0,6,7,"ТЦ ""Макси""",251.4,0,1,4,Не удалось узнать название,104.9,0,3,3
2685.0,Столовая Малинка,131.4,0,4,6,Aik Бистро,88.7,1,3,16,Поликлиника №4,153.7,0,12,19,Не удалось узнать название,83.2,1,13,20
2686.0,BEER MARKET,145.3,0,6,19,БлинМастер,175.5,0,6,9,Улица Огарёва,161.1,0,3,15,Не удалось узнать название,71.0,1,6,16
2687.0,Летнее Кафе,131.8,0,2,4,Aik Бистро,81.4,1,2,2,Пионерская улица,86.4,2,6,10,Не удалось узнать название,88.1,1,1,4
2689.0,Не удалось узнать название,60.9,1,2,4,Додо Пицца,76.6,2,3,6,Почта,107.5,0,6,12,Не удалось узнать название,89.5,1,8,14
2690.0,Столовая,479.4,0,0,1,Суши-Маркет,147.9,0,2,2,улица Разина,210.8,0,7,13,Не удалось узнать название,21.4,4,13,24
2691.0,Coffee Street,243.2,0,2,7,кафе Ларзу,237.2,0,1,3,Не удалось узнать название,344.7,0,0,2,Штраф стоянка ГИБДД Каспийска,295.1,0,1,1
2692.0,"Гараж, кафе",253.1,0,1,4,Версаль,192.7,0,3,5,Олимпийского резерва,172.2,0,6,10,Не удалось узнать название,131.4,0,13,28
2693.0,Аграба,16.3,2,5,13,Чебуречная,209.4,0,2,4,Т.К. Тухачевскй,215.0,0,2,11,Не удалось узнать название,36.0,5,18,41
2694.0,Не удалось узнать название,211.6,0,3,5,Kannam Chicken,280.0,0,1,1,Почта,229.3,0,4,6,Не удалось узнать название,214.9,0,1,5
2695.0,Малинари,69.7,2,17,32,Бургер Кинг,95.9,1,8,16,Площадь Ленина,63.1,1,1,7,Не удалось узнать название,31.8,4,12,31
2696.0,Арлекино,125.0,0,1,8,Coffee Like,683.3,0,0,0,Парковая улица,38.1,3,5,11,Не удалось узнать название,174.0,0,1,6
2697.0,Беседа,3.2,1,2,4,Сабвэй,180.8,0,2,6,Санаторий Зелёная роща,68.3,1,5,8,Не удалось узнать название,127.2,0,6,14
2698.0,Кофемолка,140.2,0,7,18,Mama margarita,41.6,2,5,19,Красный проспект,39.1,3,12,16,Не удалось узнать название,37.6,2,5,17
2700.0,Kuzina,202.5,0,4,8,Вкусно и точка,63.5,3,10,10,Гагаринская,10.1,4,7,15,Не удалось узнать название,97.7,1,9,22
2701.0,Skuratov,102.7,0,22,30,Домашние беляши,97.6,1,16,26,Заельцовская,6.1,5,11,12,Не удалось узнать название,77.1,4,13,33
2702.0,White coffee,83.8,1,1,1,Дядя Дёнер,44.0,1,2,4,улица Белоусова,103.4,0,3,7,Не удалось узнать название,30.8,4,15,26
2703.0,Kuzina,0.0,1,1,2,Не удалось узнать название,454.9,0,0,3,Шлюз,61.9,2,2,6,Не удалось узнать название,25.4,3,11,19
2705.0,O'Bakery,127.1,0,15,24,Мантоварка,19.4,3,12,15,Льва Толстого,57.9,4,5,22,Не удалось узнать название,36.0,2,13,30
2706.0,Не удалось узнать название,46.7,1,1,1,Не удалось узнать название,677.8,0,0,0,Универсам,51.5,2,12,26,Не удалось узнать название,47.9,2,6,12
2708.0,Дымок,260.9,0,1,3,Додо Пицца,151.0,0,4,11,Стоматологическая поликлиника,73.8,4,11,30,Не удалось узнать название,197.9,0,3,13
2709.0,Суши-мастер,26.7,1,3,3,Сибирская Корона,90.8,1,7,9,Новый рынок,27.9,6,6,9,Не удалось узнать название,116.2,0,6,9
2711.0,Plaza,287.0,0,1,6,Русский чай,146.8,0,3,5,ул. Пушкина,58.7,8,10,17,Не удалось узнать название,17.9,2,6,13
2712.0,Не удалось узнать название,206.3,0,1,1,Грильница,33.6,1,1,1,Дом Пионеров,48.4,2,4,11,Не удалось узнать название,16.6,2,7,12
2713.0,Шашлык City,94.3,1,1,1,На углях,110.9,0,1,1,Мастерские,55.4,2,4,9,Не удалось узнать название,35.1,3,4,10
2714.0,Кофейня Центральная,101.6,0,17,25,KFC,220.1,0,2,12,Площадь Советов,125.1,0,4,6,Не удалось узнать название,82.5,1,14,26
2715.0,Sweeter,562.6,0,0,0,Грильница,95.0,1,1,2,пл. Адмирала Кузнецова,78.8,2,6,13,Не удалось узнать название,43.5,2,14,38
2716.0,TomYumBar,309.4,0,0,2,KFC,69.6,1,2,3,ул. Сиреневая,146.2,0,6,18,Не удалось узнать название,80.9,2,3,14
2718.0,Чинар,356.9,0,0,1,Нива,210.6,0,1,2,ул. 50 лет СССР,85.6,1,6,17,Не удалось узнать название,48.2,2,4,12
2719.0,Не удалось узнать название,323.5,0,0,4,Пиццбург,169.4,0,1,1,Василия Шукшина,111.5,0,10,13,Не удалось узнать название,242.4,0,3,7
2721.0,Coffee Like,12.1,2,3,4,Грильница,96.3,1,1,1,Музей,85.0,1,4,10,Не удалось узнать название,36.5,1,3,6
2722.0,Не удалось узнать название,35.8,1,1,1,Бургер Кинг,67.2,1,1,1,Не удалось узнать название,157.7,0,1,2,Не удалось узнать название,40.3,1,4,7
2723.0,Времена года,21.7,2,2,2,Пиццбург,484.3,0,0,1,ул. Солнечная поляна,199.5,0,6,21,Не удалось узнать название,41.8,4,5,12
2726.0,Южное,189.3,0,1,1,Куры гриль,124.6,0,1,1,Детский мир,60.8,3,4,8,Не удалось узнать название,45.8,2,9,14
2727.0,Не удалось узнать название,531.2,0,0,0,El Sol,470.2,0,0,1,мкр. Урожайный,85.3,2,10,14,Не удалось узнать название,16.6,2,5,10
2728.0,Наими,607.0,0,0,0,Good Street Food,46.0,1,1,1,Новороссийская,58.3,4,4,16,Не удалось узнать название,28.2,1,2,3
2730.0,FreeMan's,39.2,5,17,26,Блин-Картошка,68.7,1,4,14,Площадь Советов,69.8,2,4,6,Не удалось узнать название,64.4,2,6,26
2731.0,Coffee Soul,260.8,0,1,2,Японский box,62.0,1,4,7,Депо №3,86.5,1,15,20,Не удалось узнать название,45.5,2,14,35
2732.0,Кофе-Варка,31.3,1,2,2,Сковородовна,41.6,2,2,3,Не удалось узнать название,95.8,1,6,14,Не удалось узнать название,100.4,0,2,12
2734.0,Бодрый день,252.8,0,1,2,Rostic's,63.6,1,1,4,ТЦ Лента,120.3,0,13,18,Не удалось узнать название,34.1,1,8,17
2735.0,Дымок,177.2,0,1,3,Додо Пицца,24.2,1,6,11,Стоматологическая поликлиника,75.8,2,24,25,Не удалось узнать название,184.3,0,7,12
2736.0,Изикофе,231.8,0,3,4,ЧебурекМи,83.7,1,3,3,Докучаево,211.4,0,8,25,Не удалось узнать название,50.9,2,4,9
2737.0,Primetime,57.0,1,4,4,Аригато,305.5,0,0,2,ТЦ Квадрат,66.6,2,4,6,Не удалось узнать название,100.2,0,8,30
2738.0,Зам-зам,229.4,0,3,3,Пенная пельменная,265.2,0,2,3,Университет экономики,110.6,0,2,6,Не удалось узнать название,252.1,0,1,10
2741.0,Coffee Anytime,258.3,0,5,7,Шаверма выпечка,82.8,3,23,30,Технический университет,84.9,1,2,5,Не удалось узнать название,62.8,1,20,35
2742.0,Белая сова,245.9,0,1,3,Горячие беляши,120.5,0,7,11,Малунцева,152.7,0,5,8,Не удалось узнать название,114.5,0,4,6
2744.0,"Кафе-бар ""Первомайка""",95.0,1,2,2,О! Шаурма,156.3,0,2,2,Первомайский рынок,104.8,0,7,22,Не удалось узнать название,41.4,1,12,17
2745.0,TomYumBar,151.9,0,3,12,Уютный Шинок,167.4,0,2,8,площадь Победы,247.7,0,5,11,Не удалось узнать название,108.1,0,8,20
2747.0,Столовая на Тарской,15.9,1,7,14,Ланч-Тайм,245.8,0,6,14,улица Тарская,166.8,0,8,17,Не удалось узнать название,26.1,1,11,29
2748.0,На Лаптева,198.3,0,1,2,Ростик'с,151.1,0,1,1,ОМЦ Химик,187.0,0,6,9,Не удалось узнать название,40.2,1,6,7
2749.0,Классическое,428.0,0,0,1,The Мясо,545.4,0,0,0,ПО Автоматика,235.2,0,3,4,Не удалось узнать название,43.6,2,14,29
2751.0,Престиж,165.3,0,1,1,Додо Пицца,257.6,0,1,5,Архитектурная,145.8,0,6,13,Не удалось узнать название,22.8,1,12,54
2752.0,"Кафе-бар ""Первомайка""",370.5,0,0,1,#Лаваш,89.5,1,2,2,Первомайский рынок,155.6,0,13,21,Не удалось узнать название,61.4,1,4,11
2753.0,Шашлык Пикник,192.8,0,2,2,Горячий Пит-Стоп,601.1,0,0,0,Школа №110,189.1,0,4,8,Не удалось узнать название,52.3,1,4,13
2754.0,Coffee Anytime,114.7,0,4,11,Разгуляевъ,70.8,1,1,8,ТК Триумф,42.8,2,3,7,Не удалось узнать название,131.8,0,7,17
2756.0,Coffee Anytime,222.6,0,1,2,Курочка рядом,48.3,1,3,4,Автовокзал,105.0,0,4,8,Не удалось узнать название,58.5,1,10,15
2757.0,Елена,483.0,0,0,1,Голодный волк,121.5,0,1,3,Городской театр «Студия им. Л. Ермолаевой»,31.6,2,4,4,Не удалось узнать название,47.8,1,2,7
2758.0,Столовая на Тарской,15.9,1,7,14,Ланч-Тайм,245.8,0,6,14,улица Тарская,166.8,0,8,17,Не удалось узнать название,26.1,1,11,29
2760.0,Friend Coffee,108.6,0,1,2,Бургер Кинг,18.8,4,5,5,"Площадь имени Кирова / ТРК ""Вива Лэнд""",99.9,1,11,17,Не удалось узнать название,36.9,2,4,7
2763.0,Не удалось узнать название,40.5,1,2,3,Аладдин,23.2,1,2,2,Универсам,114.9,0,12,22,Не удалось узнать название,22.4,3,12,19
2764.0,Green coffee,82.3,2,5,9,Суширама,71.5,2,8,10,Первомайская,97.6,1,2,8,Не удалось узнать название,26.8,3,24,46
2765.0,Green House,278.4,0,1,2,Смайк,124.3,0,2,5,Площадь Изыскателей,311.9,0,0,12,Не удалось узнать название,28.8,2,19,39
2766.0,Kannam Asia,531.3,0,0,0,ЧебурекМи,397.8,0,0,2,Краевая больница,220.8,0,4,10,Не удалось узнать название,242.0,0,1,4
2769.0,Такмак,567.5,0,0,0,Заря,300.9,0,0,1,Кинотеатр Родина,183.8,0,2,6,Не удалось узнать название,89.4,1,3,8
2770.0,U-Cafe,468.5,0,0,1,ЧебурекМи,256.6,0,1,3,Экопарк Гремячая грива,319.2,0,0,8,Не удалось узнать название,249.5,0,1,4
2772.0,Академия Кофе,148.8,0,5,5,Академия Кофе,187.6,0,2,4,Торговый центр,116.5,0,6,20,Не удалось узнать название,162.0,0,16,28
2773.0,U-Cafe,63.3,1,1,1,Не удалось узнать название,30.8,1,4,5,Экопарк Гремячая грива,138.5,0,8,8,Не удалось узнать название,65.9,1,6,12
2774.0,Krem`s coffee,147.3,0,4,12,Хот-доги,133.6,0,5,17,Не удалось узнать название,210.2,0,8,19,Не удалось узнать название,55.7,2,19,51
2777.0,Съем слона,569.5,0,0,0,ModernЪ,190.9,0,1,2,Детская поликлиника,436.6,0,0,5,Не удалось узнать название,115.7,0,5,15
2778.0,Cheez,510.9,0,0,0,Ш&Ш,370.2,0,0,2,Микрорайон Звездный,104.8,0,8,18,Не удалось узнать название,249.4,0,4,23
2780.0,Green Green,329.0,0,0,2,Magic Burger,202.0,0,4,7,Улица Корнеева,37.1,2,6,16,Не удалось узнать название,118.5,0,10,23
2781.0,Green House,580.0,0,0,0,Пончики,108.7,0,1,4,Улица Крайняя,238.5,0,2,21,Не удалось узнать название,111.4,0,15,31
2783.0,Traveler's Coffee,397.9,0,0,1,Утка по-пекински,134.3,0,1,7,Улица Горького,47.3,2,12,20,Не удалось узнать название,71.7,3,18,48
2785.0,Coffee Smile Family,138.3,0,2,2,Съем слона,126.8,0,4,4,Оптима,80.6,2,14,18,Не удалось узнать название,30.4,1,16,40
2786.0,Green Green,389.5,0,0,1,ЧебурекМи,576.6,0,0,0,Не удалось узнать название,567.2,0,0,0,Не удалось узнать название,457.8,0,0,1
2787.0,Гараж,667.9,0,0,0,Не удалось узнать название,237.0,0,1,5,Спорткомплекс «Сибиряк»,258.2,0,7,24,Не удалось узнать название,181.6,0,1,8
2788.0,Green Green,123.6,0,1,2,Chicken Dener,153.9,0,4,7,Бизнес-центр Баланс,149.4,0,12,18,Не удалось узнать название,20.5,6,18,42
2789.0,Гостиный двор 2001,178.5,0,7,17,Европа,121.3,0,3,16,Театр оперы и балета,89.1,1,5,11,Не удалось узнать название,37.4,4,15,36
2791.0,Chance,337.9,0,0,1,Chicken Dener,429.9,0,0,2,Улица Линейная (улица Мужества),112.7,0,9,24,Не удалось узнать название,129.6,0,5,17
2792.0,Rada,140.8,0,3,6,Перцы,32.6,2,3,6,Сибирский институт искусств,144.5,0,2,7,Не удалось узнать название,51.0,6,18,30
2793.0,Кофеварка,189.2,0,2,3,Арго,48.6,1,1,2,Площадь Победы,114.1,0,4,11,Не удалось узнать название,47.1,4,13,26
2795.0,Traveler's Coffee,236.3,0,1,1,Рататуй,230.8,0,1,3,Улица Профсоюзов,188.4,0,8,20,Не удалось узнать название,25.9,3,24,57
2796.0,Шанс 1,37.6,1,2,2,Съем слона,126.3,0,2,6,1-й микрорайон,89.3,1,12,20,Не удалось узнать название,31.2,1,18,35
2797.0,Перцы,324.9,0,0,4,ЧебурекМи,378.1,0,0,4,Утиный плёс,51.8,4,6,18,Не удалось узнать название,42.3,2,22,52
2798.0,Академия Кофе,493.5,0,0,1,ShаurMeals,270.1,0,1,1,Городской архив,24.5,2,8,20,Не удалось узнать название,99.3,1,9,21
2801.0,Роща,461.0,0,0,1,ЧебурекМи,675.4,0,0,0,5-й микрорайон,50.7,2,8,12,Не удалось узнать название,32.3,1,3,8
2802.0,Черногор,282.6,0,1,1,Шаурма 24,232.0,0,1,3,1000 мелочей,62.8,1,10,12,Не удалось узнать название,75.3,2,14,42
2804.0,Green Green,123.1,0,1,1,ЧебурекМи,114.8,0,3,5,Улица Мартынова,94.3,1,12,18,Не удалось узнать название,85.5,1,5,13
2806.0,Эдем,274.0,0,1,2,Лотос,155.6,0,1,6,Не удалось узнать название,59.4,2,3,8,Не удалось узнать название,100.3,0,4,15
2807.0,Green Green,162.4,0,4,5,Chicken Dener,168.4,0,2,5,Гастроном,159.2,0,8,8,Не удалось узнать название,112.3,0,6,12
2808.0,Толстый край,51.6,2,11,18,Чешуя,93.1,1,13,17,Площадь Революции,115.2,0,7,16,Не удалось узнать название,59.2,2,20,40
2809.0,Shawa_1_,390.3,0,0,1,Шаурмечная 1,328.1,0,0,1,Комсомольский проспект,149.9,0,4,12,Не удалось узнать название,37.8,3,6,28
2810.0,Traveler's Coffee,55.9,2,4,10,Mama Roma,40.7,2,6,11,улица Карла Маркса,202.1,0,12,18,Не удалось узнать название,14.8,1,10,42
2811.0,9 Драконов,668.9,0,0,0,Смайк,488.0,0,0,1,Дрожжевой завод,67.9,2,4,6,Не удалось узнать название,35.6,1,6,16
2812.0,Green House,228.3,0,1,2,Робинзон,197.0,0,2,5,улица Северная,158.3,0,4,22,Не удалось узнать название,36.4,3,30,50
2813.0,U-Cafe,101.5,0,1,1,ЧебурекМи,122.3,0,3,5,Сибирский федеральный университет,221.5,0,8,8,Не удалось узнать название,40.4,1,5,11
2815.0,Вилка-ложка,68.7,1,5,5,Додо Пицца,148.3,0,2,2,Золотая нива,36.1,2,6,8,Не удалось узнать название,61.7,1,5,18
2816.0,У Фонтана,298.7,0,1,2,Гриль №1,479.0,0,0,1,Шукшина,207.6,0,4,21,Не удалось узнать название,29.0,1,2,10
2817.0,Нью-Йорк пицца,446.6,0,0,1,Суши маке,463.0,0,0,1,Лазурная улица,177.2,0,3,5,Не удалось узнать название,109.1,0,3,6
2818.0,Гриль бар BBQ,17.7,1,3,6,Манхеттен-пицца,189.4,0,3,6,Краевой дом моды,26.0,2,9,29,Не удалось узнать название,80.0,2,7,24
2819.0,Точка кофе,117.6,0,16,45,Лаврушка,111.0,0,20,44,Площадь Ленина,11.7,2,12,21,Не удалось узнать название,57.4,2,7,19
2820.0,Русские блины,362.7,0,0,2,Дон Самурай,519.2,0,0,0,Поликлиника(ул.Тюленина),68.9,1,3,10,Не удалось узнать название,23.8,2,6,24
2821.0,Skuratov Coffee,7.1,5,6,7,ПловБери,25.4,10,10,10,Мега,141.7,0,5,13,Не удалось узнать название,159.9,0,3,4
2823.0,Не удалось узнать название,233.1,0,1,2,Coffee Like,97.3,1,5,7,Октябрьская,157.9,0,5,8,Не удалось узнать название,27.0,4,11,30
2824.0,Не удалось узнать название,235.0,0,2,2,Суши маке,347.9,0,0,1,Автопорт Калининский (высадка),82.1,1,5,10,Не удалось узнать название,79.9,3,5,16
2825.0,"Пицца на Дровах, служба доставки пиццы",230.1,0,1,1,Суши маке,477.7,0,0,3,Станиславский жилмассив,297.1,0,1,8,Не удалось узнать название,135.3,0,7,14
2826.0,Дымок,334.6,0,0,3,New York Pizza,132.6,0,5,14,ул. Малахова,80.8,2,12,34,Не удалось узнать название,108.8,0,3,13
2827.0,Kuzina,202.5,0,4,8,Вкусно и точка,63.5,3,10,10,Гагаринская,10.1,4,7,15,Не удалось узнать название,97.7,1,9,22
2828.0,Traveler’s Coffee,33.4,3,10,16,Перчини,40.0,4,11,18,Центральный рынок,145.1,0,6,17,Не удалось узнать название,109.1,0,9,34
2829.0,Cinnabon,43.4,2,2,3,ЧебурекМи,38.1,6,7,11,"ТиКРЦ ""Сибирский Молл""",111.8,0,4,6,Не удалось узнать название,77.4,1,14,38
2830.0,Седьмое небо,319.9,0,0,5,Гостевой дом,314.2,0,0,5,Санаторий Сибирь,367.5,0,0,5,Не удалось узнать название,111.4,0,3,15
2831.0,Флагман,324.1,0,0,1,Шаурма,134.8,0,3,6,Центр,95.7,1,3,5,Не удалось узнать название,50.0,1,6,15
2832.0,Восточный вкус,48.0,1,6,12,Суши маке,109.7,0,4,20,Площадь Карла Маркса,40.3,1,14,27,Не удалось узнать название,150.4,0,3,15
2833.0,Kuzina,361.6,0,0,1,New York Pizza,18.4,1,2,3,Чистая слобода,50.1,1,5,8,Не удалось узнать название,27.5,3,5,8
2837.0,Золотой цыпленок,83.2,1,1,2,ЧебурекМи,178.0,0,2,2,Ж/д вокзал (конечная),68.2,1,19,25,Не удалось узнать название,43.3,2,15,37
2838.0,Traveler's Coffee,125.1,0,1,1,Рататуй,135.5,0,2,4,Улица Робеспьера,35.7,5,10,28,Не удалось узнать название,47.1,3,23,59
2840.0,Coffee Smile Family,138.3,0,2,2,Съем слона,126.8,0,4,4,Оптима,80.6,2,14,18,Не удалось узнать название,30.4,1,16,40
2841.0,Cinnabon,13.7,2,2,4,Бургер Кинг,20.5,1,2,6,Заря,97.5,1,8,22,Не удалось узнать название,54.7,1,8,15
2842.0,Келди,404.1,0,0,6,Naza,389.6,0,0,6,Речной вокзал,229.2,0,6,10,Не удалось узнать название,90.6,2,10,14
2843.0,Келди,404.1,0,0,6,Naza,389.6,0,0,6,Речной вокзал,229.2,0,6,10,Не удалось узнать название,90.6,2,10,14
2844.0,Чайхана,473.2,0,0,2,Блинная,229.6,0,1,2,площадь Мира,185.2,0,1,10,Не удалось узнать название,255.6,0,1,5
2846.0,Нарине,284.9,0,2,3,Дока-пицца,519.2,0,0,0,Димитрова,44.6,1,3,4,Не удалось узнать название,58.9,2,9,13
2847.0,Угол,182.3,0,1,3,Вкусно — и точка,82.3,1,1,4,Центральный рынок,184.7,0,6,19,Не удалось узнать название,130.4,0,7,14
2848.0,Бриошь,70.7,1,1,2,Тутто Минутто Pizza,273.8,0,1,6,Площадь Ленина,171.0,0,3,8,Не удалось узнать название,110.8,0,5,5
2849.0,Золотой улей,492.6,0,0,1,Столовая Сели-поели,39.1,1,2,3,Не удалось узнать название,100.8,0,4,8,Не удалось узнать название,158.4,0,5,8
2850.0,Виктория,224.2,0,1,1,Роза ветров,581.2,0,0,0,Курганская,45.8,2,6,8,Не удалось узнать название,479.2,0,0,1
2853.0,Венеция,324.3,0,0,1,Чикен Пицца,385.3,0,0,1,428 км,160.5,0,4,11,Не удалось узнать название,59.3,2,6,9
2855.0,Лакомка,143.7,0,4,5,Не удалось узнать название,237.9,0,1,1,Не удалось узнать название,436.5,0,0,2,Не удалось узнать название,233.0,0,1,4
2860.0,Радуга Вкуса,68.2,1,2,2,Арба,105.2,0,1,2,Улица 50 лет Октября,205.3,0,6,15,Не удалось узнать название,150.0,0,3,8
2861.0,Астория,129.5,0,1,2,"Пиццерия ""Колизей-сити""",388.1,0,0,1,Центр,89.4,1,2,4,Не удалось узнать название,118.4,0,6,10
2862.0,Пельменная,229.4,0,1,5,Пельменная,235.2,0,1,2,Не удалось узнать название,206.6,0,4,8,Не удалось узнать название,173.4,0,2,9
2864.0,Не удалось узнать название,258.6,0,1,2,"Бистро ""Беседа""",150.8,0,2,2,Рынок,113.5,0,3,5,Не удалось узнать название,125.2,0,3,5
2865.0,Не удалось узнать название,339.6,0,0,1,Бургер Кинг,209.3,0,4,4,Стоматологическая поликлиника,101.2,0,8,12,Не удалось узнать название,240.6,0,1,6
2866.0,Asia,270.3,0,1,8,Бургерная #1,210.0,0,1,4,Не удалось узнать название,384.4,0,0,5,Не удалось узнать название,363.9,0,0,4
2868.0,Кафе ВСТРЕЧА,229.2,0,1,1,Не удалось узнать название,327.2,0,0,2,остановка Универмаг,29.0,2,4,9,Не удалось узнать название,210.8,0,1,3
2869.0,Не удалось узнать название,188.9,0,2,3,One Price Coffee,101.9,0,2,5,площадь Ленина,45.2,2,4,4,Не удалось узнать название,35.2,1,6,11
2873.0,Traveler's Coffee,534.2,0,0,0,Koval food,207.9,0,1,2,Ваша Реклама,64.2,2,4,6,Не удалось узнать название,66.3,1,1,4
2875.0,Не удалось узнать название,103.4,0,2,2,Не удалось узнать название,81.5,2,2,3,Не удалось узнать название,186.1,0,1,4,Не удалось узнать название,475.9,0,0,1
2876.0,Бодрящий поцелуй,24.7,3,3,7,Европейская,7.2,6,8,12,Областная больница,55.3,2,6,9,Не удалось узнать название,26.6,10,24,44
2878.0,Фарфор,401.3,0,0,2,Додо Пицца,201.9,0,1,1,ЦНТИ,95.6,1,6,8,Не удалось узнать название,117.6,0,11,22
2879.0,Остров Счастья,45.9,2,5,8,Пак Дегам,337.1,0,0,1,Дом правительства,236.7,0,3,12,Не удалось узнать название,104.7,0,2,4
2880.0,Арсенал,18.4,2,5,13,Don Donuts,212.2,0,3,7,Московский политех,214.8,0,8,16,Не удалось узнать название,200.3,0,1,7
2882.0,"Зацепи Кофе. Северная, 299",337.2,0,0,8,Синьор Помидор,180.5,0,4,10,улица Хакурате,208.0,0,10,16,Не удалось узнать название,87.9,1,6,19
2883.0,ЭГО,48.4,1,1,1,Автосуши Автопицца,141.8,0,2,2,Проезд Сиреневый,207.9,0,9,11,Не удалось узнать название,44.2,2,10,15
2884.0,Coffee Like,20.7,1,7,18,Марше,23.8,1,4,6,Драмтеатр имени А.С. Пушкина,71.7,1,6,9,Не удалось узнать название,51.5,3,12,25
2885.0,Crazy Sushi,549.7,0,0,0,Едок,51.8,1,1,11,"Гипермаркет ""Европа""",67.4,2,4,13,Не удалось узнать название,42.4,2,9,25
2886.0,Макпицца,266.2,0,1,1,Шаурма По-Братски,64.5,1,1,3,Областная больница,40.1,3,3,10,Не удалось узнать название,32.8,1,2,9
2887.0,Парус,82.2,1,1,1,Шаурма,100.2,0,2,2,"Кинотеатр ""Родина""",105.1,0,2,4,Не удалось узнать название,90.3,2,7,10
2888.0,Bombino,183.2,0,1,1,Шашлычный дворик,211.6,0,8,9,Народная улица,157.1,0,2,6,Не удалось узнать название,83.7,1,6,9
