id,atm_group,address,geo_address,geo_lon,geo_lat,country,province,area,locality,street,house,target,isTrain
2001.0,496.5,VOLODARSKOGO 1            BOGUCHAR    ,"Россия, Воронежская область, Богучар, улица Володарского, 1",40.558306,49.936701,Россия,Воронежская область,городское поселение Богучар,Богучар,улица Володарского,1,,False
2002.0,1022.0,ABB 74A 10 LET OKTYABRYA  OMSK        ,"Россия, Омск, улица 10 лет Октября, 74А",73.399213,54.984718,Россия,Омская область,городской округ Омск,Омск,улица 10 лет Октября,74А,,False
2003.0,496.5,LENINA 35                 KURGANINSK  ,"Россия, Краснодарский край, Курганинск, улица Ленина, 35",40.59008,44.884077,Россия,Краснодарский край,Курганинское городское поселение,Курганинск,улица Ленина,35,-0.1103586594945267,True
2004.0,496.5,KOVALYA 50A               KALININSKAYA,"Россия, Краснодарский край, станица Калининская, улица Коваля, 50А",38.667936,45.485917,Россия,Краснодарский край,Калининское сельское поселение,станица Калининская,улица Коваля,50А,-0.0376789439847384,True
2005.0,496.5,LENINA 36                 BRUHOVETSKAY,"Россия, Краснодарский край, Брюховецкий район, станица Брюховецкая, улица Ленина, 36",39.004823,45.804372,Россия,Краснодарский край,Брюховецкое сельское поселение,станица Брюховецкая,улица Ленина,36,,False
2006.0,496.5,LENINA 32                 MUROM       ,"Россия, Владимирская область, Муром, улица Ленина, 32",42.054378,55.577113,Россия,Владимирская область,округ Муром,Муром,улица Ленина,32,-0.1001214289644553,True
2007.0,496.5,LENINA 23                 SHUYA       ,"Россия, Ивановская область, Шуя, улица Ленина, 23",41.385268,56.854625,Россия,Ивановская область,городской округ Шуя,Шуя,улица Ленина,23,-0.0622680912022026,True
2008.0,496.5,KUYBYSHEVSKAYA 56         KINEL-CHERKA,"Россия, Самарская область, сельское поселение Кинель-Черкассы, село Кинель-Черкассы, Куйбышевская улица, 54А",51.515309,53.462834,Россия,Самарская область,сельское поселение Кинель-Черкассы,село Кинель-Черкассы,Куйбышевская улица,54А,,False
2009.0,496.5,LENINA 28                 SHALINSKOYE ,"Россия, Красноярский край, Манско-Уярский округ, село Шалинское, улица Ленина, 28",93.761523,55.71949,Россия,Красноярский край,Манско-Уярский округ,село Шалинское,улица Ленина,28,-0.1082009779374695,True
2010.0,496.5,PR-T LENINA 126A          OBNINSK     ,"Россия, Калужская область, Обнинск, проспект Ленина, 126А",36.591032,55.109945,Россия,Калужская область,городской округ Обнинск,Обнинск,проспект Ленина,126А,-0.0179075267548397,True
2011.0,496.5,BOROVSKAYA 5              BALABANOVO  ,"Россия, Калужская область, Боровский муниципальный округ, Балабаново, Боровская улица, 5",36.655611,55.180604,Россия,Калужская область,городское поселение Балабаново,Балабаново,Боровская улица,5,-0.0008294956654186,True
2012.0,496.5,SOVETSKAYA 21             ZHUKOV      ,"Россия, Калужская область, Жуков, Советская улица, 21",36.750545,55.028073,Россия,Калужская область,городское поселение Жуков,Жуков,Советская улица,21,-0.0476678404207127,True
2013.0,1022.0,ABB 16B AK. GLUSHKO       KAZAN       ,"Россия, Республика Татарстан (Татарстан), Казань, улица Академика Глушко, 16/24",49.23534,55.783818,Россия,Республика Татарстан (Татарстан),городской округ Казань,Казань,улица Академика Глушко,16/24,-0.0530655755906621,True
2014.0,1022.0,ABB 7A OKRUZHNOE SH.      ELABUGA     ,"Россия, Республика Татарстан (Татарстан), Елабуга, Окружное шоссе, 7А",52.000588,55.757749,Россия,Республика Татарстан (Татарстан),муниципальное образование Елабуга,Елабуга,Окружное шоссе,7А,-0.096355857046655,True
2015.0,496.5,INTERNATSIONALNAYA 17     RYAZAN      ,"Россия, Рязань, район Канищево, Интернациональная улица, 17",39.661931,54.666734,Россия,Рязанская область,городской округ Рязань,Рязань,Интернациональная улица,17,,False
2016.0,496.5,K.MARKSA 20A              ZERNOGRAD   ,"Россия, Ростовская область, Зерноград, улица Карла Маркса, 20А",40.31365,46.847148,Россия,Ростовская область,Зерноградское городское поселение,Зерноград,улица Карла Маркса,20А,,False
2017.0,496.5,DORZHIEVA 24A             MUKHORSHIBIR,"Россия, Республика Бурятия, сельское поселение Мухоршибирское, село Мухоршибирь, улица Доржиева, 24А",107.822322,51.04894,Россия,Республика Бурятия,сельское поселение Мухоршибирское,село Мухоршибирь,улица Доржиева,24А,0.017372643984509,True
2018.0,496.5,POCHTOVAYA 1              RYBNOYE     ,"Россия, Рязанская область, Рыбное, Почтовая улица, 1",39.505723,54.731207,Россия,Рязанская область,Рыбновское городское поселение,Рыбное,Почтовая улица,1,-0.0576979546889147,True
2019.0,496.5,VOLKOVA 16-B              NOVOMICHURIN,"Россия, Рязанская область, Пронский район, Новомичуринск, улица Волкова, 16Б",39.747765,54.038344,Россия,Рязанская область,Новомичуринское городское поселение,Новомичуринск,улица Волкова,16Б,-0.1079824610186854,True
2020.0,496.5,LENINA 53                 BAKCHAR     ,"Россия, Томская область, село Бакчар, улица Ленина, 53",82.063446,57.017801,Россия,Томская область,Бакчарский район,село Бакчар,улица Ленина,53,,False
2021.0,496.5,OKTYABRSKAYA 24           KABANSK     ,"Россия, Республика Бурятия, Кабанский район, село Кабанск, Октябрьская улица, 24",106.653416,52.05418,Россия,Республика Бурятия,Кабанский район,село Кабанск,Октябрьская улица,24,0.0007007466601096,True
2022.0,496.5,SADOVAYA 27B              KRIVODANOVKA,"Россия, Новосибирский район, село Криводановка, Садовая улица, 27",82.646821,55.086337,Россия,Новосибирская область,Криводановский сельсовет,село Криводановка,Садовая улица,27,-0.0276573657875183,True
2023.0,496.5,SOVETSKAYA 19             KUGESI      ,"Россия, Чувашская Республика — Чувашия, Чебоксарский муниципальный округ, посёлок городского типа Кугеси, Советская улица, 19",47.294611,56.029642,Россия,Чувашская Республика — Чувашия,Чебоксарский муниципальный округ,посёлок городского типа Кугеси,Советская улица,19,-0.0778711918613832,True
2024.0,496.5,KOMMUNAROV 89             ELETS       ,"Россия, Липецкая область, Елец, улица Коммунаров, 89",38.474619,52.626262,Россия,Липецкая область,городской округ Елец,Елец,улица Коммунаров,89,-0.0246516032485387,True
2025.0,1022.0,ABB 35 STROITELEJ PR.     ALMETEVSK   ,"Россия, Республика Татарстан (Татарстан), Альметьевск, проспект Строителей, 35",52.272356,54.902765,Россия,Республика Татарстан (Татарстан),муниципальное образование Альметьевск,Альметьевск,проспект Строителей,35,-0.1025153879553876,True
2026.0,496.5,ALEKSANDRO-ZAVODSKAYA 21  CHITA       ,"Россия, Забайкальский край, Чита, Александро-Заводская улица, 21",113.532311,52.029657,Россия,Забайкальский край,городской округ Чита,Чита,Александро-Заводская улица,21,,False
2027.0,496.5,MELNIKOVA 106             CHERLAK     ,"Россия, Омская область, рабочий посёлок Черлак, улица Мельникова, 106",74.797899,54.151887,Россия,Омская область,Черлакское городское поселение,рабочий посёлок Черлак,улица Мельникова,106,-0.0506266855287384,True
2028.0,496.5,SOVETSKAYA 26             NOVOKHOPERSK,"Россия, Воронежская область, Новохопёрск, Советская улица, 28",41.624211,51.098363,Россия,Воронежская область,городское поселение Новохопёрск,Новохопёрск,Советская улица,28,,False
2029.0,496.5,SHOKHINA 4                ZEYA        ,"Россия, Амурская область, Зея, улица Шохина, 4",127.276534,53.753331,Россия,Амурская область,городской округ Зея,Зея,улица Шохина,4,,False
2030.0,496.5,KUYBYSHEVA 27             ZAVITINSK   ,"Россия, Амурская область, Завитинск, улица Куйбышева, 27/72",129.443612,50.111562,Россия,Амурская область,Завитинский муниципальный округ,Завитинск,улица Куйбышева,27/72,-0.1450012314747548,True
2031.0,496.5,GOGOLYA 40                BELORECHENSK,"Россия, Краснодарский край, Белореченск, улица Гоголя, 40",39.874275,44.758638,Россия,Краснодарский край,Белореченское городское поселение,Белореченск,улица Гоголя,40,,False
2032.0,496.5,MONTAZHNIKOV 38           KIROV       ,"Россия, Киров, улица Монтажников, 38",49.615813,58.609502,Россия,Кировская область,муниципальное образование Киров,Киров,улица Монтажников,38,-0.1147891151306905,True
2033.0,496.5,POBEDY 67/2               PETROPAVLOVS,"Россия, Камчатский край, Петропавловск-Камчатский, проспект Победы, 67/2",158.588014,53.070598,Россия,Камчатский край,городской округ Петропавловск-Камчатский,Петропавловск-Камчатский,проспект Победы,67/2,0.0190607428520956,True
2034.0,496.5,POLEVAYA 4                MEDVEDEVO   ,"Россия, Республика Марий Эл, городское поселение Медведево, посёлок городского типа Медведево, Полевая улица, 4",47.803983,56.637595,Россия,Республика Марий Эл,городское поселение Медведево,посёлок городского типа Медведево,Полевая улица,4,-0.0274751961229577,True
2035.0,496.5,UPITA 5A                  KIROV       ,"Россия, Киров, улица Андрея Упита, 5А",49.591199,58.605578,Россия,Кировская область,муниципальное образование Киров,Киров,улица Андрея Упита,5А,-0.1013755908540726,True
2036.0,3185.5,"B.JAKIMANKA,39            MOSKVA      ","Россия, Москва, улица Большая Якиманка, 39",37.613296,55.733852,Россия,Москва,,Москва,улица Большая Якиманка,39,,False
2037.0,3185.5,"GAZPROMOVSKAJA, 65        ORENBURG    ","Россия, Оренбург, микрорайон Ростоши, Газпромовская улица, 65",55.218318,51.784343,Россия,Оренбургская область,городской округ Оренбург,Оренбург,Газпромовская улица,65,,False
2038.0,3185.5,"PUSHKINSKAJA, 20          ORENBURG    ","Россия, Оренбург, Пушкинская улица, 20",55.101195,51.7617,Россия,Оренбургская область,городской округ Оренбург,Оренбург,Пушкинская улица,20,-0.1142516675766645,True
2039.0,3185.5,"AVTOREMONTNAJA,1          ORENBURG    ","Россия, Оренбург, Авторемонтная улица, 1",55.16379,51.794432,Россия,Оренбургская область,городской округ Оренбург,Оренбург,Авторемонтная улица,1,,False
2040.0,3185.5,"POBEDY, 1A                ORENBURG    ","Россия, Оренбург, проспект Победы, 1А",55.103495,51.770902,Россия,Оренбургская область,городской округ Оренбург,Оренбург,проспект Победы,1А,-0.0014705937996398,True
2041.0,3185.5,"ALTUFEVSKOE70,1.          MOSKVA      ","Россия, Москва, Алтуфьевское шоссе, 70к1",37.588683,55.888296,Россия,Москва,,Москва,Алтуфьевское шоссе,70к1,,False
2042.0,3185.5,"7KOZHUHOVSKAJA,VL3A       MOSKVA      ","Россия, Москва, Москва, 7-я Кожуховская улица, вл5Б",37.617644,55.755819,Россия,Москва,,Москва,7-я Кожуховская улица,вл5Б,-0.0472112971832338,True
2043.0,3185.5,"NOVYJ ARBAT, 19           MOSKVA      ","Россия, Москва, улица Новый Арбат, 19",37.589293,55.751948,Россия,Москва,,Москва,улица Новый Арбат,19,,False
2044.0,3185.5,"TOVARNAJA, VL. 2          CHEHOV      ","Россия, Московская область, Чехов, Товарная улица, 2",37.489086,55.146805,Россия,Московская область,муниципальный округ Чехов,Чехов,Товарная улица,2,-0.072293879303831,True
2045.0,3185.5,"NAHIMOVSK, 57             MOSKVA      ","Россия, Москва, Нахимовский проспект, 57",37.561032,55.678326,Россия,Москва,,Москва,Нахимовский проспект,57,-0.041349626558098,True
2046.0,3185.5,"JAROSLAVSKOE,31           MOSKVA      ","Россия, Москва, Ярославское шоссе, 31",37.687839,55.859968,Россия,Москва,,Москва,Ярославское шоссе,31,,False
2047.0,3185.5,"LOMONOSOVSKI,15           MOSKVA      ","Россия, Москва, Ломоносовский проспект, 15",37.540713,55.688878,Россия,Москва,,Москва,Ломоносовский проспект,15,-0.0514718509716216,True
2048.0,3185.5,"OBRUCHEVA, 27             MOSKVA      ","Россия, Москва, улица Обручева, 27к1",37.536077,55.656864,Россия,Москва,,Москва,улица Обручева,27к1,-0.1198933479367795,True
2049.0,3185.5,TUL M.GOR'KOGO 7A         TULA        ,"Россия, Тула, улица Максима Горького, 7А",37.618022,54.214219,Россия,Тульская область,городской округ Тула,Тула,улица Максима Горького,7А,-0.0693224806219771,True
2051.0,3185.5,TUL FRUNZE 22             TULA        ,"Россия, Тула, улица Фрунзе, 22",37.591836,54.187959,Россия,Тульская область,городской округ Тула,Тула,улица Фрунзе,22,-0.1450012314747548,True
2052.0,3185.5,"KOMMUNALNAYA, 53          STREZHEVOJ  ","Россия, Томская область, Стрежевой, Коммунальная улица, 53с3",77.581104,60.72834,Россия,Томская область,городской округ Стрежевой,Стрежевой,Коммунальная улица,53с3,-0.0019956571937683,True
2053.0,3185.5,"SOLNECHNAJA,2 5           SEVERSK     ","Россия, Томская область, Северск, Солнечная улица, 2с5",84.916298,56.583346,Россия,Томская область,городской округ Северск,Северск,Солнечная улица,2с5,-0.0101744844630349,True
2054.0,3185.5,"POBEDY, 12-B              SEVERSK     ","Россия, Томская область, Северск, улица Победы, 12А",84.918094,56.577972,Россия,Томская область,городской округ Северск,Северск,улица Победы,12А,-0.025938220090283,True
2055.0,3185.5,"TRANSPORTNAY, 30          SEVERSK     ","Россия, Томская область, Северск, Транспортная улица, 30",84.887075,56.608714,Россия,Томская область,городской округ Северск,Северск,Транспортная улица,30,0.0146221654593617,True
2057.0,3185.5,"IVANA CHERNYH, 96         TOMSK       ","Россия, Томск, улица Ивана Черных, 96",85.058968,56.523012,Россия,Томская область,городской округ Томск,Томск,улица Ивана Черных,96,-0.040021626750171,True
2058.0,3185.5,"LENINA, 217               TOMSK       ","Россия, Томск, проспект Ленина, 217",84.943211,56.51226,Россия,Томская область,городской округ Томск,Томск,проспект Ленина,217,-0.0707684277496349,True
2059.0,3185.5,"LENINA, 36                TOMSK       ","Россия, Томск, проспект Ленина, 36",84.947568,56.469463,Россия,Томская область,городской округ Томск,Томск,проспект Ленина,36,-0.0692323018881357,True
2060.0,3185.5,"KOMSOMOLSKIJ, 75          TOMSK       ","Россия, Томск, Комсомольский проспект, 75",84.981003,56.468443,Россия,Томская область,городской округ Томск,Томск,Комсомольский проспект,75,-0.1072388101981512,True
2061.0,3185.5,"BERINGA, 10               TOMSK       ","Россия, Томск, улица Беринга, 10",85.03368,56.516263,Россия,Томская область,городской округ Томск,Томск,улица Беринга,10,-0.0800818402124782,True
2062.0,3185.5,"PER.1905 GODA, 7          TOMSK       ","Россия, Томск, переулок 1905 года, 7",84.947119,56.493422,Россия,Томская область,городской округ Томск,Томск,переулок 1905 года,7,,False
2063.0,3185.5,"VYSOCKOGO, 7              TOMSK       ","Россия, Томск, улица Владимира Высоцкого, 7",85.070215,56.514451,Россия,Томская область,городской округ Томск,Томск,улица Владимира Высоцкого,7,,False
2064.0,3185.5,LENINA 6                  TOMSK       ,"Россия, Томск, проспект Ленина, 6",84.950613,56.458258,Россия,Томская область,городской округ Томск,Томск,проспект Ленина,6,-0.002501045187217,True
2065.0,3185.5,"IVANA CHERNYH, 96-1       TOMSK       ","Россия, Томск, улица Ивана Черных, 96с1",85.05798,56.521889,Россия,Томская область,городской округ Томск,Томск,улица Ивана Черных,96с1,0.0349804825041958,True
2066.0,3185.5,"BIRJUKOVA, 12B            TOMSK       ","Россия, Томск, микрорайон Солнечный, улица Бирюкова, 12",85.037211,56.504248,Россия,Томская область,городской округ Томск,Томск,улица Бирюкова,12,,False
2067.0,3185.5,"USOVA, 4A                 TOMSK       ","Россия, Томск, улица Усова, 4А",84.953236,56.464445,Россия,Томская область,городской округ Томск,Томск,улица Усова,4А,-0.0051305855014683,True
2068.0,3185.5,"GAGARINA, 27              TOMSK       ","Россия, Томск, улица Гагарина, 27",84.95108,56.479938,Россия,Томская область,городской округ Томск,Томск,улица Гагарина,27,-0.0045444901829447,True
2069.0,3185.5,"KOMSOMOLSKIJ, 62          TOMSK       ","Россия, Томск, Комсомольский проспект, 62",84.983842,56.472968,Россия,Томская область,городской округ Томск,Томск,Комсомольский проспект,62,,False
2070.0,3185.5,"LENINA, 40                TOMSK       ","Россия, Томск, проспект Ленина, 40",84.949742,56.474102,Россия,Томская область,городской округ Томск,Томск,проспект Ленина,40,-0.0062556812775596,True
2071.0,3185.5,"KIROVA, 41                TOMSK       ","Россия, Томск, проспект Кирова, 41",84.97264,56.465664,Россия,Томская область,городской округ Томск,Томск,проспект Кирова,41,-0.1062207215048016,True
2072.0,3185.5,"KIROVA, 65                TOMSK       ","Россия, Томск, проспект Кирова, 65",84.988423,56.461178,Россия,Томская область,городской округ Томск,Томск,проспект Кирова,65,,False
2073.0,3185.5,"FRUNZE, 240               TOMSK       ","Россия, Томск, проспект Фрунзе, 240",85.017097,56.476075,Россия,Томская область,городской округ Томск,Томск,проспект Фрунзе,240,,False
2074.0,3185.5,"1905 GODA, 14-1           TOMSK       ","Россия, Томск, переулок 1905 года, 14/1",84.950218,56.494088,Россия,Томская область,городской округ Томск,Томск,переулок 1905 года,14/1,-0.0005588585006948,True
2075.0,3185.5,"NAHIMOVA, 15              TOMSK       ","Россия, Томск, улица Нахимова, 15",84.973376,56.454717,Россия,Томская область,городской округ Томск,Томск,улица Нахимова,15,-0.0236958042364501,True
2076.0,3185.5,"PERVOMAJSKAJA, 5          SEVERSK     ","Россия, Томская область, Северск, Первомайская улица, 5",84.859533,56.607248,Россия,Томская область,городской округ Северск,Северск,Первомайская улица,5,,False
2077.0,3185.5,"KALININA, 157A            SEVERSK     ","Россия, Томская область, Северск, улица Калинина, 157А",84.929063,56.588497,Россия,Томская область,городской округ Северск,Северск,улица Калинина,157А,,False
2079.0,3185.5,"VERSHININA, 74            TOMSK       ","Россия, Томск, улица Вершинина, 74",84.964196,56.451061,Россия,Томская область,городской округ Томск,Томск,улица Вершинина,74,-0.0203975076056221,True
2080.0,3185.5,"KIROVA, 36                TOMSK       ","Россия, Томск, проспект Кирова, 36",84.969559,56.466683,Россия,Томская область,городской округ Томск,Томск,проспект Кирова,36,-0.0537303562000769,True
2081.0,3185.5,"IRKUTSKIJ T-KT, 54        TOMSK       ","Россия, Томск, Иркутский тракт, 54",85.011923,56.504442,Россия,Томская область,городской округ Томск,Томск,Иркутский тракт,54,,False
2082.0,3185.5,"KURCHATOVA, 1             SEVERSK     ","Россия, Томская область, Северск, улица Курчатова, 1",84.902077,56.589661,Россия,Томская область,городской округ Северск,Северск,улица Курчатова,1,-0.0851231603366179,True
2083.0,3185.5,"KOMSOMOLSKIJ, 70-1        TOMSK       ","Россия, Томск, Комсомольский проспект, 70/1",84.983492,56.466504,Россия,Томская область,городской округ Томск,Томск,Комсомольский проспект,70/1,,False
2084.0,3185.5,"40 LET POBEDY, 1-B-       ZONALNAJA ST","Россия, Томский район, посёлок Зональная Станция, улица 40 лет Победы, 1Б",85.01999,56.425781,Россия,Томская область,Зональненское сельское поселение,посёлок Зональная Станция,улица 40 лет Победы,1Б,,False
2086.0,3185.5,"IRKUTSKIJ T, 100          TOMSK       ","Россия, Томск, Иркутский тракт, 100",85.032054,56.510075,Россия,Томская область,городской округ Томск,Томск,Иркутский тракт,100,,False
2087.0,3185.5,"KOMMUNIST-SKIJ,96         SEVERSK     ","Россия, Томская область, Северск, Коммунистический проспект, 96",84.908842,56.590256,Россия,Томская область,городской округ Северск,Северск,Коммунистический проспект,96,,False
2088.0,3185.5,"30 LET POBEDY, 7          TOMSK       ","Россия, Томск, микрорайон Академгородок, улица 30-летия Победы, 7",85.0442,56.472108,Россия,Томская область,городской округ Томск,Томск,улица 30-летия Победы,7,-0.0112730670176038,True
2089.0,3185.5,"LENSKAJA, 53              TOMSK       ","Россия, Томск, Ленская улица, 53",84.973871,56.5254,Россия,Томская область,городской округ Томск,Томск,Ленская улица,53,0.0514753214448876,True
2090.0,3185.5,"LENINA, 36                TOMSK       ","Россия, Томск, проспект Ленина, 36",84.947568,56.469463,Россия,Томская область,городской округ Томск,Томск,проспект Ленина,36,-0.1193480214274997,True
2091.0,3185.5,"PUSHKINA, 63              TOMSK       ","Россия, Томск, улица Пушкина, 63",84.990067,56.499891,Россия,Томская область,городской округ Томск,Томск,улица Пушкина,63,,False
2092.0,3185.5,"MIRA, 21                  TOMSK       ","Россия, Томск, проспект Мира, 21",84.978245,56.51533,Россия,Томская область,городской округ Томск,Томск,проспект Мира,21,-0.0297846538038518,True
2093.0,3185.5,"AK.KOROLEVA,12            MOSKVA      ","Россия, Москва, улица Академика Королёва, 12",37.606281,55.822883,Россия,Москва,,Москва,улица Академика Королёва,12,0.0746958868278581,True
2094.0,3185.5,"AK.KOROLEVA,12            MOSKVA      ","Россия, Москва, улица Академика Королёва, 12",37.606281,55.822883,Россия,Москва,,Москва,улица Академика Королёва,12,0.003503468026472,True
2095.0,3185.5,"VOLODARSKOGO, 35          ORENBURG    ","Россия, Оренбург, улица Володарского, 35",55.10478,51.768238,Россия,Оренбургская область,городской округ Оренбург,Оренбург,улица Володарского,35,-0.0830030924030788,True
2096.0,3185.5,DRUJBY 11                 ORENBURG    ,"Россия, Оренбург, улица Дружбы, 11",55.147701,51.834464,Россия,Оренбургская область,городской округ Оренбург,Оренбург,улица Дружбы,11,-0.1000725368884681,True
2097.0,3185.5,"CHKALOVA ST, 1            ORENBURG    ","Россия, Оренбург, улица Чкалова, 1",55.119018,51.763885,Россия,Оренбургская область,городской округ Оренбург,Оренбург,улица Чкалова,1,,False
2098.0,3185.5,"POBEDY, 140V              ORENBURG    ","Россия, Оренбург, проспект Победы, 140В",55.138269,51.798325,Россия,Оренбургская область,городской округ Оренбург,Оренбург,проспект Победы,140В,,False
2099.0,3185.5,"PARKOVYI, 32              ORENBURG    ","Россия, Оренбургская область, городской округ Оренбург, Оренбург, Парковая улица, 32",55.084918,51.774017,Россия,Оренбургская область,городской округ Оренбург,Оренбург,Парковая улица,32,,False
2100.0,3185.5,"RAZDOLNAYA, 3             ORENBURG    ","Россия, Оренбург, Раздольная улица, 3",55.156172,51.770161,Россия,Оренбургская область,городской округ Оренбург,Оренбург,Раздольная улица,3,,False
2101.0,3185.5,"POBEDY, 118               ORENBURG    ","Россия, Оренбург, проспект Победы, 118",55.124291,51.790198,Россия,Оренбургская область,городской округ Оренбург,Оренбург,проспект Победы,118,,False
2102.0,3185.5,"SOVETSKAJA, 93A N.        NOVOTROICK  ","Россия, Оренбургская область, Новотроицк, Советская улица, 93А",58.28504,51.191089,Россия,Оренбургская область,городской округ Новотроицк,Новотроицк,Советская улица,93А,-0.0548119777535509,True
2103.0,3185.5,"SALMYSHSKAJA, 2           ORENBURG    ","Россия, Оренбург, Салмышская улица, 2",55.133544,51.844375,Россия,Оренбургская область,городской округ Оренбург,Оренбург,Салмышская улица,2,-0.0828039403218346,True
2104.0,3185.5,"MONTAZHNIKOV, 2           ORENBURG    ","Россия, Оренбург, улица Монтажников, 2",55.140002,51.801221,Россия,Оренбургская область,городской округ Оренбург,Оренбург,улица Монтажников,2,-0.0307439209317649,True
2105.0,3185.5,"BOLNICHNYJ, 12            ORENBURG    ","Россия, Оренбург, Больничный проезд, 12",55.12183,51.775505,Россия,Оренбургская область,городской округ Оренбург,Оренбург,Больничный проезд,12,-0.0999911519589801,True
2106.0,3185.5,KARAGANDINSKAJA 92        ORENBURG    ,"Россия, Оренбург, Карагандинская улица, 92",55.1561,51.785485,Россия,Оренбургская область,городской округ Оренбург,Оренбург,Карагандинская улица,92,-0.0754552815918825,True
2107.0,3185.5,"KOROSTELEVYH, 53          ORENBURG    ","Россия, Оренбург, проспект Братьев Коростелёвых, 53",55.070042,51.793351,Россия,Оренбургская область,городской округ Оренбург,Оренбург,проспект Братьев Коростелёвых,53,-0.0857875263302929,True
2108.0,3185.5,"SOVETSKAJA, 70  N.        NOVOTROICK  ","Россия, Оренбургская область, Новотроицк, Советская улица, 70",58.308495,51.196541,Россия,Оренбургская область,городской округ Новотроицк,Новотроицк,Советская улица,70,-0.1099632270268579,True
2109.0,3185.5,"SEVERNYJ, 12              ORENBURG    ","Россия, Оренбургская область, городской округ Оренбург, Оренбург, Северная улица, 12",55.171632,51.851435,Россия,Оренбургская область,городской округ Оренбург,Оренбург,Северная улица,12,-0.1110177596785985,True
2110.0,3185.5,DZHANGILDINA 13-1         ORENBURG    ,"Россия, Оренбург, улица Джангильдина, 13",55.161715,51.832182,Россия,Оренбургская область,городской округ Оренбург,Оренбург,улица Джангильдина,13,-0.0524417984113473,True
2111.0,3185.5,"CHKALOVA, 53-1            ORENBURG    ","Россия, Оренбург, улица Чкалова, 53/1",55.138682,51.770852,Россия,Оренбургская область,городской округ Оренбург,Оренбург,улица Чкалова,53/1,-0.1430756275190546,True
2112.0,3185.5,KOROSTELEVYH 22           ORENBURG    ,"Россия, Оренбург, проспект Братьев Коростелёвых, 22",55.074866,51.789418,Россия,Оренбургская область,городской округ Оренбург,Оренбург,проспект Братьев Коростелёвых,22,,False
2113.0,3185.5,SHARLYKSKOE SH.1          ORENBURG    ,"Россия, Оренбург, Шарлыкское шоссе, 1",55.118703,51.847646,Россия,Оренбургская область,городской округ Оренбург,Оренбург,Шарлыкское шоссе,1,-0.0317518896408187,True
2114.0,3185.5,"POBEDY, 155               ORENBURG    ","Россия, Оренбург, проспект Победы, 155",55.139194,51.81571,Россия,Оренбургская область,городской округ Оренбург,Оренбург,проспект Победы,155,-0.1414640776563427,True
2115.0,3185.5,"SALMYSHSKAJA, 54-1        ORENBURG    ","Россия, Оренбург, Салмышская улица, 54/1",55.171147,51.817631,Россия,Оренбургская область,городской округ Оренбург,Оренбург,Салмышская улица,54/1,-0.0789186460899072,True
2116.0,3185.5,"AMURSKAJA, 50             ORENBURG    ","Россия, Оренбург, Амурская улица, 50",55.121524,51.72047,Россия,Оренбургская область,городской округ Оренбург,Оренбург,Амурская улица,50,-0.0979185898889825,True
2117.0,3185.5,GAGARINA 48-3             ORENBURG    ,"Россия, Оренбург, проспект Гагарина, 48/3",55.185242,51.775739,Россия,Оренбургская область,городской округ Оренбург,Оренбург,проспект Гагарина,48/3,-0.0496463462505827,True
2118.0,3185.5,"PROLETARSKAJA, 247        ORENBURG    ","Россия, Оренбург, Пролетарская улица, 247",55.092706,51.798498,Россия,Оренбургская область,городской округ Оренбург,Оренбург,Пролетарская улица,247,,False
2119.0,3185.5,DZERZINSKOGO 33-1         ORENBURG    ,"Россия, Оренбург, проспект Дзержинского, 33с1",55.136921,51.839417,Россия,Оренбургская область,городской округ Оренбург,Оренбург,проспект Дзержинского,33с1,0.0147318928216002,True
2120.0,3185.5,"DZERZHINSKOGO, 23         ORENBURG    ","Россия, Оренбург, проспект Дзержинского, 23",55.128872,51.833429,Россия,Оренбургская область,городской округ Оренбург,Оренбург,проспект Дзержинского,23,-0.0075459976231546,True
2121.0,3185.5,"DZERZHINSKOGO, 4A         ORENBURG    ","Россия, Оренбург, проспект Дзержинского, 4А",55.116799,51.827368,Россия,Оренбургская область,городской округ Оренбург,Оренбург,проспект Дзержинского,4А,,False
2122.0,3185.5,"ODESSKAJA, 140            ORENBURG    ","Россия, Оренбург, Одесская улица, 140",55.140353,51.79393,Россия,Оренбургская область,городской округ Оренбург,Оренбург,Одесская улица,140,-0.0491967297127091,True
2123.0,3185.5,"SALMYSHSKAJA, 41          ORENBURG    ","Россия, Оренбург, Салмышская улица, 41",55.163215,51.827217,Россия,Оренбургская область,городской округ Оренбург,Оренбург,Салмышская улица,41,0.0194774300124518,True
2124.0,3185.5,70 LET VLKSM 16-1         ORENBURG    ,"Россия, Оренбург, Северный жилой район, микрорайон 70-летия ВЛКСМ, 16/1",55.142527,51.82656,Россия,Оренбургская область,городской округ Оренбург,Оренбург,улица 70 лет ВЛКСМ,16/1,,False
2125.0,3185.5,"LENINA, 62                IZOBILNYJ   ","Россия, Ставропольский край, Изобильный, улица Ленина, 62",41.710836,45.372063,Россия,Ставропольский край,Изобильненский муниципальный округ,Изобильный,улица Ленина,62,-0.0683390002984193,True
2126.0,3185.5,"PL. VYSTAVOCHNAJA,        SVETLOGRAD  ","Россия, Ставропольский край, Петровский муниципальный округ, Светлоград, Выставочная площадь",42.851759,45.328256,Россия,Ставропольский край,Петровский муниципальный округ,Светлоград,Выставочная площадь,,0.0074766064850281,True
