atm_id,atm_lat,atm_lon,nearest_offices_name,nearest_offices_dist_m,count_offices_100m,count_offices_300m,count_offices_500m,count_offices_1000m,count_payment_terminals_100m,count_payment_terminals_300m,count_payment_terminals_500m,count_payment_terminals_1000m,nearest_payment_terminals_name,nearest_payment_terminals_dist_m,count_money_transfer_100m,count_money_transfer_300m,count_money_transfer_500m,count_money_transfer_1000m,nearest_money_transfer_name,nearest_money_transfer_dist_m,nearest_shops_food_small_name,nearest_shops_food_small_dist_m,count_shops_food_small_100m,count_shops_food_small_300m,count_shops_food_small_500m,count_shops_food_small_1000m,count_hypermarkets_100m,count_hypermarkets_300m,count_hypermarkets_500m,count_hypermarkets_1000m,nearest_hypermarkets_name,nearest_hypermarkets_dist_m,count_markets_100m,count_markets_300m,count_markets_500m,count_markets_1000m,nearest_markets_name,nearest_markets_dist_m,nearest_fitness_sport_name,nearest_fitness_sport_dist_m,count_fitness_sport_100m,count_fitness_sport_300m,count_fitness_sport_500m,count_fitness_sport_1000m,nearest_hotels_hostels_name,nearest_hotels_hostels_dist_m,count_hotels_hostels_100m,count_hotels_hostels_300m,count_hotels_hostels_500m,count_hotels_hostels_1000m,count_railway_stations_100m,count_railway_stations_300m,count_railway_stations_500m,count_railway_stations_1000m,nearest_railway_stations_name,nearest_railway_stations_dist_m,count_residential_buildings_100m,count_residential_buildings_300m,count_residential_buildings_500m,count_residential_buildings_1000m,nearest_residential_buildings_name,nearest_residential_buildings_dist_m,count_residential_landuse_100m,count_residential_landuse_300m,count_residential_landuse_500m,count_residential_landuse_1000m,nearest_residential_landuse_name,nearest_residential_landuse_dist_m,nearest_fuel_name,nearest_fuel_dist_m,count_fuel_100m,count_fuel_300m,count_fuel_500m,count_fuel_1000m,count_highway_pedestrian_100m,count_highway_pedestrian_300m,count_highway_pedestrian_500m,count_highway_pedestrian_1000m,nearest_highway_pedestrian_name,nearest_highway_pedestrian_dist_m,nearest_footway_100m_name,nearest_footway_100m_dist_m,count_footway_100m_100m,count_landuse_mix_100m,count_landuse_mix_300m,count_landuse_mix_500m,count_landuse_mix_1000m,nearest_landuse_mix_name,nearest_landuse_mix_dist_m,land_use_type,land_use_dist_m,city_center_name,city_center_dist_m,is_city_center
1649.0,59.951718,30.290275,РЕСО-Гарантия,143.9,0,4,19,106,0,0,0,2,,927.4,0,0,0,0,,,Семейный,122.6,0,2,5,34,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,7,15,46,,164.6,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,32.7,19,0,2,8,61,,146.4,commercial,146.4,,,0
1650.0,59.989441,30.255142,,,0,0,0,0,0,1,1,2,Элекснет,138.7,0,1,1,1,Юнистрим,104.7,Морковки,77.4,1,2,5,13,0,0,0,0,,,0,0,0,0,,,Fitness House,374.8,0,0,2,6,,,0,0,0,0,0,1,1,1,Старая Деревня,198.3,0,0,0,0,,,0,0,0,0,,,Киришиавтосервис,301.8,0,0,1,4,0,0,0,0,,,,7.0,37,2,11,17,42,Бизнес-центр «Гулливер-1»,96.6,commercial,75.8,,,0
1651.0,59.84136,30.251755,,,0,0,0,0,0,1,1,1,,274.3,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,Ринго,934.5,0,0,0,1,0,0,0,0,,,0,0,0,0,,,0,1,3,11,,216.0,,,0,0,0,0,0,0,0,0,,,,29.4,33,1,4,8,24,,23.1,commercial,23.1,,,0
1653.0,60.00029,30.271949,Росгосстрах,14.4,2,3,9,30,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,SportLife,216.8,0,1,2,5,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,2,8,,404.5,Газпромнефть,310.7,0,0,2,6,0,0,0,0,,,,22.8,5,0,0,0,0,,,commercial,14.4,,,0
1654.0,59.851214,30.350148,,,0,0,0,0,0,0,0,1,,565.1,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,"Детско-юношеская спортивная школа ""Московская застава""",207.2,0,1,3,5,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,Роснефть,622.7,0,0,0,5,0,0,0,0,,,,63.9,5,1,1,10,31,,60.6,commercial,27.0,Санкт-Петербург,7795.0,0
1655.0,60.056472,30.309894,Росгосстрах,18.8,1,5,10,21,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,Fitness House,402.9,0,0,1,7,,,0,0,0,0,0,0,0,0,,,0,0,0,6,,577.8,0,4,5,28,ЖК «Прагма хаус»,131.6,Татнефть,187.3,0,1,2,3,0,0,0,0,,,,23.8,21,1,5,6,34,,27.0,commercial,27.0,,,0
1656.0,59.858634,30.228669,,,0,0,0,0,0,0,0,1,,951.0,0,0,0,0,,,Продукты,145.5,0,1,7,15,0,0,0,0,,,0,0,0,0,,,,688.9,0,0,0,3,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,1,4,,489.9,,,0,0,0,0,0,0,0,0,,,,63.1,8,1,4,8,21,,13.4,commercial,13.4,Санкт-Петербург,7830.3,0
1657.0,60.022544,30.293249,"Главное бюро медико-социальной экспертзы по Санкт-Петербургу, филиал № 45",211.1,0,2,5,15,1,1,1,3,,29.5,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,0,0,0,1,Удельный рынок,998.4,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,3,14,58,,231.4,0,2,12,49,,261.2,,,0,0,0,0,0,0,0,0,,,,48.4,6,1,3,14,60,,24.5,commercial,211.1,,,0
1659.0,59.849754,30.397983,Билайн,39.8,2,4,5,15,0,0,0,1,,805.2,0,0,0,0,,,ВкусВилл,559.1,0,0,0,11,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,0,1,Проспект Славы,789.8,0,0,0,0,,,0,0,2,9,,401.7,Роснефть,782.2,0,0,0,2,0,0,0,0,,,,49.8,14,1,2,4,20,,34.0,commercial,39.8,,,0
1661.0,59.738956,30.622948,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,267.6,0,1,1,12,0,0,0,0,,,0,0,0,0,,,"Стрелковый клуб ""Стреляный воробей""",44.5,1,2,2,5,Прогресс,729.2,0,0,0,2,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,1,1,3,10,,74.5,commercial,74.5,Колпино,1840.3,0
1662.0,60.050543,30.349321,ТСЖ «Наш дом»,98.2,1,7,14,36,0,0,0,7,,781.7,0,0,0,1,Юнистрим,921.1,Алина,82.3,1,3,8,36,0,0,0,0,,,0,0,0,0,,,Империя Фитнеса,235.4,0,1,1,5,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,Лукойл,554.9,0,0,0,2,0,0,0,0,,,,16.3,17,0,0,0,0,,,residential,215.6,Санкт-Петербург,12593.3,0
1667.0,57.807135,28.347084,"ОАО ""Роспечать""",172.8,0,5,18,48,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,"Спорткомплекс ""Скав""",807.3,0,0,0,5,Древний Псков,107.5,0,1,1,10,0,0,0,1,Псков-Пассажирский,951.7,0,0,2,2,,309.3,0,0,0,0,,,Сургутнефтегаз,785.1,0,0,0,2,0,0,0,0,,,,50.9,5,1,6,11,44,,9.2,commercial,9.2,Псков,866.5,1
1669.0,57.812927,28.307541,,88.3,1,1,6,74,0,0,0,0,,,0,0,0,0,,,,130.5,0,6,11,25,0,0,0,0,,,0,0,0,0,,,"Спортивный центр ""Юбилейный""",664.6,0,0,0,3,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,Лукойл,455.7,0,0,1,1,0,0,0,0,,1008.3,,163.9,0,0,3,10,47,,165.7,residential,165.7,Псков,1669.1,0
1671.0,59.828844,30.316111,KAS,505.1,0,0,0,14,0,0,1,4,,486.3,0,0,0,0,,,Полтинник,415.8,0,0,2,7,0,0,0,0,,,0,0,0,0,,,Тренировка,741.4,0,0,0,2,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,Газпромнефть,607.0,0,0,0,4,0,0,0,0,,,,,0,0,1,8,29,,212.2,industrial,212.2,,,0
1672.0,57.815631,28.27654,МТС,15.7,2,2,2,8,0,0,0,0,,,0,0,0,0,,,Разница,47.6,1,5,9,19,0,0,0,0,,,0,0,0,0,,,Оазис,252.5,0,1,1,5,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,Сургутнефтегаз,647.6,0,0,0,2,0,0,0,0,,,,27.1,7,1,6,9,39,,32.0,commercial,32.0,Псков,3441.3,0
1673.0,57.81703,28.314835,,53.7,3,31,57,85,0,0,0,0,,,0,0,0,0,,,Продукты,155.4,0,3,12,24,0,0,0,0,,,0,2,2,3,Сезонная ярмарка,240.4,,,0,0,0,0,Рижская гостиница,330.2,0,0,3,6,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,54.2,1,0,0,0,0,,,commercial,19.4,Псков,1160.3,1
1674.0,57.816038,28.304378,Чистый лист,128.4,0,7,18,75,0,0,0,0,,,0,0,0,0,,,Продукты,14.8,3,7,12,27,0,0,0,0,,,0,1,1,3,,213.4,Супер Фитнес,697.6,0,0,0,3,Рижская,481.3,0,0,2,2,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,42.5,4,1,5,11,46,,92.6,commercial,92.6,,,0
1677.0,59.850595,30.26938,ТопТрипс,48.1,5,11,15,47,0,0,1,1,,377.0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,Fitness House,302.8,0,0,1,6,Шелковый путь,367.5,0,0,1,1,1,1,1,1,Ленинский проспект,55.9,0,0,0,0,,,0,0,2,7,,414.7,Роснефть,750.2,0,0,0,2,0,0,0,0,,,,,0,1,4,7,35,,85.6,commercial,85.6,Санкт-Петербург,7713.6,0
1678.0,52.34092,104.223572,Согласие,84.9,1,1,1,4,0,0,0,0,,,0,0,0,0,,,Премьер,270.2,0,1,2,2,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,0,1,Иркутск-Сортировочный,786.1,0,0,0,0,,,0,0,0,0,,,ОМНИ,868.8,0,0,0,1,0,0,0,0,,,,,0,1,6,22,42,,37.9,residential,37.9,Иркутск,3499.8,0
1680.0,59.850595,30.26938,,,0,0,0,0,0,0,1,1,,377.0,0,0,0,0,,,Вкусный,81.6,1,5,7,17,0,0,0,0,,,0,0,0,0,,,Fitness House,302.8,0,0,1,6,Шелковый путь,367.5,0,0,1,1,1,1,1,1,Ленинский проспект,55.9,0,0,0,0,,,0,0,2,7,,414.7,Роснефть,750.2,0,0,0,2,0,0,0,0,,,,,0,0,0,0,0,,,commercial,48.1,,,0
1681.0,47.239107,39.827293,МТС,0.0,2,3,4,5,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,0,0,0,1,Георгиевский рынок,693.6,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,ЭКСОН ОЙЛ,605.4,0,0,0,3,0,0,0,0,,,,103.5,0,0,1,2,10,,284.6,industrial,284.6,Ростов-на-Дону,8347.5,0
1682.0,60.033706,30.367755,"ТСЖ ""Сосновское""",407.7,0,0,6,18,0,0,0,0,,,0,0,0,0,,,Белорусские продукты,357.7,0,0,1,13,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,Лель,670.9,0,0,0,2,0,0,0,0,,,0,0,0,0,,,0,0,0,4,,759.3,,,0,0,0,0,0,0,0,0,,,,5.5,9,1,1,3,10,,62.4,commercial,62.4,,,0
1683.0,59.931233,30.354801,,,0,0,0,0,1,4,7,8,Элекснет,33.6,0,0,1,1,Юнистрим,324.2,АВ Daily,12.7,3,9,26,76,0,0,0,0,,,0,0,0,2,Кузнечный рынок,525.3,,,0,0,0,0,,,0,0,0,0,0,2,2,5,Маяковская,175.4,0,0,0,10,,532.6,1,8,15,65,,83.8,,,0,0,0,0,0,0,0,0,,,,6.0,24,2,15,31,107,,83.8,residential,83.8,,,0
1685.0,59.945387,30.360838,,,0,0,0,0,2,3,4,6,Сбер,75.6,0,0,0,0,,,Фея,123.2,0,10,14,34,0,0,0,0,,,0,0,0,1,Мальцевский рынок,780.2,Балтийские клинки,64.6,1,1,1,7,Иоланта,120.0,0,9,28,83,0,0,0,0,,,0,0,0,0,,,0,5,17,56,,173.0,,,0,0,0,0,0,0,0,0,,,,28.2,26,0,0,0,0,,,commercial,62.4,Санкт-Петербург,2601.4,0
1686.0,59.945387,30.360838,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,Фея,123.2,0,10,14,34,0,0,0,0,,,0,0,0,0,,,Балтийские клинки,64.6,1,1,1,7,Иоланта,120.0,0,9,28,83,0,1,1,1,Чернышевская,253.7,0,0,1,12,,307.2,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,28.2,26,2,9,25,79,Хлебный завод «Арнаут»,65.7,industrial,65.7,,,0
1689.0,59.922314,30.335802,"ООО ""Парадиз-Тур""",64.3,4,23,87,348,0,0,0,1,,888.7,0,0,0,1,Юнистрим,827.6,Продукты,51.9,1,3,7,35,0,0,0,0,,,0,0,0,3,Ямской,753.9,KidnessClub,156.3,0,4,6,22,,,0,0,0,0,0,2,3,6,Звенигородская,175.8,1,4,6,20,,89.3,1,3,10,46,,90.6,Teboil,885.8,0,0,0,1,0,0,0,1,Большая линия,899.8,,2.6,21,1,5,16,90,,90.6,commercial,64.3,Санкт-Петербург,1792.8,0
1690.0,59.946175,30.473981,Yota,34.7,2,2,5,19,0,0,0,0,,1000.7,0,0,0,0,,,ВкусВилл,277.4,0,1,5,27,0,0,0,0,,,0,0,0,0,,,ExstraSport,74.9,1,1,1,8,Алекс отель,295.3,0,1,1,1,0,0,0,0,,,0,0,0,0,,,0,0,2,9,,384.2,Татнефть,348.3,0,0,1,1,0,0,0,0,,,,72.7,3,0,0,0,0,,,commercial,32.7,,,0
1692.0,47.284153,39.715058,Ростелеком,118.5,0,5,11,20,0,0,0,0,,,0,1,1,1,Юнистрим,271.9,Агрокомплекс Выселковский,184.9,0,2,9,17,0,0,0,0,,,0,0,0,0,,,DDX,593.1,0,0,0,3,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,4,10,,345.7,Роснефть,463.7,0,0,1,4,0,0,0,0,,,,30.0,10,0,1,5,14,Северный рынок,241.6,commercial,118.5,Ростов-на-Дону,5244.3,0
1693.0,47.284153,39.715058,Ростелеком,118.5,0,5,11,20,0,0,0,0,,,0,1,1,1,Юнистрим,271.9,Агрокомплекс Выселковский,184.9,0,2,9,17,0,0,0,0,,,0,2,2,2,Северный рынок,217.2,DDX,593.1,0,0,0,3,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,4,10,,345.7,Роснефть,463.7,0,0,1,4,0,0,0,0,,,,30.0,10,0,1,5,14,Северный рынок,241.6,commercial,241.6,,,0
1695.0,59.905154,30.483009,Ленремонт,147.2,0,2,6,18,0,2,9,22,,238.0,0,1,1,1,Юнистрим,258.7,Фермер,70.4,1,2,5,23,0,0,0,0,,,0,0,0,0,,,Футбольный комплекс «Девятка»,441.8,0,0,1,2,Алекс Отель,847.8,0,0,0,1,0,0,1,1,Улица Дыбенко,435.1,0,0,0,0,,,0,0,2,9,,371.3,,,0,0,0,0,0,0,0,0,,,,29.0,13,0,0,5,18,Шахта №534,308.4,industrial,308.4,Санкт-Петербург,10039.0,0
1696.0,59.905154,30.483009,Ленремонт,147.2,0,2,6,18,0,2,9,22,,238.0,0,0,0,0,,,Фермер,70.4,1,2,5,23,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,Алекс Отель,847.8,0,0,0,1,0,0,1,1,Улица Дыбенко,435.1,0,0,0,0,,,0,0,2,9,,371.3,,,0,0,0,0,0,0,0,0,,,,29.0,13,0,0,5,18,Шахта №534,308.4,industrial,308.4,,,0
1697.0,54.771746,56.058745,МТС,6.4,3,4,4,13,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,0,0,0,2,,867.1,,154.0,0,1,1,3,Гагарин,788.7,0,0,0,1,0,0,0,0,,,0,0,0,0,,,0,0,0,10,,551.5,Лукойл,186.0,0,1,1,2,0,0,0,0,,,,35.4,9,0,0,0,0,,,commercial,15.6,Уфа,4782.2,0
1704.0,57.118232,65.579836,Билайн,116.7,0,5,9,18,0,0,0,0,,,0,0,0,0,,,У дома,231.9,0,3,3,11,0,0,0,0,,,0,0,0,0,,,Керуги,330.2,0,0,1,5,Уютная,706.3,0,0,0,1,0,0,0,0,,,0,0,0,1,,986.5,0,1,2,9,,191.3,ТПК,439.1,0,0,1,4,0,0,0,4,,729.3,,,0,0,0,0,0,,,residential,191.3,Тюмень,3538.2,0
1705.0,57.118232,65.579836,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,Керуги,330.2,0,0,1,5,,,0,0,0,0,0,0,0,0,,,0,0,0,1,,986.5,0,1,2,9,,191.3,ТПК,439.1,0,0,1,4,0,0,0,4,,729.3,,8.8,9,0,2,3,11,,191.3,residential,191.3,Тюмень,3538.2,0
1706.0,57.171591,65.557397,МТС,198.7,0,2,5,10,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,0,0,0,1,,655.2,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,1,,722.2,0,2,3,17,,169.2,,716.3,0,0,0,2,0,2,2,2,,176.7,,,0,0,3,4,19,,169.2,residential,169.2,,,0
1709.0,53.199951,50.176963,Юнова,154.3,0,7,10,30,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,Hammer,168.1,0,2,2,3,,,0,0,0,0,1,1,1,1,Гагаринская,46.9,0,0,0,0,,,0,4,10,31,,230.1,Роснефть,999.6,0,0,0,1,0,0,0,0,,,,33.5,7,0,4,10,35,,230.1,residential,230.1,Самара,5066.6,0
1710.0,53.199951,50.176963,Юнова,154.3,0,7,10,30,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,Комильфо,493.4,0,0,1,5,0,0,0,0,,,0,2,2,6,,187.0,0,4,10,31,,230.1,,,0,0,0,0,0,0,0,0,,,,33.5,7,0,4,10,35,,230.1,residential,230.1,Самара,5066.6,0
1711.0,43.154148,131.909551,,,0,0,0,0,0,1,1,1,,283.8,0,0,0,0,,,,132.5,0,2,6,28,0,0,0,0,,,0,0,0,0,,,,545.7,0,0,0,2,Акфес-Сейо,947.4,0,0,0,1,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,ННК,721.9,0,0,0,2,0,0,0,0,,,,38.5,28,0,3,6,17,,183.7,residential,183.7,,,0
1712.0,55.990786,92.887822,Центр дезинфекции,18.4,1,5,8,17,0,0,0,0,,,0,0,0,0,,,,395.5,0,0,3,10,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,Амакс,215.6,0,1,1,1,0,0,0,0,,,0,0,0,4,,860.2,0,0,0,0,,472.1,AutoБавария,642.0,0,0,0,0,1,2,4,6,,94.4,,27.4,14,0,0,3,10,,403.2,commercial,403.2,Красноярск,2251.6,0
1713.0,56.034375,92.911079,Эксперт клининг,115.5,0,9,21,39,0,0,0,0,,333.9,0,0,0,0,,,,264.4,0,1,5,12,0,0,0,0,,,0,0,0,0,,,Федерация Киокусинкай Красноярского края,610.9,0,0,0,4,Хостелы Рус-Красноярск,280.6,0,0,0,0,0,0,0,0,,,0,0,0,1,,929.7,0,0,3,18,,322.4,Стандарт,213.0,0,1,1,4,0,0,0,2,,852.6,,50.3,2,0,0,3,22,,322.4,commercial,115.5,Красноярск,1523.0,0
1714.0,56.034375,92.911079,Эксперт клининг,115.5,0,9,21,39,0,0,2,2,,333.9,0,0,0,0,,,,264.4,0,1,5,12,0,0,0,0,,,0,0,0,0,,,Федерация Киокусинкай Красноярского края,610.9,0,0,0,4,Хостелы Рус-Красноярск,280.6,0,1,5,11,0,0,0,0,,,0,0,0,1,,929.7,0,0,3,18,,322.4,Стандарт,213.0,0,1,1,4,0,0,0,2,,852.6,,50.3,0,0,0,3,22,,322.4,residential,322.4,Красноярск,1523.0,0
1715.0,56.034375,92.911079,Эксперт клининг,115.5,0,9,21,39,0,0,2,2,,333.9,0,0,0,0,,,,264.4,0,1,5,12,0,0,0,0,,,0,0,0,0,,,Федерация Киокусинкай Красноярского края,610.9,0,0,0,4,Хостелы Рус-Красноярск,280.6,0,0,0,0,0,0,0,0,,,0,0,0,1,,929.7,0,0,0,0,,322.4,Стандарт,213.0,0,0,0,0,0,0,0,2,,852.6,,50.3,2,0,0,3,22,,322.4,commercial,115.5,Красноярск,1523.0,0
1716.0,56.349953,43.866972,,65.0,4,7,20,28,1,2,2,2,,98.2,0,0,0,0,,,Spar,60.9,1,2,5,9,0,0,0,0,,,0,0,0,0,,,Gold's Fitness,325.3,0,0,2,3,КапитоLINN,355.5,0,0,2,2,0,0,0,0,Завод «Красное Сормово»,496.9,0,0,0,0,,249.6,0,0,0,0,,305.2,Газпромнефть,517.0,0,0,0,0,5,5,5,10,,35.2,,11.7,34,0,0,5,26,,305.2,residential,305.2,Нижний Новгород,6836.7,0
1717.0,55.343143,86.095516,СибВитрина,27.5,5,9,12,28,0,0,0,0,,,0,0,0,0,,,Пятёрочка,282.1,0,1,1,11,0,0,0,0,,,0,0,0,0,,,Динамо,748.1,0,0,0,3,Дом артистов цирка,369.8,0,0,3,5,0,0,0,0,,,0,0,0,0,,,1,2,4,28,,90.2,Газпромнефть,803.2,0,0,0,0,0,0,1,1,,409.8,,,0,1,2,4,29,,90.2,residential,90.2,Кемерово,1432.8,1
1719.0,57.133695,65.561403,МТС,5.5,2,8,11,49,0,0,0,0,,,0,0,0,1,Юнистрим,853.4,Тамара,299.6,0,1,1,13,0,0,0,0,,,0,0,0,0,,,Monolyte gym,154.4,0,1,1,2,Лагуна,622.9,0,0,0,6,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,470.5,Н1,130.4,0,1,1,5,0,0,1,4,Площадь памяти,439.3,,64.7,5,0,2,5,19,,265.4,industrial,265.4,Тюмень,1550.8,0
1723.0,56.845844,53.208346,Удмуртстат,57.3,1,16,23,63,0,0,0,0,,,0,0,0,0,,,Баско,150.6,0,2,3,15,0,0,0,0,,,0,0,0,1,Помидор,998.6,"Бассейн ""Динамо""",322.6,0,0,3,9,Гавань,190.0,0,1,2,7,0,0,0,0,,,0,0,1,2,,480.0,1,2,4,15,,60.6,Лукойл,992.7,0,0,0,1,0,1,2,29,,103.5,,32.4,18,1,2,6,23,,60.6,residential,60.6,Ижевск,802.8,0
1724.0,57.154776,65.533825,kupinovo.ru,52.9,2,8,37,80,0,0,0,0,,,0,0,0,0,,,Пятёрочка,172.6,0,2,4,13,0,0,0,0,,,0,0,0,1,Центральный рынок,934.0,Фит-Бит,284.2,0,1,1,3,Президент,173.2,0,1,4,12,0,0,0,0,,,0,0,0,2,,598.5,0,2,3,24,,229.9,,,0,0,0,0,0,7,12,23,,145.5,,14.1,15,0,3,10,37,,224.4,commercial,224.4,Тюмень,529.7,1
1725.0,57.154776,65.533825,kupinovo.ru,52.9,2,8,37,80,0,0,0,0,,,0,0,0,0,,,Пятёрочка,172.6,0,0,0,0,0,0,0,0,,,0,0,0,0,Центральный рынок,934.0,Фит-Бит,284.2,0,1,1,3,Президент,173.2,0,1,4,12,0,0,0,0,,,0,0,0,2,,598.5,0,2,3,24,,229.9,,,0,0,0,0,0,0,0,0,,145.5,,14.1,15,0,3,10,37,,224.4,commercial,224.4,Тюмень,529.7,1
1728.0,56.850634,53.292114,,157.6,0,2,7,17,0,0,0,0,,,0,0,0,0,,,Магнит,82.9,1,2,10,19,0,0,0,0,,,0,0,0,1,,788.3,Забияка 1,188.6,0,2,3,14,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,560.5,0,0,0,0,А-5,187.1,Башнефть,685.4,0,0,0,4,0,0,0,11,,516.4,,25.2,7,0,2,5,23,А-5,187.1,residential,187.1,Ижевск,4998.1,0
1729.0,53.193634,50.121915,Мята,21.8,1,4,10,43,0,0,0,0,,,0,0,0,0,,,Фабрика качества,45.9,1,7,9,14,0,0,0,0,,,0,2,2,2,Ярмарка,238.3,Рекорд,228.1,0,1,4,11,Brut hotel,511.6,0,0,0,6,0,0,0,1,Самара,885.7,0,47,128,405,,104.3,1,5,15,56,,77.2,Роснефть,562.4,0,0,0,1,0,0,0,2,Ильинская площадь,575.6,,77.4,3,1,9,19,66,,77.2,residential,77.2,Самара,1382.8,1
1730.0,53.193634,50.121915,Мята,21.8,1,4,10,43,0,0,0,0,,,0,0,0,0,,,Фабрика качества,45.9,1,7,9,14,0,0,0,0,,,0,2,2,2,Ярмарка,238.3,Рекорд,228.1,0,0,0,0,Brut hotel,511.6,0,0,0,6,0,0,0,1,Самара,885.7,0,47,128,405,,104.3,0,0,0,0,,77.2,Роснефть,562.4,0,0,0,0,0,0,0,2,Ильинская площадь,575.6,,77.4,3,1,9,19,66,,77.2,residential,77.2,Самара,1382.8,0
1731.0,53.193634,50.121915,Мята,21.8,1,4,10,43,0,0,0,0,,,0,0,0,0,,,Фабрика качества,45.9,1,7,9,14,0,0,0,0,,,0,0,0,0,Ярмарка,238.3,Рекорд,228.1,0,0,0,0,Brut hotel,511.6,0,0,0,6,0,0,0,1,Самара,885.7,0,47,128,405,,104.3,1,5,15,56,,77.2,Роснефть,562.4,0,0,0,1,0,0,0,2,Ильинская площадь,575.6,,77.4,3,1,9,19,66,,77.2,commercial,21.8,Самара,1382.8,0
1734.0,55.3581,86.075412,,14.5,3,8,26,66,0,1,1,1,,181.0,0,0,0,0,,,Пенсионер,93.9,1,3,4,7,0,0,0,0,,,0,0,0,0,,,,478.3,0,0,1,4,Алые Парусв,583.5,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,48-й мкр.,149.9,GasPro,522.2,0,0,0,3,0,0,0,2,,570.3,,54.1,5,0,5,8,21,48-й мкр.,149.9,residential,149.9,Кемерово,814.7,1
1735.0,55.3581,86.075412,,14.5,3,8,26,66,0,1,1,1,,181.0,0,0,0,0,,,Пенсионер,93.9,1,3,4,7,0,0,0,0,,,0,0,0,0,,,,478.3,0,0,1,4,Алые Парусв,583.5,0,0,0,5,0,0,0,0,,,0,0,0,0,,,0,4,5,17,48-й мкр.,149.9,GasPro,522.2,0,0,0,3,0,0,0,2,,570.3,,54.1,5,0,5,8,21,48-й мкр.,149.9,residential,149.9,Кемерово,814.7,0
1736.0,55.3581,86.075412,,14.5,3,8,26,66,0,1,1,1,,181.0,0,0,0,0,,,Пенсионер,93.9,1,3,4,7,0,0,0,0,,,0,0,0,0,,,,478.3,0,0,1,4,Алые Парусв,583.5,0,0,0,5,0,0,0,0,,,0,0,0,0,,,0,4,5,17,48-й мкр.,149.9,GasPro,522.2,0,0,0,3,0,0,0,2,,570.3,,54.1,5,0,5,8,21,48-й мкр.,149.9,residential,149.9,Кемерово,814.7,1
