atm_id,atm_lat,atm_lon,nearest_offices_dist_m,count_offices_100m,count_offices_300m,count_offices_500m,count_offices_1000m,count_payment_terminals_100m,count_payment_terminals_300m,count_payment_terminals_500m,count_payment_terminals_1000m,nearest_payment_terminals_dist_m,count_money_transfer_100m,count_money_transfer_300m,count_money_transfer_500m,count_money_transfer_1000m,nearest_money_transfer_dist_m,nearest_shops_food_small_dist_m,count_shops_food_small_100m,count_shops_food_small_300m,count_shops_food_small_500m,count_shops_food_small_1000m,count_hypermarkets_100m,count_hypermarkets_300m,count_hypermarkets_500m,count_hypermarkets_1000m,nearest_hypermarkets_dist_m,count_markets_100m,count_markets_300m,count_markets_500m,count_markets_1000m,nearest_markets_name,nearest_markets_dist_m,nearest_fitness_sport_dist_m,count_fitness_sport_100m,count_fitness_sport_300m,count_fitness_sport_500m,count_fitness_sport_1000m,nearest_hotels_hostels_dist_m,count_hotels_hostels_100m,count_hotels_hostels_300m,count_hotels_hostels_500m,count_hotels_hostels_1000m,count_railway_stations_100m,count_railway_stations_300m,count_railway_stations_500m,count_railway_stations_1000m,nearest_railway_stations_dist_m,count_residential_buildings_100m,count_residential_buildings_300m,count_residential_buildings_500m,count_residential_buildings_1000m,nearest_residential_buildings_dist_m,count_residential_landuse_100m,count_residential_landuse_300m,count_residential_landuse_500m,count_residential_landuse_1000m,nearest_residential_landuse_dist_m,nearest_fuel_dist_m,count_fuel_100m,count_fuel_300m,count_fuel_500m,count_fuel_1000m,count_highway_pedestrian_100m,count_highway_pedestrian_300m,count_highway_pedestrian_500m,count_highway_pedestrian_1000m,nearest_highway_pedestrian_dist_m,nearest_footway_100m_dist_m,count_footway_100m_100m,count_landuse_mix_100m,count_landuse_mix_300m,count_landuse_mix_500m,count_landuse_mix_1000m,nearest_landuse_mix_name,nearest_landuse_mix_dist_m,land_use_type,land_use_dist_m,city_center_name,city_center_dist_m,is_city_center
1393.0,55.111191,82.941783,10.1,1,6,6,13,0,0,0,0,,0,0,0,0,,205.6,0,5,11,15,0,0,0,0,,0,0,0,0,,,460.0,0,0,1,7,817.7,0,0,0,1,0,0,0,0,,0,0,0,0,,0,1,3,9,278.3,921.9,0,0,0,2,0,0,0,0,,,0,0,1,4,13,,278.3,residential,278.3,Новосибирск,9249.5,0
1394.0,54.942682,82.905455,170.7,0,1,2,18,0,0,0,0,,0,0,0,1,964.1,455.7,0,0,2,12,0,0,0,0,,0,0,0,1,,592.2,729.8,0,0,0,1,865.2,0,0,0,1,0,0,0,0,,0,0,3,3,401.3,0,0,0,2,837.5,,0,0,0,0,0,5,8,16,172.6,,0,0,1,4,23,"ООО ""Сибэлектропривод""",197.8,industrial,197.8,Новосибирск,7163.5,0
1395.0,55.095812,82.962489,,0,0,0,0,0,0,0,0,,0,0,0,0,,317.4,0,0,1,5,0,0,0,0,,0,0,1,1,,366.9,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,3,769.2,,0,0,0,0,0,0,0,0,,,0,0,0,0,6,,731.1,industrial,731.1,,,0
1396.0,55.051278,82.913944,133.1,0,6,23,103,0,0,0,0,,0,0,0,0,,103.9,0,9,15,47,0,0,0,0,,0,0,0,1,Эко рынок,874.6,136.3,0,1,2,9,,0,0,0,0,1,1,1,2,53.6,0,0,0,3,784.2,0,0,0,0,,634.4,0,0,0,4,0,0,1,25,450.3,,0,0,0,3,23,,389.7,commercial,133.1,Новосибирск,2560.7,0
1397.0,55.051278,82.913944,133.1,0,6,23,103,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,136.3,0,1,2,9,,0,0,0,0,0,0,0,0,,0,0,0,3,784.2,0,0,2,22,389.7,634.4,0,0,0,4,0,0,0,0,,,0,0,0,0,0,,,commercial,133.1,Новосибирск,2560.7,0
1398.0,59.807057,30.162238,446.1,0,0,1,4,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,3,864.6,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,commercial,80.6,Санкт-Петербург,14678.5,0
1399.0,60.052703,30.331202,,0,0,0,0,0,0,0,0,,0,1,1,1,116.7,,0,0,0,0,0,0,0,0,,0,0,0,0,,,315.9,0,0,7,14,736.4,0,0,0,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,698.2,0,0,0,1,0,0,0,0,,33.6,17,0,2,8,25,,105.8,commercial,96.6,Санкт-Петербург,12725.2,0
1400.0,60.01432,30.388398,131.0,0,8,11,37,0,0,0,0,,0,0,0,0,,126.6,0,7,11,23,0,0,0,0,,0,0,0,0,,,183.3,0,2,2,7,517.2,0,0,0,5,0,0,0,0,,0,0,0,0,,0,0,0,0,,559.8,0,0,0,1,0,0,0,0,,46.8,28,1,5,10,27,,8.4,commercial,8.4,,,0
1401.0,59.851837,30.093733,,0,0,0,0,0,0,0,0,,0,0,0,0,,140.6,0,2,2,5,0,0,0,0,,0,0,0,0,,,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,1,4,5,18,,51.9,commercial,51.9,,,0
1402.0,59.829559,30.382918,138.0,0,11,13,26,1,2,2,6,56.7,0,0,0,0,,162.6,0,3,8,26,0,0,0,0,,0,0,0,0,,,197.8,0,1,2,4,565.7,0,0,0,4,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,commercial,34.7,Санкт-Петербург,10714.0,0
1403.0,59.945639,30.216434,,0,0,0,0,0,0,0,2,624.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,497.5,0,0,1,7,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,3,11,361.0,782.6,0,0,0,1,0,0,0,0,,,0,0,0,0,0,,,,,Санкт-Петербург,5631.1,0
1406.0,59.870014,30.379325,188.7,0,7,9,20,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,,0,0,0,0,0,1,1,1,210.9,0,0,0,0,,0,1,2,8,168.5,,0,0,0,0,0,0,0,0,,34.4,29,0,0,0,0,,,commercial,12.5,Санкт-Петербург,6716.7,0
1407.0,59.938748,30.229163,39.9,1,7,12,31,1,1,1,1,41.0,0,0,0,0,,33.1,1,4,9,18,0,0,0,0,,0,0,0,0,,,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,127.6,0,3,3,5,0,0,0,0,,36.1,14,0,0,0,0,,,commercial,54.9,Санкт-Петербург,4867.3,0
1410.0,55.747176,37.86213,26.0,4,6,10,32,0,0,0,0,,0,0,0,1,566.9,98.8,1,4,14,51,0,0,0,0,,0,0,0,0,,,197.4,0,2,6,16,,0,0,0,0,0,1,1,2,254.5,0,0,0,0,,0,1,1,8,278.3,307.2,0,0,2,3,0,0,0,0,,41.4,16,1,3,7,33,,20.7,commercial,20.7,,,0
1411.0,55.823125,37.951871,,0,0,0,0,0,0,0,1,981.0,1,1,1,1,28.1,80.8,1,3,6,15,0,0,0,0,,0,0,0,0,,,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,2,3,9,246.1,362.8,0,0,1,3,0,0,0,0,,40.4,4,1,3,6,16,,17.2,commercial,30.9,Балашиха,2755.0,0
1412.0,55.619472,37.509289,29.8,4,7,7,12,0,2,2,2,198.8,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,5,5,5,,110.5,,0,0,0,0,,0,0,0,0,1,1,1,1,95.7,0,0,0,0,,0,0,0,4,637.7,,0,0,0,0,0,0,0,0,,,0,0,1,5,15,,110.5,commercial,29.8,Видное,14362.0,0
1413.0,55.619472,37.509289,29.8,4,7,7,12,0,2,2,2,198.8,0,0,0,0,,121.2,0,2,2,5,0,0,0,0,,0,0,0,0,,,398.6,0,0,1,1,201.4,0,2,2,3,1,1,1,1,95.7,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,,58.5,4,0,1,5,15,,110.5,commercial,110.5,,,0
1415.0,48.469042,135.130756,,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,879.2,0,0,0,1,449.8,0,0,1,2,0,0,0,0,,0,0,0,0,,0,0,1,4,396.3,962.4,0,0,0,1,0,0,0,0,,,0,0,0,0,0,,,industrial,54.7,Хабаровск,4249.5,0
1419.0,55.857144,37.43207,,0,0,0,0,0,0,0,5,574.6,0,0,0,0,,224.9,0,5,11,39,0,0,0,0,,0,0,0,2,Вкусные сезоны,602.2,,0,0,0,0,805.3,0,0,0,3,0,0,1,2,480.2,0,0,0,0,,0,0,2,8,375.5,,0,0,0,0,0,0,0,0,,,0,0,2,6,13,,190.5,commercial,190.5,Химки,3880.2,0
1420.0,51.739715,36.146222,122.4,0,3,4,11,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,5,725.8,100.9,0,1,1,3,0,0,0,0,,40.8,12,0,0,0,0,,,commercial,113.6,,,0
1424.0,51.742425,36.13352,18.3,2,2,2,8,0,0,0,0,,0,0,0,0,,237.4,0,4,9,30,0,0,0,0,,0,0,0,0,,,430.1,0,0,1,4,856.5,0,0,0,1,0,0,0,0,,0,0,0,0,,0,0,0,0,,732.9,0,0,0,3,0,0,0,0,,,0,1,2,3,11,,31.3,commercial,18.3,,,0
1425.0,55.99074,92.957971,308.6,0,0,2,4,0,0,0,0,,0,0,0,0,,734.2,0,0,0,2,0,0,0,0,,0,0,0,0,,,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,8,24,47,104.2,0,0,3,9,442.2,,0,0,0,0,0,0,0,0,,39.1,2,0,0,0,0,,,residential,442.2,,,0
1426.0,45.018977,39.02905,34.6,1,4,7,10,0,1,1,1,111.2,0,0,0,0,,258.7,0,1,6,21,0,0,0,0,,0,0,0,0,,,364.1,0,0,2,6,486.7,0,0,2,2,0,0,0,0,,0,0,0,20,620.9,0,0,0,0,,392.8,0,0,1,1,0,4,4,6,136.2,55.8,3,0,0,0,0,,,residential,135.1,,,0
1428.0,48.508518,44.572096,,0,0,0,0,0,0,0,0,,0,0,0,0,,279.1,0,1,4,6,0,0,0,0,,0,0,0,0,,,634.5,0,0,0,1,647.2,0,0,0,1,0,0,0,0,,0,0,0,0,,0,0,0,0,,845.2,0,0,0,2,0,0,0,2,960.5,146.3,0,0,1,4,14,,245.0,commercial,269.8,Волгоград,20140.3,0
1429.0,48.724342,44.538184,268.6,0,1,8,13,0,0,1,1,425.1,0,0,0,0,,249.9,0,1,1,4,0,0,0,0,,0,0,0,0,,,441.3,0,0,1,1,323.4,0,0,1,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,1,2,344.4,90.3,2,0,0,0,0,,,residential,316.9,,,0
1430.0,56.060454,92.91151,42.8,1,1,6,16,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,469.8,0,0,1,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,,52.7,2,0,1,2,9,"Северный, 2-й микрорайон",231.1,commercial,42.8,Красноярск,4273.3,0
1433.0,56.054261,92.90073,,0,0,0,0,0,0,1,2,469.5,0,0,0,0,,290.7,0,1,6,9,0,0,0,0,,0,0,0,0,,,,0,0,0,0,586.5,0,0,0,4,0,0,0,0,,0,0,0,0,,0,0,0,6,506.5,,0,0,0,0,0,0,0,0,,,0,0,0,2,8,,338.5,commercial,24.3,,,0
1434.0,56.050918,92.904378,61.8,2,2,9,27,1,1,1,2,86.1,0,0,0,0,,425.6,0,0,1,13,0,0,0,0,,0,0,0,0,,,734.1,0,0,0,1,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,10,554.1,,0,0,0,0,0,0,0,0,,113.3,0,0,0,0,0,,,commercial,61.8,,,0
1435.0,55.754694,37.621417,,0,0,0,0,0,0,1,5,474.9,0,0,0,3,765.4,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,393.8,0,0,2,47,0,0,0,0,,0,0,0,1,906.6,0,0,0,14,663.2,,0,0,0,0,0,21,30,71,128.0,2.5,87,0,0,0,0,,,commercial,2.2,Москва,524.4,1
1438.0,55.432796,37.565111,,0,0,0,0,0,0,0,1,732.4,0,0,0,0,,167.1,0,2,9,15,0,0,0,0,,0,0,0,0,,,492.8,0,0,1,5,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,4,17,348.5,,0,0,0,0,0,0,0,1,653.8,25.5,16,0,0,0,0,,,industrial,323.0,Подольск,1271.7,1
1441.0,55.854032,37.475854,21.9,3,10,19,34,0,0,0,0,,0,0,0,0,,34.7,1,3,4,12,0,0,0,0,,0,0,0,0,,,470.0,0,0,1,3,778.8,0,0,0,2,0,1,1,1,111.5,0,0,0,0,,0,0,1,7,333.7,862.4,0,0,0,1,0,0,0,1,559.9,16.1,21,0,0,0,0,,,commercial,21.9,Химки,4768.5,0
1442.0,55.600938,37.609209,5.3,2,2,4,13,0,0,0,4,780.9,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,840.4,0,0,0,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,,119.3,0,0,0,0,0,,,commercial,5.3,Видное,7946.8,0
1443.0,59.850595,30.26938,48.1,5,11,15,47,0,0,1,1,377.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,367.5,0,0,1,1,1,1,1,1,55.9,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,,18.3,3,0,0,0,0,,,commercial,48.1,Санкт-Петербург,7713.6,0
1444.0,55.755804,37.614608,32.7,2,15,57,352,1,1,1,4,39.0,0,0,1,1,348.9,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,128.4,0,5,8,67,0,0,0,0,,0,0,0,1,728.4,0,0,0,0,,,0,0,0,0,0,0,0,0,,5.3,164,0,0,0,0,,,commercial,199.4,Москва,613.0,1
1445.0,55.819494,37.578271,24.3,2,9,23,78,0,0,1,1,382.2,0,0,0,0,,14.4,1,3,4,18,0,0,0,0,,0,0,0,0,,,,0,0,0,0,,0,0,0,0,0,1,1,2,288.9,0,0,0,0,,0,0,3,18,436.5,,0,0,0,0,0,0,0,5,645.0,23.4,14,0,0,3,18,"Жилой комплекс ""Дыхание""",436.5,residential,436.5,,,0
1451.0,55.60968,37.720106,,0,0,0,0,0,0,2,3,316.2,0,0,0,0,,229.9,0,2,3,20,0,0,0,0,,0,0,0,0,,,272.5,0,2,2,8,,0,0,0,0,0,1,1,1,156.5,0,0,0,0,,0,0,0,0,,348.8,0,0,1,5,0,0,0,0,,42.1,12,0,0,0,0,,,commercial,110.3,,,0
1454.0,59.945387,30.360838,62.4,9,57,128,289,2,3,4,6,75.6,0,0,0,0,,123.2,0,10,14,34,0,0,0,0,,0,0,0,0,,,64.6,1,1,1,7,120.0,0,9,28,83,0,1,1,1,253.7,0,0,1,12,307.2,0,0,0,0,,,0,0,0,0,0,0,0,0,,28.2,26,2,9,25,79,Хлебный завод «Арнаут»,65.7,industrial,65.7,,,0
1455.0,55.803322,37.618776,,0,0,0,0,1,1,1,3,30.3,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,125.4,0,2,2,6,578.8,0,0,0,3,0,0,1,3,476.8,0,0,0,0,,0,1,7,35,243.4,,0,0,0,0,0,0,0,0,,,0,0,2,11,72,,233.2,industrial,233.2,,,0
1457.0,55.710129,37.65461,17.1,10,33,55,111,0,1,1,3,210.5,0,0,1,1,491.4,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,213.1,0,3,3,15,0,0,1,1,368.1,0,0,0,0,,0,0,2,16,405.7,827.2,0,0,0,2,0,0,0,0,,60.3,8,0,0,0,0,,,commercial,17.1,Москва,3420.5,0
1458.0,55.810982,37.403737,,0,0,0,0,0,0,0,10,575.6,0,0,0,0,,32.2,2,3,4,18,0,0,0,0,,0,0,0,0,,,412.6,0,0,1,4,,0,0,0,0,0,0,0,1,811.6,0,0,0,0,,0,1,3,8,275.3,,0,0,0,0,0,0,0,4,674.7,,0,0,0,0,0,,,residential,275.3,,,0
1459.0,55.709393,37.619621,76.7,8,27,60,159,0,1,1,4,162.9,0,0,0,0,,181.7,0,4,6,21,0,0,0,0,,0,0,0,0,,,,0,0,0,0,82.2,1,3,3,10,0,1,1,1,216.7,0,0,0,1,510.6,0,0,0,0,,855.2,0,0,0,3,0,0,1,2,449.6,,0,2,7,15,56,,37.8,residential,37.8,,,0
1460.0,56.008797,37.200044,,0,0,0,0,0,0,1,1,496.2,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,271.7,0,1,1,1,0,0,0,1,549.5,0,0,0,0,,0,0,0,0,,90.3,1,1,1,2,0,0,0,0,,22.5,12,0,1,5,17,НПЦ Спурт,224.9,commercial,4.0,Зеленоград,2072.3,0
1461.0,55.730487,37.64533,,0,0,0,0,0,0,0,3,584.2,0,0,0,0,,74.5,1,5,11,25,0,0,0,0,,0,0,0,0,,,98.1,1,2,3,8,62.5,1,6,8,34,0,0,0,0,,0,0,0,1,788.1,0,0,0,0,,,0,0,0,0,0,0,0,0,,72.8,3,0,7,12,57,Жилой комплекс «I'M на Садовом»,153.4,commercial,38.8,Москва,1272.9,1
1462.0,55.863171,37.602148,57.0,1,5,10,23,1,1,3,3,54.9,0,0,0,0,,217.5,0,6,10,17,0,0,0,0,,0,0,0,0,,,267.6,0,1,2,7,,0,0,0,0,0,1,1,1,156.7,0,0,0,1,874.5,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,commercial,57.0,Долгопрудный,9627.7,0
1463.0,56.294596,44.07725,97.5,1,3,5,10,0,0,1,1,372.3,0,0,0,0,,67.1,1,2,3,15,0,0,0,0,,0,0,0,0,,,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,3,7,158.4,,0,0,0,0,0,0,0,0,,51.8,7,0,0,0,0,,,residential,158.4,Нижний Новгород,5703.0,0
1464.0,56.313643,44.069767,,0,0,0,0,0,0,0,0,,0,0,0,0,,167.2,0,1,2,4,0,0,0,0,,0,0,0,0,,,106.4,0,3,4,5,,0,0,0,0,0,0,0,0,,0,1,2,4,253.5,0,0,0,0,,297.4,0,1,1,1,0,0,0,1,586.7,16.5,3,0,0,0,0,,,commercial,129.0,Нижний Новгород,4246.7,0
1467.0,54.966468,82.852966,56.9,2,4,6,8,0,0,0,0,,0,0,0,0,,666.5,0,0,0,9,0,0,0,0,,0,0,0,0,,,122.7,0,1,1,1,680.0,0,0,0,1,0,0,0,0,,0,0,0,0,,0,0,0,0,,227.2,0,1,2,5,0,0,0,4,573.1,,0,0,1,4,20,,288.0,industrial,288.0,,,0
1468.0,54.764999,83.080779,126.6,0,3,4,14,0,0,0,0,,0,0,0,0,,484.9,0,0,1,6,0,0,0,0,,0,0,0,0,,,,0,0,0,0,332.6,0,0,2,2,0,0,0,0,,0,0,0,9,525.4,0,0,0,0,,212.5,0,1,1,1,0,0,0,0,,175.1,0,0,0,0,0,,,commercial,46.4,Бердск,1850.3,0
1470.0,54.650573,39.63606,13.6,1,1,1,2,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,1,рынок Стройка,772.9,987.2,0,0,0,1,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,13,808.5,420.5,0,0,3,5,0,0,0,1,964.6,,0,0,1,2,20,,274.1,industrial,274.1,,,0
1471.0,51.531159,46.063039,442.0,0,0,2,6,0,0,0,0,,0,0,0,0,,259.9,0,3,4,5,0,0,0,0,,0,0,0,0,,,248.7,0,1,3,3,427.2,0,0,1,3,0,0,0,0,,0,0,1,1,388.5,1,7,19,56,92.9,253.8,0,1,1,1,0,0,1,1,369.0,,0,2,14,27,78,,33.7,commercial,33.7,Саратов,1971.8,0
1472.0,59.876337,30.438102,34.6,1,4,16,25,0,0,0,0,,0,0,1,1,313.4,165.3,0,5,11,21,0,0,0,0,,0,0,0,0,,,322.9,0,0,2,3,709.6,0,0,0,4,0,0,1,1,300.0,0,0,0,0,,0,0,0,0,,517.6,0,0,0,2,0,0,0,0,,10.8,26,0,2,10,24,,155.0,residential,155.0,,,0
1473.0,61.277526,73.365248,24.1,2,3,3,19,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,428.3,0,0,1,2,585.6,0,0,0,1,0,0,0,0,,0,0,13,58,422.8,0,0,1,4,391.4,381.3,0,0,1,4,0,0,0,1,833.6,78.8,1,1,1,4,25,,61.6,commercial,61.6,Сургут,4282.2,0
1474.0,43.127492,131.906272,,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,326.3,0,0,1,3,236.5,0,3,4,8,0,0,0,0,,0,0,0,0,,0,3,11,34,100.9,159.5,0,1,2,5,0,0,0,1,740.4,32.2,11,0,0,0,0,,,residential,100.9,,,0
1475.0,54.935022,82.915965,302.3,0,0,5,10,0,0,0,0,,0,0,0,0,,91.9,1,2,7,24,0,0,0,0,,0,0,0,0,,,351.5,0,0,3,3,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,2,8,414.0,,0,0,0,0,0,1,4,25,132.3,38.9,20,0,0,2,9,,414.0,residential,414.0,,,0
1477.0,53.513716,49.284146,,0,0,0,0,0,0,0,0,,0,0,0,0,,664.6,0,0,0,4,0,0,0,0,,0,0,0,2,,791.7,908.7,0,0,0,2,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,2,2,351.4,,0,0,0,0,1,1,1,4,41.0,,0,0,0,0,0,,,commercial,12.4,Тольятти,8951.1,0
1480.0,53.532971,49.339356,,0,0,0,0,0,0,0,0,,0,0,0,0,,27.6,2,4,11,17,0,0,0,0,,0,0,0,0,,,845.9,0,0,0,1,795.4,0,0,0,1,0,0,0,0,,0,0,1,2,308.5,0,0,0,0,,430.8,0,0,1,1,0,0,1,1,462.5,81.1,2,0,0,1,6,14 квартал,498.7,residential,498.7,,,0
1481.0,53.517924,49.27192,,0,0,0,0,0,0,0,0,,0,0,0,0,,87.8,1,1,7,17,0,0,0,0,,0,1,1,2,Рынок хоз.товаров,147.2,,0,0,0,0,1030.6,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,1,5,391.9,,0,0,0,0,0,3,3,4,102.8,100.7,0,0,0,0,0,,,residential,391.9,Тольятти,9792.5,0
1482.0,55.851166,37.646013,142.8,0,4,5,23,0,0,0,3,609.0,0,0,0,0,,78.5,1,2,5,23,0,0,0,0,,0,0,0,0,,,,0,0,0,0,196.8,0,1,1,2,0,0,0,2,615.4,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,1,1,441.5,58.5,6,0,0,0,0,,,residential,152.0,Мытищи,8511.9,0
1483.0,59.881719,30.314673,,0,0,0,0,1,1,2,3,94.6,0,0,0,0,,379.1,0,0,3,15,0,0,0,0,,0,0,0,0,,,240.2,0,1,3,11,,0,0,0,0,0,1,1,2,295.2,0,0,0,0,,0,1,3,15,261.6,364.2,0,0,1,2,0,0,0,0,,,0,1,4,14,41,,94.8,commercial,94.8,Санкт-Петербург,4014.7,0
1484.0,53.514037,49.298213,46.0,2,4,6,19,0,0,0,0,,0,0,0,0,,20.0,1,1,3,6,0,0,0,0,,0,0,0,0,,,647.1,0,0,0,3,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,1,5,249.4,743.2,0,0,0,2,0,0,0,0,,,0,0,0,0,0,,,commercial,46.0,Тольятти,8021.0,0
1485.0,53.51908,49.425532,231.6,0,3,13,30,0,0,1,1,314.9,0,0,0,0,,437.8,0,0,4,13,0,0,0,0,,0,0,0,0,,,461.2,0,0,1,4,319.0,0,0,1,3,0,0,0,0,,0,0,0,1,775.5,0,2,5,12,139.0,319.3,0,0,2,3,0,0,0,0,,51.8,3,0,3,6,15,19 квартал,139.0,commercial,231.6,Тольятти,1113.5,1
1486.0,55.718192,37.784075,75.9,1,8,13,39,0,0,0,3,552.1,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,318.1,0,0,1,5,0,1,1,2,146.3,0,0,0,0,,0,0,7,19,303.7,455.8,0,0,1,3,0,0,0,0,,42.4,11,0,0,8,24,,303.7,residential,303.7,,,0
1488.0,53.51015,49.414581,23.2,2,10,17,39,0,0,0,0,,0,0,0,0,,214.6,0,2,3,24,0,0,0,0,,0,0,1,2,,414.7,,0,0,0,0,470.0,0,0,1,4,0,0,0,0,,0,0,0,0,,1,1,7,22,78.5,,0,0,0,0,0,0,1,2,439.4,37.6,3,1,1,7,23,36 квартал,78.5,commercial,23.2,,,0
1489.0,53.488157,49.476529,,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,2,Кунеевский рынок,821.6,713.1,0,0,0,1,230.9,0,1,1,1,0,0,0,0,,0,0,0,0,,0,0,0,2,532.6,132.6,0,1,1,2,0,0,0,1,717.5,,0,0,0,0,7,,532.6,,,,,0
1490.0,51.686562,39.256782,,0,0,0,0,0,0,0,0,,1,1,1,1,32.4,216.4,0,2,6,19,0,0,0,0,,0,0,0,0,,,158.4,0,2,3,9,902.3,0,0,0,1,0,0,0,0,,0,0,0,0,,0,0,0,0,,194.0,0,1,1,2,0,0,0,0,,53.2,3,0,0,5,20,,376.1,commercial,376.1,,,0
1492.0,48.723587,44.51605,186.1,0,2,2,15,0,0,0,0,,0,0,0,0,,160.0,0,2,5,11,0,0,0,0,,0,0,0,0,,,742.6,0,0,0,3,,0,0,0,0,0,0,0,0,,0,0,0,1,834.0,0,1,3,8,211.4,749.0,0,0,0,3,0,0,0,0,,73.8,3,1,3,5,14,,79.7,industrial,79.7,Волгоград,1713.0,0
1494.0,51.633743,39.231638,82.7,2,2,3,11,0,0,0,0,,0,0,0,0,,573.8,0,0,0,6,0,0,0,0,,0,0,0,1,,670.5,873.9,0,0,0,1,,0,0,0,0,0,0,0,0,,0,1,6,12,124.9,0,3,4,15,235.9,585.5,0,0,0,2,0,1,2,2,182.2,43.7,4,0,0,0,0,,,commercial,203.7,Воронеж,3680.7,0
1496.0,50.642078,36.572086,11.4,2,3,6,26,0,0,0,0,,0,0,0,0,,584.4,0,0,0,2,0,0,0,0,,0,0,0,0,,,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,3,734.2,119.0,0,2,2,6,0,0,0,0,,,0,0,0,0,5,Белгород,660.4,commercial,11.4,Белгород,5286.2,0
1497.0,50.552504,36.569014,12.0,1,2,2,4,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,1,6,241.5,609.8,0,0,0,3,0,0,0,8,607.4,79.3,1,0,1,2,9,,241.5,residential,241.5,Белгород,3868.5,0
1499.0,50.585161,36.653455,,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,,0,0,0,0,0,0,1,1,352.8,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,commercial,65.2,Белгород,4822.7,0
